	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200847042103	ダ	右	1400	晴	良	12:05	サラ系C29組牝馬		2008-4-21	2	笠松	1	牝		8	270	1	8	110	1	9	180	3	7.0	210	4.0	8-8	360.0	2.0	8-9	300	1	8=>8	370.0	2.0	8=>9	640	2	7-8-9	610	2	8=>9=>7	2310	7		985713246.0	987523461.0	897235461.0		
200847042104	ダ	右	1400	晴	良	12:40	サラ系C28組		2008-4-21	2	笠松	1			4	780	4	4	130	2	8	610	7	3.0	110	1.0	4-8	1550.0	5.0	4-8	27680	25	4=>8	5550.0	14.0	4=>8	52110	37	3-4-8	6880	19	4=>8=>3	76630	127		431975826	439715826	4,3,(1,9),(5,8),7,2,6		
200847042105	ダ	右	800	晴	良	13:15	祝!昌樹&直子結婚記		2008-4-21	2	笠松	1			2	1120	4	2	190	4	4	150	3	7.0	120	2.0	2-4	1470.0	6.0	2-4	1450	5	2=>4	4010.0	14.0	2=>4	3460	10	2-4-7	380	1	2=>4=>7	7620	25				4,2,7,8,9,(6,1),3,5		
200847042106	ダ	右	1400	晴	良	13:50	サラ系C26組		2008-4-21	2	笠松	1			5	450	3	5	220	4	7	1,020	8	2.0	270	5.0	5-7	4800.0	13.0	5-7	14550	18	5=>7	6900.0	24.0	5=>7	30880	34	2-5-7	60820	48	5=>7=>2	321000	249		25741103869	(2,5),7,4,1,10,6,3,9,8	(2,5),7,4,1,10,6,3,9,8		
200847042301	ダ	右	1400	曇	良	11:00	サラ系3歳3組		2008-4-23	2	笠松	3			8	110	1	8	110	1	1	220	5	7.0	300	6.0				1-8	680	3				8=>1	970	4	1-7-8	12730	24	8=>1=>7	18480	47		18742653	87465123	8,7,(1,4,6),2,3,5		
200847042302	ダ	右	1400	曇	良	11:35	サラ系C13・16組		2008-4-23	2	笠松	3			4	220	2	4	110	1	2	140	4	6.0	110	2.0	2-4	1080.0	3.0	2-4	880	2	4=>2	990.0	3.0	4=>2	860	3	2-4-6	280	1	4=>2=>6	1920	6		469253718.0	469253718.0	426953178.0		
200847042303	ダ	右	1400	曇	良	12:10	サラ系C12組		2008-4-23	2	笠松	3			8	160	1	8	100	3	5	100	1	4.0	100	2.0	5-8	140.0	1.0	5-8	150	1	8=>5	200.0	1.0	8=>5	280	1	4-5-8	150	1	8=>5=>4	510	1		834675291.0	836457921.0	845362971.0		
200847042304	ダ	右	1400	曇	良	12:45	サラ系A5組		2008-4-23	2	笠松	3			4	230	2	4	120	3	1	110	1	3.0	150	4.0				1-4	340	1				4=>1	660	2	1-3-4	690	3	4=>1=>3	2150	5		(2,8,4),1,3,7,5,6	48123567	41837526		
200847042305	ダ	右	1600	曇	良	13:20	サラ系A4組選抜		2008-4-23	2	笠松	3			7	100	1	7	100	1	1	200	4							1-7	270	2				7=>1	380	2	1-3-7	480	3	7=>1=>3	920	5		5732146.0	7351642.0	713564.0		
200847042306	ダ	右	1400	曇	良	13:55	サラ系3歳1組特別 		2008-4-23	2	笠松	3			6	170	1	6	140	3	1	100	1							1-6	300	1				6=>1	720	3	1-6-7	300	1	6=>1=>7	1430	5		1674532.0	1675342.0	1675324.0		
200847042307	ダ	右	1600	曇	良	14:30	サラ系C15組選抜		2008-4-23	2	笠松	3			1	130	1	1	100	1	4	120	2	8.0	160	4.0	1-4	390.0	2.0	1-4	370	2	1=>4	380.0	2.0	1=>4	420	1	1-4-8	390	1	1=>4=>8	890	1		48163251079.0	48516372109.0	48315267910.0		
200847042308	ダ	右	1400	曇	良	15:05	牡丹賞		2008-4-23	2	笠松	3	(別定)		5	1400	5	5	270	4	8	510	7	7.0	150	2.0	5-7	1750.0	6.0	5-8	12220	24	5=>7	2910.0	13.0	5=>8	19830	43	5-7-8	9100	27	5=>8=>7	97080	168		85910736214.0	859276134.0	859726134.0		
200847042401	ダ	右	1400	雨	不良	11:00	サラ系3歳8組		2008-4-24	2	笠松	4			9	560	2	9	160	2	5	160	3	2.0	220	4.0	5-8	1620.0	4.0	5-9	1530	4	8=>5	3240.0	5.0	9=>5	1870	5	2-5-9	3570	9	9=>5=>2	9820	24		952846137	945268317	9,5,4,2,6,3,1,7-8		
200847042402	ダ	右	1400	雨	不良	11:30	サラ系3歳7組		2008-4-24	2	笠松	4			9	130	1	9	100	1	4	190	5	1.0	170	4.0	4-8	620.0	3.0	4-9	770	3	8=>4	670.0	3.0	9=>4	720	3	1-4-9	800	3	9=>4=>1	2100	7		937548162	943715826	9-4,1,3,7,5,2-6,8		
200847042403	ダ	右	1400	雨	不良	12:00	サラ系3歳6組		2008-4-24	2	笠松	4			4	490	3	4	160	3	9	110	1	7.0	230	6.0	4-8	650.0	2.0	4-9	770	3	4=>8	1270.0	4.0	4=>9	1290	5	4-7-9	1060	3	4=>9=>7	5190	20		497518236.0	497153826.0	497513286.0		
200847042404	ダ	右	1400	雨	不良	12:30	サラ系C5組		2008-4-24	2	笠松	4			8	380	2	8	120	2	9	290	6	5.0	150	3.0	8-8	990.0	6.0	8-9	940	5	8=>8	960.0	4.0	8=>9	1190	5	5-8-9	1870	8	8=>9=>5	6630	26		892317546.0	893271456.0	893142576.0		
200847042405	ダ	右	1400	雨	不良	13:00	中野壬月28週記念		2008-4-24	2	笠松	4			4	800	3	4	200	3	5	210	4	2.0	220	5.0	4-5	1740.0	9.0	4-5	1960	8	4=>5	2710.0	11.0	4=>5	3790	12	2-4-5	6550	20	4=>5=>2	41270	100		458126739	4,5,8,1,7,2,6,3-9	4,5,1,8,2,7,6,3-9		
200847042406	ダ	右	1400	雨	不良	13:35	サラ系B9・C3組		2008-4-24	2	笠松	4			1	1130	7	1	510	7	3	110	1	4.0	630	8.0	1-3	2220.0	9.0	1-3	1570	7	1=>3	5120.0	22.0	1=>3	5330	22	1-3-4	20930	48	1=>3=>4	135800	267		14389576102.0	14357896102.0	13457968102.0		
200847042501	ダ	右	1400	晴	重	11:00	サラ系3歳11組牝馬		2008-4-25	2	笠松	5	牝		3	210	1	3	110	1	1	140	4	6.0	110	2.0	1-3	440.0	3.0	1-3	420	2	3=>1	820.0	4.0	3=>1	680	2	1-3-6	390	1	3=>1=>6	1180	2		6,3,1-9,8,5,4,2,7	6,3,1-9,5,4,8,2,7	3,6,1-9,5,4,2,8,7		
200847042502	ダ	右	1400	晴	重	11:30	ガンバレ笠松けいば杯		2008-4-25	2	笠松	5			1	770	3	1	130	3	7	100	1	5.0	120	2.0	1-7	410.0	3.0	1-7	490	3	1=>7	1340.0	6.0	1=>7	1350	6	1-5-7	510	2	1=>7=>5	4650	14		178562439.0	178562349.0	178562934.0		
200847042503	ダ	右	1400	晴	重	12:00	サラ系3歳9組		2008-4-25	2	笠松	5			2	660	4	2	140	3	6	100	1	7.0	330	6.0	2-6	290.0	1.0	2-6	310	2	2=>6	1080.0	4.0	2=>6	920	4	2-6-7	1370	5	2=>6=>7	5280	19		2,6,7,9,8,4,1,3-5	2,6,7,9,8,4,1,3-5	2,6,7,9,8,1,4,3-5		
200847042504	ダ	右	1400	晴	重	12:30	サラ系C11組		2008-4-25	2	笠松	5			3	130	1	3	100	1	4	250	5	7.0	110	2.0	3-4	1480.0	4.0	3-4	1430	3	3=>4	2090.0	6.0	3=>4	1750	5	3-4-7	820	2	3=>4=>7	3660	10		378915462	378154962	3,7,1,(4,5),6,8,2,9		
200847042505	ダ	右	1400	晴	重	13:00	小川競馬ファン25周		2008-4-25	2	笠松	5			4	100	1	4	100	1	9	100	2	3.0	130	3.0	4-8	180.0	1.0	4-9	200	2	4=>8	160.0	1.0	4=>9	230	3	3-4-9	340	1	4=>9=>3	480	1		35914862.0	35914862.0	39451682.0		
200847042506	ダ	右	1400	晴	重	13:30	サラ系C9組		2008-4-25	2	笠松	5			5	340	2	5	150	3	8	120	1	3.0	440	7.0	5-7	770.0	3.0	5-8	680	3	5=>7	1330.0	5.0	5=>8	1230	4	3-5-8	4220	14	5=>8=>3	11450	33		38691547102.0	38965142710.0	38596417210.0		
200847042507	ダ	右	1600	晴	稍重	14:00	マリオン開店記念		2008-4-25	2	笠松	5			6	130	1	6	110	1	10	360	7	1.0	710	10.0	6-8	430.0	2.0	6-10	1350	5	6=>8	450.0	2.0	6=>10	1990	8	1-6-10	9560	30	6=>10=>1	25640	76		23861017495.0	23861014795.0	68231104795.0		
200847042508	ダ	右	1400	晴	稍重	14:30	アクア・トトぎ		2008-4-25	2	笠松	5			8	3030	6	8	280	6	4	350	7	2.0	130	1.0	4-7	9800.0	25.0	4-8	14550	27	7=>4	43120.0	51.0	8=>4	54520	59	2-4-8	8550	25	8=>4=>2	146350	234		58912647310.0	58926143710.0	58214639710.0		
200847042509	ダ	右	1400	晴	稍重	15:05	サラ系C7組		2008-4-25	2	笠松	5			2	8210	9	2	3,200	10	8	170	2	3.0	230	5.0	2-7	17670.0	18.0	2-8	49030	38	2=>7	54170.0	41.0	2=>8	159020	82	2-3-8	55490	60	2=>8=>3	1954470	556		38726910154.0	38726910154.0	83276109154.0		
200847042510	ダ	右	2500	晴	稍重	15:40	オグリキャップ記念	G	2008-4-25	2	笠松	5	(別定)		2	1120	3	2	320	5	7	170	2	1.0	2,800	8.0	2-7	1410.0	6.0	2-7	1890	6	2=>7	5860.0	15.0	2=>7	5910	13	1-2-7	21840	30	2=>7=>1	205130	180		7291531068.0	7291536108.0	7291365108.0		
200847042511	ダ	右	1800	晴	稍重	16:15	ふじの花特別 		2008-4-25	2	笠松	5			8	300	2	8	170	3	1	210	4	3.0	330	5.0				1-8	1250	5				8=>1	1920	6	1-3-8	3290	10	8=>1=>3	10820	27		85123467	8,5,1,2,3-7,4,6	8-1,5,3,2-7-6,4		
200847051301	ダ	右	1400	晴	良	11:00	サラ系3歳5組		2008-5-13	3	笠松	1			7	2430	4	7	850	7	9	400	4	8.0	690	6.0	7-8	7360.0	15.0	7-9	15730	20	7=>8	13620.0	24.0	7=>9	45240	50	7-8-9	34200	43	7=>9=>8	711330	347		219846375.0	298167435.0	982713645.0		
200847051302	ダ	右	1400	晴	良	11:25	サラ系3歳4組		2008-5-13	3	笠松	1			3	100	1	3	110	1	7	140	2	5.0	170	5.0	3-7	280.0	1.0	3-7	240	1	3=>7	390.0	1.0	3=>7	280	1	3-5-7	1260	5	3=>7=>5	3100	7		379526481.0	379562481.0	379526481.0		
200847051303	ダ	右	1400	晴	良	11:55	サラ系C22組		2008-5-13	3	笠松	1			6	1550	5	6	280	5	4	110	1	1.0	210	4.0	4-6	1470.0	6.0	4-6	1090	2	6=>4	2540.0	9.0	6=>4	6260	12	1-4-6	2750	5	6=>4=>1	30020	48		65421893	4,6,2,5,8,1-3,9	46851239		
200847051304	ダ	右	1400	晴	良	12:25	サラ系C21組		2008-5-13	3	笠松	1			5	820	3	5	130	3	9	100	1	2.0	130	2.0	5-8	510.0	2.0	5-9	470	2	5=>8	1400.0	8.0	5=>9	1100	5	2-5-9	470	1	5=>9=>2	3490	13		(9,2),1,8,5,3,7,6,4	2,9,5,(1,8),3,7,4,6	295318746		
200847051401	ダ	右	1400	曇	不良	11:00	サラ系3歳3組		2008-5-14	3	笠松	2			5	700	3	5	230	4	2	100	1							2-5	270	2				5=>2	1450	4	2-5-7	210	1	5=>2=>7	2880	10		2463175.0	2465731.0	2547361.0		
200847051402	ダ	右	1400	晴	不良	11:30	サラ系3歳1組特別 		2008-5-14	3	笠松	2			4	200	1	4	140	1	2	300	4							2-4	320	1				4=>2	530	2	2-4-6	640	2	4=>2=>6	1640	4		5674213	(5,6,2),7,4,1,3	2647513		
200847051403	ダ	右	1400	晴	不良	12:00	サラ系C8組		2008-5-14	3	笠松	2			4	180	1	4	110	1	8	110	2	6.0	130	3.0	4-8	240.0	1.0	4-8	480	2	4=>8	310.0	1.0	4=>8	730	2	4-6-8	370	1	4=>8=>6	1370	2		186472539	(1,8,6),4,7,2,5,3,9	867412539		
200847051404	ダ	右	1400	晴	不良	12:30	サラ系C7組		2008-5-14	3	笠松	2			3	660	3	3	210	6	5	170	4	6.0	110	1.0	3-5	2640.0	11.0	3-5	2270	11	3=>5	5020.0	20.0	3=>5	4490	16	3-5-6	900	3	3=>5=>6	9470	30		367529418.0	367542981.0	365749281.0		
200847051405	ダ	右	1400	晴	重	13:00	サラ系B6組		2008-5-14	3	笠松	2			8	980	3	8	240	5	9	110	1	7.0	120	2.0	8-8	550.0	2.0	8-9	440	2	8=>8	520.0	3.0	8=>9	1070	4	7-8-9	240	1	8=>9=>7	2480	8		689371524.0	689372154.0	897632415.0		
200847051406	ダ	右	1600	晴	重	13:30	サラ系C6組		2008-5-14	3	笠松	2			6	2210	8	6	230	5	1	150	3	3.0	100	1.0	1-6	15020.0	21.0	1-6	10000	25	6=>1	46170.0	43.0	6=>1	16820	35	1-3-6	4250	13	6=>1=>3	117820	186		10736215894	(10,7,3),6,2,1,5,8,4,9	36715210849		
200847051407	ダ	右	1600	晴	重	14:00	サラ系B5組選抜		2008-5-14	3	笠松	2			8	290	2	8	100	2	6	100	1	10.0	140	3.0	6-7	150.0	1.0	6-8	180	1	7=>6	300.0	2.0	8=>6	360	2	6-8-10	240	1	8=>6=>10	670	2		48561039721	(4,8),6,5,10,9,3,1,2,7	86410593712		
200847051408	ダ	右	1600	晴	重	14:30	サラ系A4・B3組選		2008-5-14	3	笠松	2			1	540	4	1	170	3	3	160	2	5.0	370	6.0	1-3	1050.0	6.0	1-3	1270	5	1=>3	3220.0	14.0	1=>3	3020	14	1-3-5	7810	23	1=>3=>5	37040	100		368749152	(3,6,8),4,1,7,9,5,2	368197542		
200847051409	ダ	右	1400	晴	重	15:05	若鮎賞		2008-5-14	3	笠松	2	(別定)		10	350	2	10	120	1	7	150	2	1.0	410	8.0	7-8	350.0	1.0	7-10	560	1	8=>7	730.0	2.0	10=>7	1070	2	1-7-10	7570	23	10=>7=>1	19830	63		4,6,8,10,7,1,3,9,2-5	(4,6,8,10),7,9,3,1,2-5	8410761392		
200847051410	ダ	右	1600	晴	重	15:40	小瀬特別 		2008-5-14	3	笠松	2			10	240	2	10	100	1	4	190	5	1.0	130	2.0	4-8	1380.0	4.0	4-10	1020	4	8=>4	1270.0	5.0	10=>4	1830	8	1-4-10	760	2	10=>4=>1	4610	18		17103958246	(1,7,10),4,3,5,9,2,8,6	10147583296		
200847051411	ダ	右	1400	晴	重	16:15	初夏特別 		2008-5-14	3	笠松	2	(別定)		7	200	1	7	100	1	10	120	2	1.0	190	5.0	7-8	220.0	1.0	7-10	440	1	7=>8	410.0	1.0	7=>10	760	2	1-7-10	860	4	7=>10=>1	3500	11		92107165438	(2,9,10),7,1,5,6,4,3,8	10791254638		
200847051501	ダ	右	1400	晴	良	11:00	サラ系3歳7組		2008-5-15	3	笠松	3			8	120	1	8	120	2	5	300	5	2.0	460	6.0				5-8	1630	4				8=>5	1650	5	2-5-8	4550	10	8=>5=>2	14280	31		28713546	2,8,(1,3,7),5,4,6	85217436		
200847051502	ダ	右	1400	晴	良	11:35	サラ系3歳6組		2008-5-15	3	笠松	3			5	200	1	5	120	1	7	190	3							5-7	850	3				5=>7	1280	4	5-6-7	1480	6	5=>7=>6	7830	32		3567421.0	3567412.0	3567421.0		
200847051503	ダ	右	1400	晴	良	12:10	サラ系C12・15組		2008-5-15	3	笠松	3			9	490	3	9	160	3	5	140	2	2.0	190	5.0	5-8	330.0	1.0	5-9	1220	9	8=>5	710.0	2.0	9=>5	2000	12	2-5-9	1580	7	9=>5=>2	7440	32		259186734	(2,5,9),8,7,1,6,3,4	(2,5),9,8,7,6,1,3,4		
200847051504	ダ	右	1400	晴	良	12:45	サラ系C11組		2008-5-15	3	笠松	3			8	500	2	8	140	3	2	280	6	6.0	120	1.0	2-8	4370.0	9.0	2-8	3090	10	8=>2	6240.0	13.0	8=>2	5160	15	2-6-8	860	4	8=>2=>6	10330	33		2,(5,8),3,9,6,4,7,1	(2,8),5,(3,6,9),7,4,1	925637841		
200847051505	ダ	右	1400	晴	良	13:20	サラ系C10組		2008-5-15	3	笠松	3			9	530	3	9	100	2	4	100	3	2.0	100	1.0	4-8	710.0	3.0	4-9	620	3	8=>4	2040.0	7.0	9=>4	1360	6	2-4-9	150	1	9=>4=>2	2220	7		427136958	4,(2,7,9),1,6,3,8,5	492136875		
200847051506	ダ	右	1600	晴	良	13:55	サラ系C9組		2008-5-15	3	笠松	3			9	130	1	9	140	2	6	170	4	3.0	270	5.0	6-8	1150.0	5.0	6-9	720	3	8=>6	1640.0	8.0	9=>6	1330	4	3-6-9	2660	8	9=>6=>3	8400	31		29101643578	(9,3),2,10,6,1,5,4,8,7	93610518472		
200847051507	ダ	右	1400	晴	良	14:30	サラ系C14組選抜		2008-5-15	3	笠松	3			8	100	1	8	100	1	7	160	4	2.0	110	2.0	7-7	490.0	2.0	7-8	430	2	7=>7	450.0	1.0	8=>7	480	2	2-7-8	1800	5	8=>7=>2	2510	9		2,3,(9,8,7),1,4,5,10	2879314510	8273951410		
200847051508	ダ	右	1600	晴	良	15:05	屋形船特別 		2008-5-15	3	笠松	3			10	100	1	10	100	1	5	490	5	8.0	160	3.0	5-8	620.0	4.0	5-10	750	5	8=>5	690.0	4.0	10=>5	660	5	5-8-10	950	6	10=>5=>8	1790	10		10,(7,5),4,9,8,3,1,2	(10,5,8),7,3,1,9,2,4	1058731924		
200847051509	ダ	右	1400	晴	良	15:40	東海クラウン 		2008-5-15	3	笠松	3			5	270	2	5	110	1	10	290	6	4.0	200	4.0	5-8	1150.0	5.0	5-10	1630	4	5=>8	1340.0	5.0	5=>10	2310	9	4-5-10	2730	9	5=>10=>4	7810	23		10536714982	(10,5),7,4,6,3,9,1,8,2	5,10,(6,7,4),9,1,3,8,2		
200847051601	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2008-5-16	3	笠松	4			6	1170	4	6	380	4	2	100	1							2-6	2990	6				6=>2	10850	14	2-5-6	3600	7	6=>2=>5	41080	50		257136.0	256731.0	265713.0		
200847051602	ダ	右	1400	晴	良	11:30	TKR所杯		2008-5-16	3	笠松	4			3	170	1	3	100	1	8	120	3	5.0	190	4.0				3-8	180	1				3=>8	270	1	3-5-8	430	2	3=>8=>5	1050	2		86231754.0	86325147.0	83561247.0		
200847051603	ダ	右	1400	晴	良	12:05	アールオート杯		2008-5-16	3	笠松	4	牝		8	560	3	8	120	3	2	100	1	6.0	180	4.0				2-8	450	2				8=>2	1750	6	2-6-8	1490	5	8=>2=>6	11940	29		8-5,2,1,6,7,3,4	8-(5,2)-1,6,(3,4)-7	8-2,5,1,6,(3,4)-7		
200847051604	ダ	右	1400	晴	良	12:40	アーバン倶楽部杯		2008-5-16	3	笠松	4			2	110	1	2	100	1	3	180	4	7.0	120	2.0	2-3	410.0	2.0	2-3	380	2	2=>3	500.0	2.0	2=>3	410	2	2-3-7	780	3	2=>3=>7	1760	5		124379856	(1,2),4,3,7,9,5,6,8	213749865		
200847051605	ダ	右	1400	晴	良	13:15	サラ系C4組		2008-5-16	3	笠松	4			3	880	3	3	120	2	6	110	1	2.0	770	7.0	3-6	390.0	2.0	3-6	300	2	3=>6	1610.0	5.0	3=>6	1300	5	2-3-6	6720	17	3=>6=>2	43480	72		689123745	3,6,8,9,(1,2),7,4,5	368129745		
200847051606	ダ	右	1400	晴	良	13:50	サラ系B9・C3組		2008-5-16	3	笠松	4			2	680	4	2	130	1	6	210	6	4.0	160	2.0	2-6	990.0	5.0	2-6	1240	5	2=>6	2150.0	10.0	2=>6	2050	6	2-4-6	1170	3	2=>6=>4	6210	14		68945121037.0	68945211037.0	62894510137.0		
200847051607	ダ	右	1600	晴	良	14:25	サラ系B7組		2008-5-16	3	笠松	4			8	120	1	8	100	1	9	210	5	5.0	100	2.0	7-8	590.0	2.0	8-9	2320	7	7=>8	980.0	4.0	8=>9	2830	11	5-8-9	1240	4	8=>9=>5	16130	42		39104586172	(3,9),(10,8),4,5,6,1,7,2	39854611072		
200847051608	ダ	右	1400	晴	良	15:00	サラ系B8組		2008-5-16	3	笠松	4			8	170	1	8	100	1	2	280	5	3.0	590	7.0	2-7	590.0	2.0	2-8	1300	5	7=>2	1110.0	4.0	8=>2	2380	8	2-3-8	2730	12	8=>2=>3	19040	58		68172531094	(6,8),7,1,2,3,5,10,9,4	86271351094		
200847052701	ダ	右	1400	晴	良	11:00	サラ系3歳7組		2008-5-27	4	笠松	1			3	2910	6	3	360	5	4	100	1							3-4	620	4				3=>4	5200	10	3-4-7	930	5	3=>4=>7	20510	35		5746132	(7,4),3,5,6,1,2	(7,4),3,6,5,1,2		
200847052702	ダ	右	1400	晴	良	11:25	サラ系3歳6組		2008-5-27	4	笠松	1			6	2650	6	6	450	4	3	110	1							3-6	940	3				6=>3	3840	11	3-6-7	770	3	6=>3=>7	15450	40		3427651	3,(7,6),4,2,5,1	3764251		
200847052703	ダ	右	1400	晴	良	11:55	サラ系3歳5組		2008-5-27	4	笠松	1			3	250	2	3	110	1	4	140	2							3-4	170	1				3=>4	380	1	3-4-7	590	3	3=>4=>7	1510	6		367542	(3,7,4),6,5,2	347652		
200847052704	ダ	右	1400	晴	良	12:25	サラ系C21組牝馬		2008-5-27	4	笠松	1	牝		6	1280	5	6	200	4	1	130	3	5.0	110	1.0	1-6	2040.0	7.0	1-6	2180	9	6=>1	5350.0	15.0	6=>1	6630	20	1-5-6	3240	12	6=>1=>5	30530	78		853769142.0	857619342.0	856719342.0		
200847052705	ダ	右	800	晴	良	12:55	頑張れ!笠松競馬騎手		2008-5-27	4	笠松	1			7	370	3	7	210	4	2	110	1							2-7	380	2				7=>2	900	4	2-6-7	180	1	7=>2=>6	1520	6				(2,7),6,4,3,5		
200847052706	ダ	右	1400	晴	良	13:25	サラ系C20組		2008-5-27	4	笠松	1			5	420	3	5	100	1	2	100	2	8.0	210	5.0				2-5	260	1				5=>2	640	3	2-5-8	1250	5	5=>2=>8	3790	13		25167384	25861743	(2,5),8,6,7,1,4,3		
200847052801	ダ	右	1400	晴	良	11:00	サラ系3歳4組		2008-5-28	4	笠松	2			1	350	2	1	150	3	7	120	1							1-7	310	1				1=>7	600	2	1-6-7	460	1	1=>7=>6	1760	3		271683	1,7,2,6,8-3	1,7,2,6,8-3		
200847052802	ダ	右	1400	晴	良	11:30	サラ系3歳3組		2008-5-28	4	笠松	2			7	180	1	7	100	1	8	130	2							7-8	250	1				7=>8	390	1	5-7-8	220	1	7=>8=>5	790	1		1873425	(1,8),7,3,4,5,2	8715324		
200847052803	ダ	右	1400	晴	良	12:00	サラ系B8組		2008-5-28	4	笠松	2			8	330	2	8	160	4	7	130	2	4.0	110	1.0	7-8	510.0	2.0	7-8	1160	6	8=>7	1180.0	4.0	8=>7	1930	9	4-7-8	680	2	8=>7=>4	5260	18		839417265	843971265	8,4,(1,7),(3,9),2,6,5		
200847052804	ダ	右	1400	晴	良	12:30	サラ系B7組		2008-5-28	4	笠松	2			1	400	2	1	160	2	9	190	3							1-9	530	3				1=>9	1490	7	1-4-9	220	1	1=>9=>4	2090	10		693421.0	693241.0	694123.0		
200847052805	ダ	右	1400	晴	良	13:00	サラ系B3・6組		2008-5-28	4	笠松	2			7	870	3	7	110	3	9	100	2	4.0	100	1.0	7-8	570.0	3.0	7-9	1060	3	7=>8	1530.0	6.0	7=>9	2120	8	4-7-9	220	1	7=>9=>4	3370	12		17846952	17846952	7,1,4,9,6,(8,5),2		
200847052806	ダ	右	1400	晴	良	13:30	サラ系B5組選抜		2008-5-28	4	笠松	2			7	370	2	7	150	3	9	230	5	1.0	100	1.0	7-8	570.0	4.0	7-9	2210	9	7=>8	1120.0	5.0	7=>9	3560	15	1-7-9	1470	5	7=>9=>1	13780	45		(1,7,10),8,9,4,3,5,2	1,7,(8,10,9),4,3,5,2	(1,7),9,(8,10),3,4,5,2		
200847052807	ダ	右	1600	曇	良	14:05	サラ系A4組選抜		2008-5-28	4	笠松	2			6	190	1	6	120	1	8	140	2	7.0	630	7.0	6-8	270.0	1.0	6-8	390	2	6=>8	610.0	1.0	6=>8	540	1	6-7-8	5980	15	6=>8=>7	15980	57		147562839	(1,4,7),6,5,2,9,3,8	6,(4,7),5,1,8,2,9,3		
200847052808	ダ	右	1400	曇	良	14:40	サラ系3歳1組特別 		2008-5-28	4	笠松	2			3	210	1	3	140	2	4	250	3							3-4	520	2				3=>4	760	2	3-4-8	5080	18	3=>4=>8	12440	46		8-(3,4),7,5,1,6	8437561	8,4,3,(7,6),5,1		
200847052809	ダ	右	1400	曇	良	15:15	揖斐川賞		2008-5-28	4	笠松	2	(別定)		6	840	5	6	130	3	8	130	2	5.0	120	1.0	6-7	2650.0	11.0	6-8	2670	12	6=>7	3770.0	15.0	6=>8	5470	19	5-6-8	2050	7	6=>8=>5	34540	99		(5,2,1),3,7,6,8,10,9	5163107289	6,(5,1,8),3,10,7,9,2		
200847052901	ダ	右	1400	雨	不良	11:30	サラ系3歳10組牝馬		2008-5-29	4	笠松	3	牝		7	270	2	7	110	3	2	100	1	3.0	100	2.0				2-7	230	1				7=>2	520	2	2-3-7	450	2	7=>2=>3	1360	4		47562318.0	74263518.0	72463518.0		
200847052902	ダ	右	1400	曇	不良	12:00	サラ系3歳9組		2008-5-29	4	笠松	3			1	110	1	1	100	1	4	370	5	2.0	290	4.0	1-4	1000.0	4.0	1-4	880	4	1=>4	1040.0	4.0	1=>4	930	4	1-2-4	3350	11	1=>4=>2	5820	20		134256987	1,(3,4),2,8,9,6,5,7	143296758		
200847052903	ダ	右	1400	曇	不良	12:30	サラ系3歳8組		2008-5-29	4	笠松	3			3	2840	5	3	430	4	2	140	2							2-3	960	2				3=>2	4850	9	2-3-7	260	1	3=>2=>7	10920	24		2763845.0	2736845.0	2376845.0		
200847052904	ダ	右	1400	晴	不良	13:00	サラ系C5組		2008-5-29	4	笠松	3			2	270	1	2	210	2	6	660	4	1.0	770	5.0				2-6	970	5				2=>6	1670	8	1-2-6	6770	16	2=>6=>1	9040	32		64321785.0	63421785.0	62431758.0		
200847052905	ダ	右	1400	晴	不良	13:35	完全燃焼!中川等定年		2008-5-29	4	笠松	3			1	470	3	1	230	5	5	120	1	8.0	230	6.0				1-5	1010	6				1=>5	2810	10	1-5-8	3070	14	1=>5=>8	35370	94		8,2,5,(7,1),6,4,3	8,(2,5),7,6,1,4,3	5,8,2,1,(6,7),4,3		
200847052906	ダ	右	1400	晴	不良	14:10	サラ系C3組		2008-5-29	4	笠松	3			7	770	3	7	190	4	6	150	2	2.0	240	6.0				6-7	1200	6				7=>6	3610	12	2-6-7	2430	11	7=>6=>2	19420	61		78216435	7,8,1,2,(5,6),(3,4)	7,1,2,(8,6,5),3,4		
200847052907	ダ	右	1600	晴	不良	14:45	サラ系B9組		2008-5-29	4	笠松	3			8	190	1	8	100	1	7	190	4	5.0	240	7.0				7-8	650	2				8=>7	980	2	5-7-8	1280	4	8=>7=>5	4690	13		4,7,8,6,(2,5),(1,3)	4,(7,8),5,6,(1,3),2	8,(4,7),(6,5),1,3,2		
200847052908	ダ	右	1600	晴	不良	15:20	サラ系C2組選抜		2008-5-29	4	笠松	3			9	130	1	9	110	1	2	120	3	4.0	120	2.0				2-9	250	1				9=>2	300	1	2-4-9	190	1	9=>2=>4	530	1		24936175	24936157	(2,9),4,6,1,7,3,5		
