	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200848010408	ダ	右	1600	晴	稍重	14:35	TFBーPKCS記念 		2008-1-4	21	名古屋	5			1	190	1	1	130	1	4	200	4	7.0	260.0	5.0	1-4	1070.0	4.0	1-4	1080	4	1=>4	1360.0	7.0	1=>4	1260	7	1-4-7	3370	12	1=>4=>7	9110	29		584263179.0	584612379.0	418632795.0		
200848010409	ダ	右	1600	晴	稍重	15:10	門松特別 		2008-1-4	21	名古屋	5			7	560	3	7	210	3	8	140	2	3.0	370.0	7.0				7-8	830	2				7=>8	2120	7	3-7-8	5090	14	7=>8=>3	28560	62		46382751.0	46837251.0	48732561.0		
200848010410	ダ	右	1800	晴	稍重	15:45	名古屋LJケンタウロ	G	2008-1-4	21	名古屋	5			2	2770	8	2	670	8	12	880	9	3.0	220.0	2.0	2-8	9380.0	23.0	2-12	61860	55	2=>8	18420.0	40.0	2=>12	154790	106	2-3-12	295530	160	2=>12=>3	928240	760		311612792110854.0	311126721091845.0	311122107641985.0		
200848010411	ダ	右	1600	晴	稍重	16:20	松竹梅特別 		2008-1-4	21	名古屋	5			4	240	1	4	230	3	7	170	2							4-7	470	2				4=>7	1010	5	4-6-7	290	1	4=>7=>6	1670	5		4671235.0	4672135.0	4671235.0		
200848011301	ダ	右	1400	晴	稍重	11:00	サラC38組		2008-1-13	22	名古屋	1			5	150	1	5	110	1	3	170	2	8.0	240.0	7.0	3-5	570.0	2.0	3-5	510	3	5=>3	440.0	2.0	5=>3	670	2	3-5-8	1730	8	5=>3=>8	3490	11		7583102496.0	5783210496.0	5837210496.0		
200848011302	ダ	右	1400	晴	稍重	11:30	サラC37組		2008-1-13	22	名古屋	1			10	1000	6	10	390	6	6	310	5	8.0	940.0	7.0	6-8	2180.0	13.0	6-10	2130	13	8=>6	2870.0	17.0	10=>6	5890	30	6-8-10	89000	80	10=>6=>8	512470	437		51072491683.0	51079842613.0	57109842631.0		
200848011303	ダ	右	1400	晴	稍重	12:00	サラC36組		2008-1-13	22	名古屋	1			5	280	2	5	140	2	10	430	6	8.0	350.0	4.0	5-8	2500.0	8.0	5-10	4120	9	5=>8	3340.0	10.0	5=>10	6500	15	5-8-10	11350	30	5=>10=>8	38520	82		51069872143.0	51068972134.0	51089263714.0		
200848011304	ダ	右	800	晴	稍重	12:30	サラC35組		2008-1-13	22	名古屋	1			5	650	4	5	150	3	6	140	2	2.0	110.0	1.0	5-6	1200.0	5.0	5-6	1420	5	5=>6	2250.0	9.0	5=>6	2440	9	2-5-6	420	1	5=>6=>2	5890	21				52768109143.0		
200848011305	ダ	右	1400	晴	稍重	13:00	サラC34組		2008-1-13	22	名古屋	1			6	1590	3	6	110	2	5	100	1	7.0	200.0	4.0	5-6	740.0	3.0	5-6	730	2	6=>5	3780.0	11.0	6=>5	3780	11	5-6-7	580	1	6=>5=>7	8840	31		56473892101.0	56748239101.0	56728491031.0		
200848011306	ダ	右	1300	晴	稍重	13:35	サラC33組		2008-1-13	22	名古屋	1			10	1310	4	10	720	5	6	370	3	9.0	860.0	8.0	6-8	2110.0	9.0	6-10	3000	10	8=>6	7390.0	21.0	10=>6	9600	23	6-9-10	23980	47	10=>6=>9	308160	278		36891107425.0	36891014725.0	36891041725.0		
200848011307	ダ	右	1400	晴	稍重	14:10	大将生誕&嫁取り記念		2008-1-13	22	名古屋	1			10	120	1	10	100	1	3	330	7	9.0	150.0	3.0	3-8	2850.0	8.0	3-10	2760	9	8=>3	5340.0	13.0	10=>3	3660	12	3-9-10	4190	13	10=>3=>9	18960	58		91062138574.0	91062138574.0	91062318574.0		
200848011308	ダ	右	1400	晴	稍重	14:45	サラC31組		2008-1-13	22	名古屋	1			7	990	5	7	200	4	8	210	5	4.0	160.0	3.0	7-7	1540.0	8.0	7-8	1220	7	7=>7	1350.0	6.0	7=>8	3200	20	4-7-8	1180	3	7=>8=>4	8740	33		58761043912.0	58710346912.0	85731046912.0		
200848011401	ダ	右	1300	晴	良	11:00	サラC30組		2008-1-14	22	名古屋	2			3	750	5	3	180	5	5	100	1	6.0	140.0	3.0	3-5	650.0	3.0	3-5	640	4	3=>5	1270.0	6.0	3=>5	1730	8	3-5-6	730	4	3=>5=>6	4290	20		34561089721.0	34569108721.0	35469810721.0		
200848011402	ダ	右	1400	晴	良	11:30	サラC29組		2008-1-14	22	名古屋	2			2	370	3	2	170	3	5	120	1	10.0	190.0	5.0	2-5	710.0	4.0	2-5	720	3	2=>5	2130.0	10.0	2=>5	1720	6	2-5-10	2080	6	2=>5=>10	9320	29		96108752134.0	96107582134.0	92106578314.0		
200848011403	ダ	右	1400	晴	良	12:00	サラC28組		2008-1-14	22	名古屋	2			10	200	1	10	120	1	4	180	4	9.0	270.0	6.0	4-8	500.0	2.0	4-10	470	2	8=>4	670.0	2.0	10=>4	660	2	4-9-10	2090	9	10=>4=>9	4250	16		1058294371.0	1054892371.0	1054893271.0		
200848011404	ダ	右	800	晴	良	12:30	サラC27組		2008-1-14	22	名古屋	2			5	180	1	5	110	1	7	120	2	2.0	120.0	3.0	5-7	420.0	1.0	5-7	360	1	5=>7	770.0	2.0	5=>7	670	2	2-5-7	510	1	5=>7=>2	1760	2				57291031486.0		
200848011405	ダ	右	1400	晴	良	13:00	サラC26組		2008-1-14	22	名古屋	2			9	210	2	9	130	2	2	160	3	10.0	230.0	4.0	2-8	1410.0	5.0	2-9	1920	6	8=>2	2330.0	8.0	9=>2	2540	9	2-9-10	2250	7	9=>2=>10	13110	28		49810321675.0	49108321576.0	49102835176.0		
200848011501	ダ	右	1400	晴	良	11:00	サラ3歳7組		2008-1-15	22	名古屋	3			2	2370	4	2	200	5	7	120	2	1.0	110.0	1.0				2-7	1310	4				2=>7	2990	11	1-2-7	1170	4	2=>7=>1	8410	23		37162485.0	37162485.0	17326485.0		
200848011502	ダ	右	1400	晴	良	11:30	サラ3歳6組		2008-1-15	22	名古屋	3			6	700	2	6	100	3	1	100	1	7.0	100.0	2.0	1-6	300.0	1.0	1-6	310	1	6=>1	820.0	3.0	6=>1	1130	4	1-6-7	540	2	6=>1=>7	3510	10		816392475.0	816352974.0	186352749.0		
200848011503	ダ	右	1400	晴	良	12:00	名古屋3歳牝馬		2008-1-15	22	名古屋	3	牝		2	460	4	2	190	4	4	150	3	8.0	510.0	6.0	2-4	1170.0	4.0	2-4	1040	6	2=>4	2290.0	11.0	2=>4	2100	11	2-4-8	4270	16	2=>4=>8	22440	68		25746813910.0	25487611093.0	28456179103.0		
200848011504	ダ	右	1300	晴	良	12:30	サラC23組		2008-1-15	22	名古屋	3			7	130	1	7	100	2	5	100	3	10.0	100.0	1.0	5-7	230.0	2.0	5-7	270	2	7=>5	210.0	1.0	7=>5	230	1	5-7-10	140	1	7=>5=>10	410	2		71059248613.0	71059428613.0	71059428613.0		
200848011505	ダ	右	1400	晴	良	13:00	サラC22組		2008-1-15	22	名古屋	3			8	110	1	8	100	1	1	620	8	2.0	130.0	2.0	1-7	2290.0	7.0	1-8	2250	7	7=>1	1710.0	7.0	8=>1	2520	9	1-2-8	3300	13	8=>1=>2	13110	31		18265743910.0	18265793410.0	18267953410.0		
200848011506	ダ	右	800	晴	良	13:35	サラC21組		2008-1-15	22	名古屋	3			6	200	2	6	120	2	2	120	1	3.0	500.0	6.0	2-6	130.0	1.0	2-6	130	1	6=>2	210.0	1.0	6=>2	250	1	2-3-6	1100	4	6=>2=>3	2030	6				36281751049.0		
200848011507	ダ	右	1400	晴	良	14:10	サラC20組		2008-1-15	22	名古屋	3			8	130	1	8	100	1	2	110	2	9.0	270.0	5.0	2-7	170.0	1.0	2-8	150	1	7=>2	210.0	1.0	8=>2	210	1	2-8-9	460	2	8=>2=>9	890	2		98104271563.0	98102475163.0	98247105613.0		
200848011508	ダ	右	1400	晴	良	14:45	サラC19組		2008-1-15	22	名古屋	3			5	280	2	5	100	2	10	100	1	9.0	150.0	4.0	5-8	210.0	1.0	5-10	220	1	5=>8	380.0	2.0	5=>10	520	2	5-9-10	270	1	5=>10=>9	1300	4		59108241736.0	59108412376.0	59108142367.0		
200848011509	ダ	右	1600	晴	良	15:20	サラB6組		2008-1-15	22	名古屋	3			1	120	1	1	100	1	8	110	2	2.0	230.0	6.0	1-8	160.0	1.0	1-8	260	1	1=>8	180.0	1.0	1=>8	240	1	1-2-8	1190	4	1=>8=>2	1790	7		156792384.0	156982374.0	186593274.0		
200848011601	ダ	右	1400	晴	良	11:00	サラ3歳4組		2008-1-16	22	名古屋	4			6	340	3	6	120	2	8	250	6	4.0	120.0	1.0				6-8	1140	4				6=>8	1500	9	4-6-8	650	2	6=>8=>4	4110	12		16854732.0	16854732.0	16874325.0		
200848011602	ダ	右	1400	晴	良	11:30	サラ3歳3組		2008-1-16	22	名古屋	4			3	370	2	3	120	1	5	180	4	8.0	500.0	5.0	3-5	1290.0	5.0	3-5	1210	4	3=>5	2650.0	8.0	3=>5	1700	7	3-5-8	2700	9	3=>5=>8	12250	44		453187296.0	453187296.0	538417296.0		
200848011603	ダ	右	1400	晴	良	12:00	露木幸彦・新刊出版記		2008-1-16	22	名古屋	4			9	100	1	9	100	1	5	350	5	4.0	430.0	6.0	5-8	1340.0	4.0	5-9	1530	5	8=>5	1360.0	5.0	9=>5	1620	5	4-5-9	5540	17	9=>5=>4	12450	32		92105684713.0	92108576341.0	92851037461.0		
200848011604	ダ	右	800	晴	良	12:35	サラC17組		2008-1-16	22	名古屋	4			9	150	1	9	110	1	1	120	2	2.0	720.0	8.0	1-8	1240.0	3.0	1-9	1670	4	8=>1	1320.0	4.0	9=>1	1890	6	1-2-9	18890	31	9=>1=>2	47480	85				91210834765.0		
200848011605	ダ	右	1400	晴	良	13:10	サラC16組		2008-1-16	22	名古屋	4			7	160	1	7	100	1	3	110	2	5.0	160.0	5.0	3-7	230.0	1.0	3-7	210	1	7=>3	280.0	1.0	7=>3	330	1	3-5-7	2040	6	7=>3=>5	4460	16		14710385926.0	14710395826.0	17410359826.0		
200848011606	ダ	右	1300	晴	良	13:45	サラC15組		2008-1-16	22	名古屋	4			2	180	1	2	100	1	3	100	2	5.0	150.0	4.0	2-3	240.0	1.0	2-3	240	1	2=>3	550.0	2.0	2=>3	520	2	2-3-5	410	1	2=>3=>5	1250	2		28397654101.0	28936574110.0	28936571410.0		
200848011607	ダ	右	1400	曇	良	14:20	名古屋チャレンジカッ 		2008-1-16	22	名古屋	4			4	250	1	4	130	4	10	110	2	5.0	100.0	1.0	4-8	490.0	2.0	4-10	540	3	4=>8	1110.0	6.0	4=>10	990	5	4-5-10	280	1	4=>10=>5	1810	6		10674815329.0	10674158329.0	10654178329.0		
200848011608	ダ	右	1600	曇	良	14:55	サラB7組		2008-1-16	22	名古屋	4			1	560	2	1	140	2	5	100	1	10.0	1,170	9.0	1-5	340.0	1.0	1-5	340	1	1=>5	930.0	4.0	1=>5	870	3	1-5-10	4800	16	1=>5=>10	30380	73		52469101837.0	52410619378.0	51210436978.0		
200848011609	ダ	右	1400	曇	良	15:30	名古屋チャレンジカッ 		2008-1-16	22	名古屋	4	(定量)		5	280	2	5	110	2	9	130	3	2.0	100	1.0	5-8	380.0	1.0	5-9	590	1	5=>8	750.0	1.0	5=>9	1020	2	2-5-9	840	2	5=>9=>2	3120	1		29101635847.0	29106513748.0	29510637418.0		
200848011610	ダ	右	1600	曇	良	16:25	デージー特別 		2008-1-16	22	名古屋	4			9	320	1	9	220	4	6	130	2	3.0	200	3.0	6-8	210.0	1.0	6-9	690	3	8=>6	430.0	1.0	9=>6	1110	4	3-6-9	1430	4	9=>6=>3	5800	17		671893425.0	671893425.0	693187452.0		
200848011701	ダ	右	1400	晴	良	11:00	サラC14組		2008-1-17	22	名古屋	5			7	150	1	7	110	2	8	100	1	9.0	590	7.0	7-7	240.0	1.0	7-8	210	1	7=>7	200.0	1.0	7=>8	320	1	7-8-9	1180	5	7=>8=>9	2760	8		10698713452.0	10697831452.0	76108931452.0		
200848011702	ダ	右	1400	晴	良	11:30	サラC13組		2008-1-17	22	名古屋	5			5	710	3	5	100	2	7	100	1	3.0	110	3.0	5-7	260.0	2.0	5-7	250	2	5=>7	960.0	5.0	5=>7	1310	5	3-5-7	210	1	5=>7=>3	2810	9		13784592106.0	13785942106.0	73851942106.0		
200848011703	ダ	右	800	晴	良	12:00	サラC12組		2008-1-17	22	名古屋	5			2	130	1	2	110	2	7	110	1	5.0	180	5.0	2-7	210.0	1.0	2-7	260	1	2=>7	200.0	1.0	2=>7	220	1	2-5-7	600	2	2=>7=>5	980	1				25739106418.0		
200848011704	ダ	右	1400	晴	良	12:30	サラC11組		2008-1-17	22	名古屋	5			4	120	1	4	100	1	7	250	6	2.0	100	2.0	4-7	370.0	2.0	4-7	370	2	4=>7	430.0	3.0	4=>7	430	2	2-4-7	320	1	4=>7=>2	730	2		78942103561.0	78942103156.0	74921081536.0		
200848011705	ダ	右	1300	晴	良	13:00	サラC10組		2008-1-17	22	名古屋	5			4	800	4	4	180	2	7	790	6	10.0	180	2.0	4-7	2330.0	7.0	4-7	5380	11	4=>7	5390.0	10.0	4=>7	10480	21	4-7-10	2180	7	4=>7=>10	29080	63		10895624731.0	10895426713.0	10984527361.0		
200848011706	ダ	右	1400	晴	良	13:35	サラC9組		2008-1-17	22	名古屋	5			4	780	3	4	150	2	7	160	3	2.0	170	4.0	4-7	1450.0	4.0	4-7	1720	5	4=>7	2940.0	9.0	4=>7	2480	7	2-4-7	3530	8	4=>7=>2	12890	34		24713591086.0	24731596108.0	24735196108.0		
200848011707	ダ	右	1600	晴	良	14:10	サラC8組		2008-1-17	22	名古屋	5			4	620	3	4	140	3	7	110	1	5.0	150	5.0	4-7	470.0	2.0	4-7	450	1	4=>7	1170.0	4.0	4=>7	1200	4	4-5-7	1000	3	4=>7=>5	5330	14		41057263189.0	41057623189.0	45710623819.0		
200848012701	ダ	右	1300	晴	良	11:00	サラC37組		2008-1-27	23	名古屋	1			2	220	1	2	100	1	1	150	3	5.0	1,690	10.0	1-2	410.0	2.0	1-2	510	2	2=>1	900.0	4.0	2=>1	910	3	1-2-5	13160	30	2=>1=>5	34730	84		29710136854.0	29710136584.0	29711056834.0		
200848012702	ダ	右	1400	晴	良	11:30	兼子ブー&奈美結婚記		2008-1-27	23	名古屋	1			1	170	1	1	150	2	3	220	4	2.0	670	7.0	1-3	930.0	6.0	1-3	1010	5	1=>3	1430.0	6.0	1=>3	1420	5	1-2-3	11920	33	1=>3=>2	27920	99		38196710245.0	38196271045.0	38196271045.0		
200848012703	ダ	右	1400	晴	良	12:00	サラC35組		2008-1-27	23	名古屋	1			1	430	2	1	160	3	7	230	4	5.0	160	2.0	1-7	1230.0	6.0	1-7	2120	8	1=>7	2760.0	11.0	1=>7	2770	12	1-5-7	3930	15	1=>7=>5	20990	68		12738495106.0	12738459610.0	17234596810.0		
200848012704	ダ	右	1400	晴	良	12:30	サラC34組		2008-1-27	23	名古屋	1			9	440	3	9	120	1	2	210	6	7.0	300	7.0	2-8	2090.0	10.0	2-9	2360	11	8=>2	3820.0	20.0	9=>2	4900	18	2-7-9	5020	19	9=>2=>7	34410	115		31942751068.0	31942710658.0	31927461058.0		
200848012705	ダ	右	800	晴	良	13:05	サラC33組		2008-1-27	23	名古屋	1			2	180	1	2	130	1	8	200	4	1.0	210	5.0	2-7	790.0	4.0	2-8	820	4	2=>7	1010.0	5.0	2=>8	1170	5	1-2-8	1530	5	2=>8=>1	5610	19				28169531074.0		
200848012706	ダ	右	1400	晴	良	13:40	サラC32組		2008-1-27	23	名古屋	1			7	1010	5	7	190	4	2	170	3	8.0	120	1.0	2-7	660.0	2.0	2-7	3150	17	7=>2	1560.0	6.0	7=>2	5420	23	2-7-8	2970	11	7=>2=>8	24890	86		10827694315.0	72108946351.0	72891043516.0		
200848012707	ダ	右	1400	晴	良	14:15	サラC31組		2008-1-27	23	名古屋	1			7	300	2	7	120	1	1	200	3	8.0	280	6.0	1-7	450.0	1.0	1-7	480	1	7=>1	690.0	2.0	7=>1	980	1	1-7-8	1620	7	7=>1=>8	5330	13		18743951062.0	18734956102.0	17854396102.0		
200848012801	ダ	右	1300	晴	良	11:00	サラC30組		2008-1-28	23	名古屋	2			6	130	1	6	100	1	9	140	3	1.0	100	2.0	6-8	280.0	2.0	6-9	440	2	6=>8	490.0	2.0	6=>9	610	3	1-6-9	170	1	6=>9=>1	810	3		156248793.0	156289473.0	165924873.0		
200848012802	ダ	右	1400	晴	良	11:30	サラC29組		2008-1-28	23	名古屋	2			1	110	1	1	100	2	6	100	1	8.0	430	8.0	1-6	180.0	1.0	1-6	210	1	1=>6	250.0	1.0	1=>6	250	1	1-6-8	4050	9	1=>6=>8	5090	16		19658734102.0	16985347102.0	16859437102.0		
200848012803	ダ	右	800	晴	良	12:00	サラC28組		2008-1-28	23	名古屋	2			2	100	1	2	100	1	4	130	2	8.0	140	3.0	2-4	970.0	5.0	2-4	570	1	2=>4	920.0	3.0	2=>4	660	1	2-4-8	880	1	2=>4=>8	2290	1				42857361109.0		
200848012804	ダ	右	1400	晴	良	12:30	サラC27組		2008-1-28	23	名古屋	2			5	2330	6	5	310	6	10	100	1	2.0	130	2.0	5-8	780.0	5.0	5-10	1500	5	5=>8	5070.0	11.0	5=>10	5780	20	2-5-10	1810	6	5=>10=>2	20480	61		81092613574.0	81092653714.0	81029536714.0		
200848012805	ダ	右	1400	晴	良	13:00	サラC26組		2008-1-28	23	名古屋	2			9	410	3	9	130	2	5	150	4	8.0	100	1.0	5-8	390.0	2.0	5-9	1030	5	8=>5	620.0	3.0	9=>5	1280	5	5-8-9	580	3	9=>5=>8	3360	12		96841527.0	96814527.0	98164527.0		
200848012806	ダ	右	1400	晴	良	13:30	サラC25組		2008-1-28	23	名古屋	2			2	210	1	2	100	1	8	110	2	6.0	200	5.0	2-7	150.0	1.0	2-8	160	1	2=>7	330.0	1.0	2=>8	290	1	2-6-8	490	2	2=>8=>6	1070	2		67829103451.0	67829103451.0	67829104351.0		
200848012807	ダ	右	1400	晴	良	14:00	サラC24組		2008-1-28	23	名古屋	2			5	350	2	5	100	1	7	110	2	4.0	150	5.0	5-7	220.0	1.0	5-7	240	1	5=>7	600.0	3.0	5=>7	760	3	4-5-7	720	3	5=>7=>4	3700	15		75469231810.0	75469123108.0	75416923108.0		
200848012808	ダ	右	1600	晴	良	14:30	コダヌキ2歳誕生日記		2008-1-28	23	名古屋	2			6	200	1	6	130	3	5	140	4	1.0	100	1.0				5-6	940	3				6=>5	1000	5	1-5-6	300	1	6=>5=>1	1520	5		56312874.0	56312874.0	56318274.0		
200848012809	ダ	右	1400	晴	良	15:00	サラB3組		2008-1-28	23	名古屋	2			8	450	2	8	140	3	1	130	2	6.0	400	7.0	1-8	140.0	1.0	1-8	190	1	8=>1	570.0	2.0	8=>1	630	2	1-6-8	2380	8	8=>1=>6	10750	29		714923865.0	714982356.0	817492536.0		
200848012810	ダ	右	1600	晴	良	15:30	プリムラ特別 		2008-1-28	23	名古屋	2			1	140	1	1	100	1	12	120	2	11.0	350	6.0	1-8	270.0	1.0	1-12	310	2	1=>8	300.0	1.0	1=>12	380	2	1-11-12	1860	7	1=>12=>11	2870	8		161221138910745.0	112611283910754.0	112118326951074.0		
200848012811	ダ	右	1600	曇	良	16:25	サラA4組		2008-1-28	23	名古屋	2			5	130	1	5	140	3	7	130	1	3.0	530	7.0				5-7	400	1				5=>7	940	4	3-5-7	3980	15	5=>7=>3	22180	65		56783142.0	56783142.0	75683142.0		
200848012901	ダ	右	1300	小雨	重	11:00	サラC23組		2008-1-29	23	名古屋	3			6	220	1	6	110	1	7	110	2	8.0	150	4.0	6-7	170.0	1.0	6-7	300	1	6=>7	340.0	1.0	6=>7	400	1	6-7-8	310	1	6=>7=>8	1090	1		78106532149.0	78106532149.0	78651023149.0		
200848012902	ダ	右	1400	小雨	重	11:30	サラC22組		2008-1-29	23	名古屋	3			4	160	1	4	100	2	5	100	1	6.0	350	6.0	4-5	180.0	1.0	4-5	170	1	4=>5	380.0	1.0	4=>5	260	1	4-5-6	930	4	4=>5=>6	1760	7		45610892731.0	45610892713.0	45681097213.0		
200848012903	ダ	右	800	小雨	重	12:00	サラC21組		2008-1-29	23	名古屋	3			8	140	1	8	100	2	3	100	1	5.0	100	3.0	3-7	270.0	1.0	3-8	240	1	7=>3	370.0	1.0	8=>3	300	1	3-5-8	260	1	8=>3=>5	670	1				83657191042.0		
