	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200748010302	ダ	右	1400	晴	稍重	11:15	サラ3歳3組		2007-1-3	19	名古屋	4			9	460	2	9	150	2	1	260	6	7.0	200.0	4.0	1-8	1150.0	5.0	1-9	1140	4	8=>1	1700.0	6.0	9=>1	1730	6.0	1-7-9	1250	3.0	9=>1=>7	5460	13.0		957613842.0	957168432.0	917684532.0		
200748010303	ダ	右	1400	晴	稍重	11:45	サラC11組		2007-1-3	19	名古屋	4			1	100	1	1	110	1	2	150	2							1-2	150	1				1=>2	170	1.0	1-2-4	450	2.0	1=>2=>4	660	2.0		1462735.0	1426735.0	1247635.0		
200748010304	ダ	右	1400	晴	稍重	12:15	サラC16組		2007-1-3	19	名古屋	4			5	190	1	5	100	1	1	150	4	2.0	100.0	2.0				1-5	460	3				5=>1	590	3.0	1-2-5	280	1.0	5=>1=>2	1030	3.0		17528346.0	51724386.0	51273468.0		
200748010305	ダ	右	800	晴	稍重	12:45	梅ちゃん結婚おめでと		2007-1-3	19	名古屋	4			7	160	1	7	100	1	5	100	2	9.0	130.0	3.0	5-7	140.0	1.0	5-7	140	1	7=>5	190.0	1.0	7=>5	180	1.0	5-7-9	500	2.0	7=>5=>9	920	4.0				579384162.0		
200748010306	ダ	右	1400	晴	稍重	13:15	サラC14組		2007-1-3	19	名古屋	4			5	280	2	5	100	2	4	130	4	9.0	100.0	1.0	4-5	850.0	4.0	4-5	820	4	5=>4	1040.0	5.0	5=>4	1240	5.0	4-5-9	260	1.0	5=>4=>9	1920	6.0		598421367.0	598421367.0	594863217.0		
200748010307	ダ	右	1400	晴	稍重	13:50	祝!平野暖誕生記念		2007-1-3	19	名古屋	4			10	300	1	10	130	3	7	120	1	4.0	470.0	6.0	7-8	220.0	1.0	7-10	350	1	8=>7	450.0	1.0	10=>7	570	1.0	4-7-10	3720	11.0	10=>7=>4	8660	30.0		71018356492.0	71018354692.0	71013845269.0		
200748010308	ダ	右	1600	晴	稍重	14:25	サラC10組		2007-1-3	19	名古屋	4			6	410	2	6	150	2	3	210	4	1.0	350.0	5.0				3-6	950	5				6=>3	2150	9.0	1-3-6	3010	10.0	6=>3=>1	10240	36.0		24835617.0	24863517.0	86214357.0		
200748010309	ダ	右	1400	晴	良	15:00	サラ系B9組		2007-1-3	19	名古屋	4			9	1250	4	9	390	6	4	150	2	7.0	250.0	5.0	4-8	1660.0	9.0	4-9	1690	7	8=>4	4930.0	15.0	9=>4	4760	14.0	4-7-9	5770	16.0	9=>4=>7	41410	96.0		975163428.0	975461238.0	947512638.0		
200748010310	ダ	右	1600	晴	良	15:35	千両特別 		2007-1-3	19	名古屋	4			7	120	1	7	130	1	2	340	6	8.0	1,310	9.0	2-7	1480.0	6.0	2-7	1210	5	7=>2	2070.0	7.0	7=>2	1710	7.0	2-7-8	24810	46.0	7=>2=>8	82540	131.0		389712645.0	389761245.0	783629541.0		
200748010311	ダ	右	1900	晴	良	16:10	名古屋記念	G	2007-1-3	19	名古屋	4	(ハンデ)		2	380	3	2	110	3	3	100	1	1.0	110	2.0	2-3	410.0	2.0	2-3	380	2	2=>3	1080.0	5.0	2=>3	940	4.0	1-2-3	230	1.0	2=>3=>1	1510	4.0		31092468175.0	31029468715.0	32910418657.0		
200748010401	ダ	右	1400	晴	良	10:45	サラ系C7組		2007-1-4	19	名古屋	5			6	180	1	6	120	2	5	110	1							5-6	250	1				6=>5	350	1.0	2-5-6	370	2.0	6=>5=>2	1090	2.0		2356714.0	2563714.0	6253741.0		
200748010402	ダ	右	800	晴	良	11:15	サラC18組		2007-1-4	19	名古屋	5			6	310	2	6	120	2	7	100	1	2.0	180	5.0	6-7	120.0	1.0	6-7	130	1	6=>7	410.0	2.0	6=>7	350	2.0	2-6-7	550	3.0	6=>7=>2	1300	5.0				765294183.0		
200748010403	ダ	右	1400	晴	良	11:45	サラC17組		2007-1-4	19	名古屋	5			5	930	4	5	170	2	7	210	4	6.0	170	3.0	5-7	3640.0	8.0	5-7	3560	8	5=>7	4690.0	12.0	5=>7	9550	16.0	5-6-7	2800	7.0	5=>7=>6	29810	50.0		573946182.0	573694812.0	576324918.0		
200748010501	ダ	右	1400	晴	良	10:45	サラ3歳7組		2007-1-5	19	名古屋	6			7	150	1	7	100	1	8	100	2	1.0	170	4.0				7-8	130	1				7=>8	170	1.0	1-7-8	580	2.0	7=>8=>1	830	2.0		85731642.0	87513642.0	87513462.0		
200748010502	ダ	右	1600	晴	良	11:15	サラB15組		2007-1-5	19	名古屋	6			7	140	1	7	100	1	4	140	2							4-7	160	1				7=>4	200	1.0	1-4-7	330	1.0	7=>4=>1	590	1.0		6317452.0	6374125.0	4671325.0		
200748010503	ダ	右	1400	晴	良	11:45	サラ3歳5組		2007-1-5	19	名古屋	6			4	340	2	4	100	1	1	100	2	2.0	100	3.0	1-4	490.0	3.0	1-4	500	3	4=>1	1300.0	7.0	4=>1	900	5.0	1-2-4	270	1.0	4=>1=>2	1580	6.0		241789653.0	241786935.0	241786395.0		
200748010504	ダ	右	1400	晴	良	12:20	サラ系C5組		2007-1-5	19	名古屋	6			6	110	1	6	110	1	4	1,040	9	1.0	170	4.0	4-6	3280.0	8.0	4-6	4300	8	6=>4	3160.0	9.0	6=>4	3710	10.0	1-4-6	9470	19.0	6=>4=>1	46590	65.0		36845179210.0	36845179102.0	36845171092.0		
200748010505	ダ	右	800	晴	良	12:55	竹之内永輝牌		2007-1-5	19	名古屋	6			5	150	1	5	110	1	8	120	2	4.0	1,060	9.0	5-7	140.0	1.0	5-8	150	1	5=>7	310.0	1.0	5=>8	280	1.0	4-5-8	11270	20.0	5=>8=>4	18590	42.0				59108436217.0		
200748011401	ダ	右	800	晴	良	11:00	サラC34組		2007-1-14	20	名古屋	1			2	120	1	2	100	1	4	180	3	5.0	250	6.0	2-4	1020.0	4.0	2-4	650	4	2=>4	980.0	5.0	2=>4	840	4.0	2-4-5	5240	17.0	2=>4=>5	8430	28.0				24510938716.0		
200748011402	ダ	右	1400	晴	良	11:25	サラC33組		2007-1-14	20	名古屋	1			9	1510	6	9	140	3	5	100	1	4.0	170	5.0	5-8	200.0	1.0	5-9	640	4	8=>5	680.0	3.0	9=>5	2790	8.0	4-5-9	1490	7.0	9=>5=>4	14090	37.0		95210418736.0	95102148673.0	95110473862.0		
200748011403	ダ	右	1400	晴	良	11:55	サラC32組		2007-1-14	20	名古屋	1			8	100	1	8	100	1	7	180	3	10.0	890	8.0	7-7	490.0	2.0	7-8	460	2	7=>7	500.0	3.0	8=>7	560	3.0	7-8-10	4710	13.0	8=>7=>10	6500	24.0		51078193462.0	51078139462.0	81057139246.0		
200748011501	ダ	右	1300	晴	良	11:00	サラC27組		2007-1-15	20	名古屋	2			3	730	3	3	160	3	2	100	1	7.0	280	6.0				2-3	490	2				3=>2	1630	6.0	2-3-7	1350	5.0	3=>2=>7	5530	21.0		27814563.0	27834156.0	27384516.0		
200748011502	ダ	右	1400	晴	良	11:30	サラC26組		2007-1-15	20	名古屋	2			5	120	1	5	110	1	8	150	3	7.0	360	6.0				5-8	250	1				5=>8	320	1.0	5-7-8	620	2.0	5=>8=>7	1170	1.0		15687423.0	51687243.0	58671234.0		
200748011503	ダ	右	800	晴	良	12:00	サラC25組		2007-1-15	20	名古屋	2			4	160	1	4	100	1	6	110	2	2.0	210	5.0	4-6	390.0	2.0	4-6	400	1	4=>6	510.0	2.0	4=>6	450	1.0	2-4-6	440	1.0	4=>6=>2	1170	1.0				648293175.0		
200748011504	ダ	右	1400	晴	良	12:30	サラC24組		2007-1-15	20	名古屋	2			6	240	2	6	100	2	5	100	3	1.0	100	1.0	5-6	470.0	3.0	5-6	320	3	6=>5	560.0	5.0	6=>5	560	3.0	1-5-6	100	1.0	6=>5=>1	780	5.0		45612937.0	45612937.0	45612937.0		
200748011505	ダ	右	1400	晴	良	13:00	サラC23組		2007-1-15	20	名古屋	2			4	600	2	4	100	2	9	100	1	5.0	100	3.0	4-8	420.0	3.0	4-9	450	3	4=>8	1730.0	8.0	4=>9	1280	6.0	4-5-9	670	3.0	4=>9=>5	6360	23.0		45761391082.0	45719368102.0	45793168102.0		
200748011506	ダ	右	1600	晴	良	13:30	サラ系B9組		2007-1-15	20	名古屋	2			7	630	2	7	230	2	3	340	4							3-7	2040	9				7=>3	3270	14.0	3-4-7	900	4.0	7=>3=>4	9220	34.0		1237456.0	1327456.0	1327546.0		
200748011507	ダ	右	1400	晴	良	14:00	角田先生日本新記録お		2007-1-15	20	名古屋	2			3	120	1	3	120	1	1	420	5	10.0	1,070	9.0	1-3	2800.0	6.0	1-3	2880	7	3=>1	5120.0	8.0	3=>1	2940	6.0	1-3-10	21700	35.0	3=>1=>10	53140	82.0		13892107564.0	13982105764.0	31928105764.0		
200748011508	ダ	右	1600	晴	良	14:35	サラB4組		2007-1-15	20	名古屋	2			7	120	1	7	110	1	6	180	4	10.0	170	3.0	6-7	760.0	4.0	6-7	610	3	7=>6	970.0	4.0	7=>6	840	4.0	6-7-10	1300	5.0	7=>6=>10	3650	14.0		54631029178.0	54631071298.0	67453101298.0		
200748011509	ダ	右	1400	晴	良	15:10	万両特別 		2007-1-15	20	名古屋	2			7	800	3	7	110	2	4	100	1	6.0	150	4.0				4-7	440	2				7=>4	1430	5.0	4-6-7	1170	4.0	7=>4=>6	5950	20.0		76435812.0	76435812.0	74635812.0		
200748011601	ダ	右	1400	晴	良	11:00	サラC22組		2007-1-16	20	名古屋	3			7	110	1	7	100	1	2	120	2	10.0	250	4.0	2-7	160.0	1.0	2-7	150	1	7=>2	140.0	1.0	7=>2	160	1.0	2-7-10	720	3.0	7=>2=>10	820	3.0		73291016485.0	73291054618.0	72931046518.0		
200748011602	ダ	右	1300	晴	良	11:30	サラC21組		2007-1-16	20	名古屋	3			5	110	1	5	100	1	9	370	6	3.0	120	2.0	5-8	620.0	3.0	5-9	990	4	5=>8	950.0	5.0	5=>9	1090	5.0	3-5-9	1610	7.0	5=>9=>3	4050	13.0		65938110472.0	65931810427.0	65391108427.0		
200748011603	ダ	右	1400	晴	良	12:00	サラC20組		2007-1-16	20	名古屋	3			2	220	2	2	140	3	9	130	1	7.0	690	7.0	2-8	110.0	1.0	2-9	150	1	2=>8	250.0	1.0	2=>9	280	2.0	2-7-9	500	3.0	2=>9=>7	1210	5.0		296835741.0	296835741.0	296837541.0		
200748011604	ダ	右	1400	晴	良	12:30	サラC19組		2007-1-16	20	名古屋	3			2	100	1	2	100	1	7	210	5	10.0	110	2.0	2-7	1150.0	4.0	2-7	1010	4	2=>7	1130.0	5.0	2=>7	1450	5.0	2-7-10	600	3.0	2=>7=>10	3700	11.0		10759861423.0	10795218463.0	10725914836.0		
200748011605	ダ	右	800	晴	良	13:05	倉地学今年こそめざせ		2007-1-16	20	名古屋	3			3	190	1	3	130	1	10	210	4	4.0	560	9.0	3-8	360.0	1.0	3-10	1030	4	3=>8	250.0	1.0	3=>10	660	2.0	3-4-10	6140	21.0	3=>10=>4	18960	57.0				31085642971.0		
200748011606	ダ	右	1400	晴	良	13:40	サラ3歳3組		2007-1-16	20	名古屋	3			3	480	3	3	240	5	1	270	7	5.0	140	1.0	1-3	6380.0	19.0	1-3	12750	20	3=>1	18940.0	35.0	3=>1	35060	43.0	1-3-5	15980	31.0	3=>1=>5	189110	212.0		579421368.0	579412368.0	359124876.0		
200748011607	ダ	右	1400	曇	良	14:15	名古屋チャレンジカッ 		2007-1-16	20	名古屋	3			7	180	1	7	120	1	3	130	2	1.0	130	3.0	3-7	180.0	1.0	3-7	170	1	7=>3	320.0	1.0	7=>3	270	1.0	1-3-7	450	2.0	7=>3=>1	1070	2.0		13572410896.0	13724598106.0	13742685910.0		
200748011701	ダ	右	1400	小雨	稍重	11:00	サラ3歳6組		2007-1-17	20	名古屋	4			8	170	1	8	100	1	10	120	3	2.0	110	2.0	7-8	150.0	1.0	8-10	500	1	7=>8	750.0	2.0	8=>10	900	2.0	2-8-10	710	1.0	8=>10=>2	2210	1.0		10897562431.0	10897526341.0	10897263154.0		
200748011702	ダ	右	1400	曇	稍重	11:25	サラ3歳5組		2007-1-17	20	名古屋	4			8	420	2	8	130	2	5	130	3	6.0	110	1.0	5-7	1140.0	4.0	5-8	1430	5	7=>5	2930.0	11.0	8=>5	1740	6.0	5-6-8	660	1.0	8=>5=>6	6360	17.0		56834107219.0	56847310219.0	56847311029.0		
200748011704	ダ	右	800	晴	稍重	12:20	サラC17組		2007-1-17	20	名古屋	4			4	150	1	4	100	1	6	130	4	1.0	110	2.0	4-6	330.0	2.0	4-6	370	2	4=>6	550.0	2.0	4=>6	450	2.0	1-4-6	430	3.0	4=>6=>1	1270	5.0				4631105789.0		
200748011705	ダ	右	1400	晴	稍重	12:50	サラC16組		2007-1-17	20	名古屋	4			5	170	1	5	100	3	8	100	2	3.0	100	1.0	5-7	260.0	2.0	5-8	330	2	5=>7	490.0	3.0	5=>8	450	2.0	3-5-8	120	1.0	5=>8=>3	660	3.0		58419732106.0	58349176102.0	58349711062.0		
200748011706	ダ	右	1300	曇	稍重	13:20	サラC15組		2007-1-17	20	名古屋	4			3	120	1	3	100	1	2	100	2	9.0	140	3.0	2-3	170.0	1.0	2-3	170	1	3=>2	220.0	1.0	3=>2	210	1.0	2-3-9	290	1.0	3=>2=>9	650	1.0		39101278564.0	39110274586.0	39210174568.0		
200748011707	ダ	右	1400	曇	稍重	13:50	サラC14組		2007-1-17	20	名古屋	4			3	130	1	3	100	1	1	110	2	7.0	120	3.0	1-3	140.0	1.0	1-3	160	1	3=>1	200.0	1.0	3=>1	200	1.0	1-3-7	130	1.0	3=>1=>7	240	1.0		12510398476.0	12531087496.0	12735810694.0		
200748011708	ダ	右	1400	曇	稍重	14:20	サラC13組		2007-1-17	20	名古屋	4			7	170	1	7	110	2	6	100	1	9.0	230	6.0	6-7	120.0	1.0	6-7	110	1	7=>6	220.0	1.0	7=>6	190	1.0	6-7-9	490	2.0	7=>6=>9	1080	4.0		7910632845.0	7910632845.0	6791032845.0		
200748011709	ダ	右	1400	曇	稍重	14:50	サラB11組		2007-1-17	20	名古屋	4			6	410	3	6	120	2	4	200	5	7.0	100	1.0	4-6	2350.0	10.0	4-6	1980	11	6=>4	3400.0	12.0	6=>4	2920	12.0	4-6-7	1030	3.0	6=>4=>7	9470	32.0		379652418.0	376954281.0	673942581.0		
200748011710	ダ	右	1600	曇	稍重	15:20	ガーネットオープン 		2007-1-17	20	名古屋	4			6	570	2	6	200	2	2	300	3							2-6	1820	5				6=>2	3270	7.0	1-2-6	190	1.0	6=>2=>1	6460	15.0		246135.0	246135.0	264135.0		
200748011801	ダ	右	1300	曇	稍重	11:00	サラC12組		2007-1-18	20	名古屋	5			9	160	1	9	100	1	1	130	3	3.0	100	2.0	1-8	910.0	2.0	1-9	820	2	8=>1	890.0	3.0	9=>1	920	3.0	1-3-9	210	1.0	9=>1=>3	1150	4.0		193825764.0	193827564.0	913875264.0		
200748011802	ダ	右	1400	曇	稍重	11:30	サラC11組		2007-1-18	20	名古屋	5			7	150	1	7	100	1	1	120	2	4.0	310	7.0	1-7	140.0	1.0	1-7	150	1	7=>1	220.0	1.0	7=>1	180	1.0	1-4-7	920	4.0	7=>1=>4	1760	7.0		167294583.0	176249583.0	716428593.0		
200748011803	ダ	右	1400	曇	稍重	12:00	サラ系C10組		2007-1-18	20	名古屋	5			5	120	1	5	110	1	1	270	4	3.0	480	6.0	1-5	1680.0	4.0	1-5	970	3	5=>1	1470.0	5.0	5=>1	1350	5.0	1-3-5	14330	26.0	5=>1=>3	24840	48.0		11089573642.0	11085397462.0	11058394762.0		
200748011804	ダ	右	1400	曇	稍重	12:30	サラ系C9組		2007-1-18	20	名古屋	5			5	150	1	5	110	1	8	290	4							5-8	450	2				5=>8	620	3.0	3-5-8	850	3.0	5=>8=>3	1670	6.0		2385714.0	2385714.0	3825714.0		
200748011805	ダ	右	1400	曇	稍重	13:00	サラ系C7組		2007-1-18	20	名古屋	5			2	1340	6	2	660	7	1	140	2	4.0	870	8.0	1-2	4370.0	13.0	1-2	5020	19	2=>1	9110.0	27.0	2=>1	9620	35.0	1-2-4	17920	50.0	2=>1=>4	101360	221.0		12357481096.0	12357410896.0	12347510986.0		
200748011806	ダ	右	800	曇	稍重	13:30	サラ系C6組		2007-1-18	20	名古屋	5			9	110	1	9	100	1	7	210	5	3.0	160	3.0	7-8	430.0	2.0	7-9	700	4	8=>7	380.0	2.0	9=>7	950	5.0	3-7-9	3120	14.0	9=>7=>3	5430	22.0				97103654812.0		
200748011807	ダ	右	1600	曇	稍重	14:00	サラB12組		2007-1-18	20	名古屋	5			4	390	2	4	130	1	8	130	1	2.0	580	7.0	4-7	190.0	1.0	4-8	300	1	4=>7	640.0	3.0	4=>8	820	3.0	2-4-8	3780	12.0	4=>8=>2	17340	55.0		46817910523.0	46817925103.0	48621795103.0		
200748011808	ダ	右	1600	曇	稍重	14:35	サラ系C8組		2007-1-18	20	名古屋	5			8	300	2	8	110	2	3	100	1	5.0	160	4.0	3-8	140.0	1.0	3-8	150	1	8=>3	540.0	2.0	8=>3	730	3.0	3-5-8	230	1.0	8=>3=>5	1780	4.0		378546129.0	378564291.0	3,8,7,(4,6,5),2,9,1		
200748011901	ダ	右	800	晴	良	11:00	サラ3歳8組		2007-1-19	20	名古屋	6			9	320	2	9	210	3	6	610	7	2.0	350	4.0	6-8	6880.0	17.0	6-9	19130	25	8=>6	23250.0	32.0	9=>6	9240	24.0	2-6-9	23400	38.0	9=>6=>2	314930	346.0				921564837.0		
200748011902	ダ	右	1400	晴	良	11:30	サラ3歳7組		2007-1-19	20	名古屋	6			8	720	3	8	120	2	5	100	1	2.0	290	5.0	5-7	660.0	2.0	5-8	630	2	7=>5	1360.0	5.0	8=>5	1440	5.0	2-5-8	1710	5.0	8=>5=>2	6750	18.0		27685101439.0	27865110349.0	85213671049.0		
200748011903	ダ	右	1400	晴	良	12:00	サラ系C5組		2007-1-19	20	名古屋	6			9	820	2	9	120	2	1	110	1	10.0	660	9.0	1-8	290.0	1.0	1-9	290	1	8=>1	870.0	4.0	9=>1	1260	5.0	1-9-10	2920	10.0	9=>1=>10	15380	45.0		41061983257.0	10461397582.0	61019387254.0		
200748011904	ダ	右	1400	晴	良	12:30	サラ系C4組		2007-1-19	20	名古屋	6			7	1230	6	7	280	6	10	140	1	6.0	220	5.0	7-8	900.0	5.0	7-10	2800	14	7=>8	3230.0	13.0	7=>10	7270	26.0	6-7-10	12090	35.0	7=>10=>6	80870	214.0		56791210438.0	5,6,7,(1,9,10),3,2,4,8	57691013428		
200748011905	ダ	右	1400	晴	良	13:00	サラ系C3組		2007-1-19	20	名古屋	6			2	140	1	2	100	1	4	160	4	7.0	110	2.0	2-4	1450.0	4.0	2-4	1250	4	2=>4	1680.0	4.0	2=>4	1730	4.0	2-4-7	510	2.0	2=>4=>7	3490	8.0		248137596.0	247813596	2,4,7,(1,3,8),5,6,9		
200748011906	ダ	右	1400	晴	良	13:30	サラ系C2組		2007-1-19	20	名古屋	6			1	150	1	1	100	1	4	110	3	2.0	110	2.0	1-4	700.0	2.0	1-4	630	2	1=>4	820.0	3.0	1=>4	1090	3.0	1-2-4	220	1.0	1=>4=>2	1260	4.0		14821095736.0	14821097536.0	18421097536.0		
200748011907	ダ	右	1300	晴	良	14:00	サラB14組		2007-1-19	20	名古屋	6			8	160	1	8	110	1	10	120	2	7.0	590	8.0	7-8	160.0	1.0	8-10	160	1	7=>8	280.0	1.0	8=>10	300	1.0	7-8-10	1560	5.0	8=>10=>7	4200	11.0		10781392645.0	10781394265.0	10873192456.0		
200748011908	ダ	右	1400	晴	良	14:35	郡上哲汰満一歳記念		2007-1-19	20	名古屋	6			1	200	1	1	140	1	7	1,650	10	5.0	190	4.0	1-7	1280.0	5.0	1-7	10320	22	1=>7	1290.0	4.0	1=>7	14060	28.0	1-5-7	40020	57.0	1=>7=>5	243990	295.0		23410195687.0	23419105687.0	23110574968.0		
200748011909	ダ	右	1600	晴	良	15:10	サラ系A4組		2007-1-19	20	名古屋	6			9	270	2	9	120	1	5	120	2	2.0	260	5.0	5-8	260.0	1.0	5-9	360	1	8=>5	350.0	1.0	9=>5	710	2.0	2-5-9	1950	7.0	9=>5=>2	3010	8.0		598347216.0	598734216.0	598743261.0		
200748011910	ダ	右	1600	晴	良	16:15	ナンテン特別 		2007-1-19	20	名古屋	6			2	730	3	2	130	3	5	100	1	6.0	100	2.0	2-5	680.0	2.0	2-5	670	2	2=>5	3050.0	7.0	2=>5	2720	8.0	2-5-6	280	1.0	2=>5=>6	5400	16.0		24157863910.0	24518769310.0	24586179103.0		
200748012801	ダ	右	800	晴	良	11:00	サラC34組		2007-1-28	21	名古屋	1			6	300	3	6	100	1	7	300	4	8.0	990	6.0	6-7	480.0	3.0	6-7	460	3	6=>7	680.0	3.0	6=>7	610	3.0	6-7-8	5610	14.0	6=>7=>8	14910	42.0				67891432.0		
200748012802	ダ	右	1400	晴	良	11:30	サラC33組		2007-1-28	21	名古屋	1			9	110	1	9	120	1	8	230	5	5.0	420	7.0	8-8	370.0	2.0	8-9	540	2	8=>8	380.0	1.0	9=>8	430	1.0	5-8-9	2700	12.0	9=>8=>5	4570	15.0		591823467.0	598123467.0	598123674.0		
200748012803	ダ	右	1400	晴	良	12:00	サラC32組		2007-1-28	21	名古屋	1			7	3100	5	7	130	3	2	210	5	6.0	120	1.0	2-7	5280.0	11.0	2-7	4440	11	7=>2	58500.0	31.0	7=>2	18120	25.0	2-6-7	2290	7.0	7=>2=>6	50450	76.0		67915328.0	67915238.0	67295138.0		
200748012804	ダ	右	1400	晴	良	12:30	サラC31組		2007-1-28	21	名古屋	1			6	2160	6	6	520	7	5	350	4	10.0	700	9.0	5-6	3250.0	12.0	5-6	2550	10	6=>5	7860.0	24.0	6=>5	10600	29.0	5-6-10	56380	67.0	6=>5=>10	182600	267.0		79104513628.0	79561043218.0	76591024138.0		
