	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200943031106	ダ	左	1600	晴	重	13:50	C2六　アイ		2009-3-11	12	船橋	3			6	780	5	6	210	4	5	160	2	5-6	1640	8	5-6	700	9	4-6	930	16	4-5	410	5	6=>5	3890	18	4-5-6	3670	17	6=>5=>4	27320	111	(5,6,9),4,(3,8),7,1,2	4,5,(3,6),9,8,7,1,2	4,5,(3,9),6,8,7,2,1	4,5,(3,9),(8,6,7),2,1	12.2 - 12.3 - 12.9 - 12.8 - 12.3 - 13.0 - 13.2 - 13.4	12.2 - 24.5 - 37.4 - 50.2 - 62.5 - 75.5 - 88.7 - 102.1 (37.4-39.6)	4.0	300	6.0	5-6	1820.0	9.0	6=>5	4070.0	18.0
200943031107	ダ	左	1600	晴	重	14:25	B3二		2009-3-11	12	船橋	3			5	280	1	5	110	1	1	110	2	1-5	440	1	1-5	170	1	5-8	300	4	1-8	380	9	5=>1	820	1	1-5-8	660	1	5=>1=>8	2240	1	4,(2,5),8,1,6,7,3	45281673	(4,5),8,(2,1),6,(3,7)	(5,8),4,1,2,6-7,3	12.6 - 12.4 - 13.0 - 12.7 - 12.4 - 12.5 - 12.6 - 12.9	12.6 - 25.0 - 38.0 - 50.7 - 63.1 - 75.6 - 88.2 - 101.1 (38.0-38.0)	8.0	160	4.0						
200943031108	ダ	左	1600	晴	重	15:00	三咲特別 		2009-3-11	12	船橋	3			3	130	1	3	100	1	4	120	2	3-4	180	1	3-4	130	1	2-3	330	4	2-4	640	8	3=>4	260	1	2-3-4	720	3	3=>4=>2	1410	3	5,3,8,(4,9),7,6,1,2,10	5,3,(4,8),9,7,1,6,2,10	5,3,(4,8),9,7,(6,2),1,10	(5,3),8,4,9,7,2,(1,6,10)	12.2 - 11.6 - 13.1 - 12.8 - 12.2 - 13.0 - 13.1 - 14.1	12.2 - 23.8 - 36.9 - 49.7 - 61.9 - 74.9 - 88.0 - 102.1 (36.9-40.2)	2.0	140	4.0	3-4	170.0	1.0	3=>4	250.0	1.0
200943031109	ダ	左	1600	晴	稍重	15:35	春音特別 		2009-3-11	12	船橋	3			6	150	1	6	110	1	3	480	8	3-6	1920	6	3-6	1,000	9	4-6	710	5	3-4	3,670	27	6=>3	2800	9	3-4-6	7350	23	6=>3=>4	23710	67	1,5,6,9,12,3,11,(10,7,13),2,4,8	1,5,6,(9,12),3,11,(10,7),13,4,2,8	1,5,6,(9,3,12),11,10,7,4,(2,13),8	(1,5,6),(3,12),9,11,7,10,4,13,2,8	12.1 - 11.4 - 12.7 - 12.6 - 12.4 - 12.8 - 13.1 - 13.6	12.1 - 23.5 - 36.2 - 48.8 - 61.2 - 74.0 - 87.1 - 100.7 (36.2-39.5)	4.0	380	7.0	3-5	2400.0	9.0	5=>3	3200.0	12.0
200943031110	ダ	左	2400	晴	稍重	16:15	ダイオライト記念	G2	2009-3-11	12	船橋	3	(定量)		13	110	1	13	100	1	2	120	2	2-13	300	1	2-13	150	1	7-13	160	2	2-7	370	6	13=>2	370	1	2-7-13	390	1	13=>2=>7	890	1	13,7,8,3,2,4,5,12,10,9,(11,14),6,1	13,(7,8,12),3,(2,4),5,(10,14),11,9,6,1	13,7,8,(3,2,12),4,5,10,11,14,9,6,1	13,7,12,2,3,8,(5,10),4,11,9,14,6,1	12.8 - 11.8 - 13.0 - 13.2 - 12.7 - 12.9 - 13.9 - 12.4 - 12.3 - 12.6 - 12.0 - 12.5	12.8 - 24.6 - 37.6 - 50.8 - 63.5 - 76.4 - 90.3 - 102.7 - 115.0 - 127.6 - 139.6 - 152.1 (37.6-37.1)	7.0	120	3.0	2-8	320.0	2.0	8=>2	380.0	2.0
200943031201	ダ	左	1500	晴	稍重	10:50	C3二　イ		2009-3-12	12	船橋	4			7	1550	5	7	1,160	6	4	220	2	4-7	1720	6	4-7	490	6	3-7	740	9	3-4	140	1	7=>4	7330	19	3-4-7	1530	5	7=>4=>3	18970	48	4731682	4,7,3,6,1,(2,8)	4736218	7,(4,3)-2,6-(1,8)	6.6 - 12.2 - 12.9 - 12.8 - 12.5 - 13.0 - 13.1 - 14.2	6.6 - 18.8 - 31.7 - 44.5 - 57.0 - 70.0 - 83.1 - 97.3 (31.7-40.3)									
200943031202	ダ	左	1200	晴	稍重	11:20	3歳ア　イ		2009-3-12	12	船橋	4	20万円以上70万円未満		1	230	1	1	130	2	2	120	1	1-2	380	1	1-2	130	1	1-11	960	14	2-11	830	10	1=>2	640	1	1-2-11	2600	7	1=>2=>11	7610	25		2,11,1,6,(3,4),7,5,8,10	2,1,11,3,6,4,(5,7,8)-10	2,1,11,3,4,6,7,8,5-10	12.6 - 11.5 - 11.6 - 12.3 - 13.0 - 13.4	12.6 - 24.1 - 35.7 - 48.0 - 61.0 - 74.4 (35.7-38.7)	11.0	380	7.0	1-2	370.0	1.0	1=>2	750.0	2.0
200943031203	ダ	左	1200	晴	稍重	11:50	4歳		2009-3-12	12	船橋	4	50.5万円未満		1	230	1	1	120	1	7	180	4	1-7	670	2	1-7	330	2	1-2	430	4	2-7	880	10	1=>7	1060	3	1-2-7	1580	4	1=>7=>2	6140	11		167342589.0	167324589.0	176324589.0	12.4 - 11.6 - 11.8 - 12.7 - 13.3 - 13.8	12.4 - 24.0 - 35.8 - 48.5 - 61.8 - 75.6 (35.8-39.8)	2.0	150	3.0	1-7	750.0	2.0	1=>7	1230.0	3.0
200943031204	ダ	左	1500	晴	稍重	12:20	3歳ア　イ		2009-3-12	12	船橋	4	20万円以上70万円未満		12	230	1	12	130	1	2	320	7	2-12	1560	8	2-12	550	8	5-12	350	4	2-5	900	11	12=>2	2350	11	2-5-12	2580	8	12=>2=>5	11190	36	12,(2,6),10,(1,11),5,4,3,9-7	12,(6,11),10,2,1,5,4,3,9-7	12,11,2,(1,6),5,10,(3,4),7,9	12,4,11,(2,6),1,5,(10,3),7,9	6.4 - 12.1 - 14.1 - 13.1 - 13.2 - 13.7 - 12.9 - 13.2	6.4 - 18.5 - 32.6 - 45.7 - 58.9 - 72.6 - 85.5 - 98.7 (32.6-39.8)	5.0	210	4.0	2-8	1950.0	9.0	8=>2	2440.0	13.0
200943031205	ダ	左	1500	晴	稍重	12:50	C3二　ア		2009-3-12	12	船橋	4			8	960	4	8	160	4	5	130	3	5-8	2260	7	5-8	300	5	4-8	290	4	4-5	150	1	8=>5	7100	15	4-5-8	630	2	8=>5=>4	12810	39	157843926	1,5,7,(4,8),3,9,2,6	1,5,7,4,8,(3,9),2,6	(1,5),7,(4,8),9,3,6,2	6.6 - 11.7 - 12.8 - 12.7 - 12.8 - 13.0 - 13.1 - 13.6	6.6 - 18.3 - 31.1 - 43.8 - 56.6 - 69.6 - 82.7 - 96.3 (31.1-39.7)	4.0	110	1.0	5-8	1080.0	5.0	8=>5	4250.0	13.0
200943031206	ダ	左	1200	晴	稍重	13:20	C2七　アイ		2009-3-12	12	船橋	4			8	300	1	8	120	2	10	110	1	8-10	620	2	8-10	200	2	4-8	180	1	4-10	260	4	8=>10	1160	3	4-8-10	600	1	8=>10=>4	3310	4		52810391467	5,2,8,4,10,9,3,(1,6),7	52841093617	12.6 - 11.8 - 11.8 - 12.5 - 12.8 - 13.3	12.6 - 24.4 - 36.2 - 48.7 - 61.5 - 74.8 (36.2-38.6)	4.0	120	3.0	7-8	490.0	1.0	7=>8	750.0	1.0
200943031207	ダ	左	1500	晴	稍重	13:55	C2七　アイ		2009-3-12	12	船橋	4			9	630	3	9	200	4	11	110	1	9-11	990	3	9-11	370	3	6-9	650	9	6-11	280	2	9=>11	2650	9	6-9-11	1880	5	9=>11=>6	14330	40	5,9,11,10,2,7,12,(4,6),1,8,3	591011271264183	5,9,10,11,2,7,6,4,(1,12),8,3	(5,9),(10,11),(2,6),4,7,1,12,8-3	6.7 - 11.9 - 12.6 - 12.4 - 12.6 - 13.1 - 13.1 - 13.3	6.7 - 18.6 - 31.2 - 43.6 - 56.2 - 69.3 - 82.4 - 95.7 (31.2-39.5)	6.0	170	3.0	7-8	310.0	1.0	7=>8	760.0	3.0
200943031208	ダ	左	1000	晴	稍重	14:30	C1　選抜馬		2009-3-12	12	船橋	4			4	2390	4	4	320	7	3	100	1	3-4	880	4	3-4	370	5	4-12	1,110	13	3-12	230	2	4=>3	4600	10	3-4-12	1090	2	4=>3=>12	19090	51			3,4,12,2,13,11,(1,9),6,10,5,8,7	3,4,12,13,2,1,(6,11),10,9,5,(7,8)	11.7 - 11.1 - 11.5 - 11.9 - 13.1	11.7 - 22.8 - 34.3 - 46.2 - 59.3 (34.3-36.5)	12.0	130	2.0	3-4	640.0	2.0	4=>3	3720.0	11.0
200943031209	ダ	左	1600	晴	良	15:05	ベストホイップ特別 		2009-3-12	12	船橋	4			2	140	1	2	110	1	5	140	2	2-5	810	2	2-5	370	3	2-10	220	1	5-10	580	8	2=>5	1050	3	2-5-10	1240	2	2=>5=>10	5030	6	2,8,10,1,5,9,3,12,(4,11),6,7,13	2,8,(1,10),5,9,3,12,4,11,6,7,13	2,(8,10),1,9,5,12,3,(4,7),11,6-13	2,10,8,9,5,12,(1,7),4,6,3,11-13	12.2 - 12.0 - 13.0 - 12.6 - 12.4 - 12.8 - 12.9 - 13.4	12.2 - 24.2 - 37.2 - 49.8 - 62.2 - 75.0 - 87.9 - 101.3 (37.2-39.1)	10.0	150	3.0	2-4	580.0	2.0	2=>4	920.0	3.0
200943031210	ダ	左	1600	晴	良	15:40	フレンドリーホイップ 		2009-3-12	12	船橋	4			2	130	1	2	100	1	6	100	2	2-6	270	1	2-6	140	1	2-5	200	2	5-6	370	5	2=>6	320	1	2-5-6	560	1	2=>6=>5	1150	1	6,7,2,10,1,5,3,11,(4,12),9,8	672101531141298	6,2,(1,3,7,10),5,11,9,4,12,8	6,2,5,(3,10),7,4,11,9,(1,8),12	12.2 - 11.9 - 12.8 - 12.7 - 12.6 - 12.4 - 12.6 - 13.2	12.2 - 24.1 - 36.9 - 49.6 - 62.2 - 74.6 - 87.2 - 100.4 (36.9-38.2)	5.0	140	3.0	2-5	160.0	1.0	2=>5	180.0	1.0
200943031301	ダ	左	1500	曇	良	10:50	3歳ア　イ		2009-3-13	12	船橋	5	20万円未満		5	140	1	5	100	1	7	120	2	5-7	180	1	5-7	110	1	3-5	180	2	3-7	250	4	5=>7	280	1	3-5-7	370	2	5=>7=>3	900	1	2351746	2351746	(2,3,5,7),1,4,6	5,7,3,(2,1),4,6	6.6 - 12.3 - 13.5 - 13.9 - 13.0 - 11.9 - 12.8 - 13.0	6.6 - 18.9 - 32.4 - 46.3 - 59.3 - 71.2 - 84.0 - 97.0 (32.4-37.7)									
200943031302	ダ	左	1500	曇	良	11:20	C3一　イ		2009-3-13	12	船橋	5			1	210	1	1	100	1	4	130	3	1-4	400	2	1-4	220	2	1-7	350	5	4-7	670	10	1=>4	600	2	1-4-7	1550	5	1=>4=>7	4350	12	12436758	1,2,4,3,5,(6,7),8	(1,2),4,(5,3),8,6,7	2,4,1,(5,3),8,7,6	6.4 - 12.3 - 12.4 - 12.7 - 12.4 - 12.5 - 13.7 - 14.5	6.4 - 18.7 - 31.1 - 43.8 - 56.2 - 68.7 - 82.4 - 96.9 (31.1-40.7)	7.0	210	4.0						
200943031303	ダ	左	1200	曇	良	11:50	3歳ア　イ		2009-3-13	12	船橋	5	20万円未満		9	110	1	9	120	1	6	180	4	6-9	470	2	6-9	250	3	9-10	210	1	6-10	500	7	9=>6	630	1	6-9-10	860	1	9=>6=>10	2340	3		(3,6),9,8,7,10,1,4,2,5,11	3,6,9,(7,8),4,(10,11),1,(2,5)	(3,6),9,4,(7,8,11),10,1,2,5	12.3 - 12.1 - 12.4 - 12.7 - 13.5 - 13.6	12.3 - 24.4 - 36.8 - 49.5 - 63.0 - 76.6 (36.8-39.8)	10.0	150	3.0	6-7	410.0	2.0	7=>6	610.0	2.0
200943031304	ダ	左	1200	曇	良	12:20	3歳　未出走		2009-3-13	12	船橋	5			10	790	5	10	190	3	4	240	4	4-10	2080	9	4-10	770	11	6-10	1,400	21	4-6	1,300	19	10=>4	5340	26	4-6-10	8900	35	10=>4=>6	56930	213		4,3,1,10,5,11,6,2,(7,8),9	(3,4),1,10,5,11,2,6,7,8,9	4310117162589	11.9 - 11.5 - 12.0 - 12.5 - 13.1 - 13.4	11.9 - 23.4 - 35.4 - 47.9 - 61.0 - 74.4 (35.4-39.0)	6.0	360	7.0	4-8	500.0	1.0	8=>4	1060.0	1.0
200943031305	ダ	左	1700	曇	良	12:50	C3　選抜馬・		2009-3-13	12	船橋	5	(別定)		2	430	3	2	220	5	1	120	1	1-2	790	2	1-2	340	3	2-4	790	13	1-4	530	7	2=>1	1950	6	1-2-4	2220	7	2=>1=>4	11280	29	45392718610	45392716810	4,5,9,3,2,(1,7),6,10,8	42913567108	6.9 - 11.9 - 13.0 - 13.3 - 13.1 - 12.7 - 12.9 - 13.7 - 13.9	6.9 - 18.8 - 31.8 - 45.1 - 58.2 - 70.9 - 83.8 - 97.5 - 111.4 (31.8-40.5)	4.0	160	3.0	1-2	820.0	3.0	2=>1	2010.0	9.0
200943031306	ダ	左	1500	曇	良	13:20	C3一　ア		2009-3-13	12	船橋	5			6	1210	5	6	160	5	9	130	2	6-9	2500	9	6-9	600	10	4-6	240	3	4-9	260	4	6=>9	6150	20	4-6-9	880	4	6=>9=>4	12390	40	8,2,4,5,(6,7),3,9,1	8,(2,4),5,7,6,(3,9),1	8,(2,4),5,7,3,9,(1,6)	845297631	6.7 - 11.8 - 12.7 - 12.6 - 12.3 - 12.8 - 13.4 - 13.8	6.7 - 18.5 - 31.2 - 43.8 - 56.1 - 68.9 - 82.3 - 96.1 (31.2-40.0)	4.0	100	1.0	6-8	840.0	4.0	6=>8	3330.0	12.0
200943031307	ダ	左	1200	曇	良	13:55	C2八　アイ		2009-3-13	12	船橋	5			7	480	3	7	130	2	11	140	3	7-11	1340	6	7-11	390	4	6-7	260	2	6-11	250	1	7=>11	2740	12	6-7-11	800	1	7=>11=>6	7520	18		3,7,4,10,5,11,(2,6),9,12,8,1	3,7,10,4,11,6,5,2,12,(1,9),8	371041162512198	12.1 - 11.6 - 11.5 - 12.0 - 13.4 - 13.9	12.1 - 23.7 - 35.2 - 47.2 - 60.6 - 74.5 (35.2-39.3)	6.0	110	1.0	6-8	1170.0	5.0	6=>8	1890.0	9.0
200943031308	ダ	左	1500	曇	良	14:30	C2八　アイ		2009-3-13	12	船橋	5			3	220	2	3	120	2	8	110	1	3-8	190	1	3-8	120	1	2-3	400	5	2-8	440	7	3=>8	420	2	2-3-8	860	3	3=>8=>2	2980	6	681235471112910	(6,8),3,12,5,4,7,1,2,11,9,10	8,6,3,12,4,(5,2),1,7,9,11,10	836124257191110	6.8 - 12.2 - 12.6 - 12.6 - 12.0 - 12.1 - 13.0 - 14.4	6.8 - 19.0 - 31.6 - 44.2 - 56.2 - 68.3 - 81.3 - 95.7 (31.6-39.5)	2.0	230	5.0	3-6	190.0	1.0	3=>6	500.0	2.0
200943031309	ダ	左	1500	曇	良	15:05	なのはな賞		2009-3-13	12	船橋	5			4	110	1	4	120	1	6	370	7	4-6	1670	7	4-6	670	8	4-9	820	10	6-9	7,440	34	4=>6	2690	8	4-6-9	12860	36	4=>6=>9	45390	111	94103576812	49310756812	4,(9,10),(3,7),(5,2),6,8,1	4,9,10,(5,7,2),6,3,(1,8)	6.5 - 12.1 - 12.8 - 13.3 - 12.3 - 12.5 - 13.2 - 13.4	6.5 - 18.6 - 31.4 - 44.7 - 57.0 - 69.5 - 82.7 - 96.1 (31.4-39.1)	9.0	440	8.0	4-6	1790.0	6.0	4=>6	3520.0	10.0
200943031310	ダ	左	1600	曇	良	15:40	草萌特別 		2009-3-13	12	船橋	5			6	200	1	6	100	1	14	330	5	6-14	1410	5	6-14	580	5	5-6	810	7	5-14	3,350	33	6=>14	2070	6	5-6-14	8350	30	6=>14=>5	22110	63	3,14,4,5,(1,12),(6,8,13),7,(2,11),10	3,14,4,5,1,12,8,(6,13),7,2,11,10	3,14,4,(1,6,5),12,(7,8),13,(2,11),10	14,(3,5),(6,4),1,(7,12),8,2,11,13,10	12.2 - 11.6 - 12.1 - 12.5 - 13.1 - 13.0 - 13.8 - 14.1	12.2 - 23.8 - 35.9 - 48.4 - 61.5 - 74.5 - 88.3 - 102.4 (35.9-40.9)	5.0	380	6.0	4-8	1150.0	5.0	4=>8	1290.0	5.0
200943031311	ダ	左	1600	曇	良	16:15	小金牧特別 		2009-3-13	12	船橋	5			6	200	1	6	100	1	5	230	6	5-6	1670	8	5-6	470	7	6-10	190	1	5-10	770	10	6=>5	3160	13	5-6-10	1730	6	6=>5=>10	11260	33	2,5,6,10,1,9,(3,11),7,8	256101911738	2,5,6,10,1,(11,7),9,3,8	(2,5),6,10,11,1,7,3,9,8	12.2 - 12.8 - 12.9 - 12.9 - 11.9 - 12.3 - 12.8 - 12.9	12.2 - 25.0 - 37.9 - 50.8 - 62.7 - 75.0 - 87.8 - 100.7 (37.9-38.0)	10.0	110	2.0	5-6	1310.0	5.0	6=>5	1950.0	7.0
200943031312	ダ	左	1600	曇	良	16:50	C1二		2009-3-13	12	船橋	5			2	120	1	2	100	1	4	110	2	2-4	380	2	2-4	190	1	1-2	260	3	1-4	610	9	2=>4	440	1	1-2-4	1120	4	2=>4=>1	2470	5	18937106542	18937106452	1,8,9,(3,7),10,4,6,2,5	1,(8,7,10),9,(3,4),2,6,5	12.5 - 12.0 - 12.5 - 12.8 - 12.6 - 12.5 - 13.8 - 13.9	12.5 - 24.5 - 37.0 - 49.8 - 62.4 - 74.9 - 88.7 - 102.6 (37.0-40.2)	1.0	150	3.0	2-4	430.0	2.0	2=>4	550.0	2.0
200943040101	ダ	左	1200	曇	稍重	11:00	3歳ア　イ		2009-4-1	1	船橋	1	113万円以上290万円未満		3	1360	4	3	370	7	4	150	3	3-4	2110	8	3-4	810	10	3-6	820	11	4-6	160	1	3=>4	8580	31	3-4-6	1350	4	3=>4=>6	20000	60		(3,4),(5,6,7,8),(9,10),1,(11,12),2	3,4,(6,7,8),(5,10),9,12,(1,2,11)	3,4,(6,8),7,5,10,(9,12),(2,11),1	12.1 - 11.3 - 11.5 - 12.7 - 13.1 - 13.9	12.1 - 23.4 - 34.9 - 47.6 - 60.7 - 74.6 (34.9-39.7)	6.0	110	1.0	3-4	2540.0	9.0	3=>4	7150.0	22.0
200943040102	ダ	左	1600	曇	稍重	11:30	3歳ア　イ		2009-4-1	1	船橋	1	113万円以上290万円未満		1	930	5	1	220	4	3	170	2	1-3	1620	7	1-3	500	5	1-12	1,520	19	3-12	580	6	1=>3	4910	19	1-3-12	5990	18	1=>3=>12	34400	93	2,5,(4,12),(8,6),7,9,(3,13),1,11-10	2,5,(4,12),6,(7,8),13,3,9,(1,11)-10	2,(5,13),12,6,(4,11),8,3,(7,1),(9,10)	21251336811141079	11.9 - 11.8 - 13.4 - 13.1 - 12.4 - 13.2 - 13.3 - 14.0	11.9 - 23.7 - 37.1 - 50.2 - 62.6 - 75.8 - 89.1 - 103.1 (37.1-40.5)	12.0	330	6.0	1-3	1310.0	6.0	1=>3	5260.0	23.0
200943040103	ダ	左	1500	曇	稍重	12:05	C3三　イ		2009-4-1	1	船橋	1			3	440	2	3	120	2	10	180	5	3-10	1800	8	3-10	460	7	3-9	150	1	9-10	460	8	3=>10	3060	13	3-9-10	860	3	3=>10=>9	8290	29	7,2,6,8,4,1,3,(5,9),10	76284391510	7,6,8,9,2,3,5,(4,10),1	76893521041	6.7 - 11.5 - 12.8 - 13.0 - 12.8 - 13.4 - 13.6 - 13.9	6.7 - 18.2 - 31.0 - 44.0 - 56.8 - 70.2 - 83.8 - 97.7 (31.0-40.9)	9.0	110	1.0	3-8	260.0	1.0	3=>8	690.0	2.0
200943040104	ダ	左	1500	曇	稍重	12:40	C3三　ア		2009-4-1	1	船橋	1			3	120	1	3	110	1	9	200	5	3-9	530	2	3-9	240	3	1-3	210	2	1-9	710	10	3=>9	600	2	1-3-9	830	1	3=>9=>1	2240	2	6,10,(1,8),(2,3,5),9,(4,7)	6,10,1,8,3,(2,5),9,(4,7)	10891536274	10,8,9,1,(3,5),2,6,7,4	6.8 - 12.5 - 13.6 - 13.5 - 12.4 - 13.2 - 12.9 - 13.0	6.8 - 19.3 - 32.9 - 46.4 - 58.8 - 72.0 - 84.9 - 97.9 (32.9-39.1)	1.0	150	2.0	3-8	260.0	1.0	3=>8	410.0	1.0
200943040105	ダ	左	1200	曇	稍重	13:15	C2三　アイ		2009-4-1	1	船橋	1			4	100	1	4	100	1	5	150	4	4-5	540	3	4-5	230	3	4-6	150	1	5-6	360	5	4=>5	670	3	4-5-6	450	2	4=>5=>6	1660	5		4,5,6,9,3,(1,2,8),7	4,5,6,9,(1,3),(8,7),2	4,5,6,9,7,(1,3),8,2	12.4 - 11.4 - 11.7 - 12.2 - 12.9 - 13.5	12.4 - 23.8 - 35.5 - 47.7 - 60.6 - 74.1 (35.5-38.6)	6.0	110	2.0	4-5	670.0	3.0	4=>5	740.0	3.0
200943040106	ダ	左	1200	曇	稍重	13:50	C2二　アイ		2009-4-1	1	船橋	1			6	140	1	6	110	1	8	160	3	6-8	640	3	6-8	310	3	6-7	810	11	7-8	1,360	16	6=>8	1080	4	6-7-8	5030	16	6=>8=>7	10020	36		8,(1,6,9),7,4,3,5,2	869173425	869713254	12.3 - 11.6 - 11.9 - 12.4 - 12.6 - 13.3	12.3 - 23.9 - 35.8 - 48.2 - 60.8 - 74.1 (35.8-38.3)	7.0	500	7.0	6-8	370.0	2.0	6=>8	510.0	1.0
200943040107	ダ	左	1600	曇	稍重	14:25	C2三　アイ		2009-4-1	1	船橋	1			4	410	3	4	200	4	10	230	5	4-10	1360	5	4-10	310	2	4-11	810	11	10-11	730	10	4=>10	2710	12	4-10-11	3490	13	4=>10=>11	15000	51	12,(1,11),3,7,4,9,(2,10),8,6,5	12,11,(3,1),4,(2,9,7),10,8,5-6	12,11,1,3,4,10,2,(9,7),8,5-6	11,1,12,3,4,10,7,2,9,5,8=6	12.2 - 11.7 - 13.0 - 12.7 - 12.6 - 12.9 - 13.7 - 13.7	12.2 - 23.9 - 36.9 - 49.6 - 62.2 - 75.1 - 88.8 - 102.5 (36.9-40.3)	11.0	200	3.0	4-7	1060.0	6.0	4=>7	2100.0	7.0
200943040108	ダ	左	1600	曇	稍重	15:00	C2二　アイ		2009-4-1	1	船橋	1			8	1920	6	8	380	5	10	250	4	8-10	8140	25	8-10	1,690	20	3-8	1,010	11	3-10	530	4	8=>10	21780	59	3-8-10	8010	26	8=>10=>3	88770	247	6,7,3,(2,4,9),8,11,1,10,12,5	6,7,3,(2,4,9),8,(1,10,11),12,5	6,7,3,(4,9),10,8,(1,12),2,11,5	6,(3,9),7,10,8,4,5,12,1,11,2	12.1 - 11.9 - 12.6 - 13.0 - 12.9 - 13.0 - 13.3 - 13.5	12.1 - 24.0 - 36.6 - 49.6 - 62.5 - 75.5 - 88.8 - 102.3 (36.6-39.8)	3.0	140	2.0	6-7	1530.0	6.0	6=>7	3670.0	16.0
200943040109	ダ	左	1600	曇	稍重	15:35	竹筍特別 		2009-4-1	1	船橋	1	290万円以上		2	250	1	2	130	1	10	280	6	2-10	1510	6	2-10	480	5	2-4	760	12	4-10	1,460	21	2=>10	2170	8	2-4-10	4480	17	2=>10=>4	18550	70	(4,1),2,10,(5,6),3,7,9,8	4,1,2,3,(5,10),6,7,9,8	4,1,2,(10,3),9,7,6,5,8	(4,2),1,(10,3),7,9,6,8,5	12.3 - 11.8 - 12.8 - 13.4 - 12.7 - 12.9 - 13.1 - 13.2	12.3 - 24.1 - 36.9 - 50.3 - 63.0 - 75.9 - 89.0 - 102.2 (36.9-39.2)	4.0	200	5.0	2-8	350.0	1.0	2=>8	710.0	1.0
200943040110	ダ	左	1600	曇	稍重	16:15	アンデルセン特別 		2009-4-1	1	船橋	1			4	260	2	4	110	1	9	220	3	4-9	760	3	4-9	360	3	4-6	690	7	6-9	1,210	11	4=>9	1290	3	4-6-9	3020	8	4=>9=>6	8270	25	7,8,(9,11),(1,6,4),5,3,10,2	7,8,9,1,(6,11),4,(3,5),10,2	7,(8,9),1,4,6,5,10,2,(3,11)	7,9,8,4,1,(6,5),10,(3,2),11	12.1 - 12.0 - 12.9 - 12.7 - 12.3 - 12.9 - 13.3 - 13.4	12.1 - 24.1 - 37.0 - 49.7 - 62.0 - 74.9 - 88.2 - 101.6 (37.0-39.6)	6.0	300	5.0	4-7	640.0	4.0	4=>7	1030.0	4.0
200943040201	ダ	左	1500	晴	不良	11:00	3歳ア　イ		2009-4-2	1	船橋	2	55万円以上113万円未満		4	540	2	4	220	3	12	230	4	4-12	950	4	4-12	430	4	4-10	770	14	10-12	500	7	4=>12	1730	6	4-10-12	3410	13	4=>12=>10	14970	51	(3,4),6,2,7,8,12,9,10,1,11,5	(3,4),(6,12),2,(8,7),9,10,(1,11),5	(3,4),12,(6,8,7),10,2,9,11,1-5	(3,4),12,(8,7),10,6,11,9,2,1-5	6.7 - 11.9 - 12.6 - 12.5 - 12.2 - 12.8 - 13.8 - 14.0	6.7 - 18.6 - 31.2 - 43.7 - 55.9 - 68.7 - 82.5 - 96.5 (31.2-40.6)	10.0	290	5.0	4-8	940.0	5.0	4=>8	1500.0	7.0
200943040202	ダ	左	1200	晴	不良	11:30	3歳ア　イ		2009-4-2	1	船橋	2	55万円以上113万円未満		8	860	4	8	200	3	7	130	2	7-8	940	4	7-8	320	3	8-11	1,360	17	7-11	630	6	8=>7	2700	10	7-8-11	3880	12	8=>7=>11	21350	65		(5,7,8),4,6,11,10,(3,2),(1,9)	(5,7,8),11,4,(6,10),3,9,1,2	(7,8),5,11,10,4,6,3,9,1,2	12.3 - 11.5 - 11.5 - 12.2 - 13.1 - 13.5	12.3 - 23.8 - 35.3 - 47.5 - 60.6 - 74.1 (35.3-38.8)	11.0	370	6.0	6-7	780.0	4.0	7=>6	2010.0	10.0
200943040203	ダ	左	1500	晴	不良	12:00	C3二　イ		2009-4-2	1	船橋	2			1	590	4	1	180	3	8	120	1	1-8	1110	4	1-8	370	4	1-9	1,650	23	8-9	680	8	1=>8	1400	2	1-8-9	2780	11	1=>8=>9	10950	31	1,3,6,8,4,9,5,(2,7)	1,3,(6,8),4,9,5,2,7	1,(3,8),5,4,9,6,7,2	1,8,(4,5),9,3,(6,2,7)	6.6 - 12.2 - 12.9 - 12.5 - 12.3 - 12.3 - 13.0 - 13.5	6.6 - 18.8 - 31.7 - 44.2 - 56.5 - 68.8 - 81.8 - 95.3 (31.7-38.8)	9.0	370	8.0	1-8	690.0	3.0	1=>8	1070.0	2.0
