	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200658060809	ダ	右	1700	雨	良	14:35	D1　ー2組		2006-6-8	3	札幌(地)	6	80万円以下	(規定)	5	180	1	5	100	1	1	110	2	1-5	410	2	5=>1	760	1.0	1-4-5	590	2.0	5=>1=>4	2380	5.0	2,9,(3,8),(1,5,6),7,4	2,9,(1,3,8),(5,6),(4,7)	(2,8),(1,9,5),6,(4,7),3	(2,8,5),1,(9,4),(3,7,6)			4.0	150	4.0	1-5	500.0	1.0
200658060810	ダ	右	1700	雨	良	15:10	新冠町軽種馬生産振興 		2006-6-8	3	札幌(地)	6	(別定)		12	790	6	12	290	2	1	310	4	1-12	2670	11	12=>1	5560	17.0	1-10-12	6190	22.0	12=>1=>10	37930	109.0	(4,8,10,11,13),(1,3,5),(6,9,12),(2,7)	(8,10),(4,11,13),1,3,(6,5),12,(2,9),7	(10,13),(8,12),1,5,(6,4),(3,11),2,(7,9)	(10,13,12),1,(8,5),(6,3,11),(7,4,9),2			10.0	330	5.0	1-8	900.0	5.0
200658060811	ダ	右	1000	雨	良	15:45	フサイチコンコルド賞 		2006-6-8	3	札幌(地)	6	(規定)		8	380	2	8	230	3	9	350	5	8-9	3820	22	8=>9	4180	27.0	2-8-9	12910	40.0	8=>9=>2	48690	181.0			8,9,1,7,(3,6),4,2	8,9,(3,1,7),6,2,4			2.0	430	7.0	7-8	480.0	3.0
200658061301	ダ	右	1000	晴	良	11:00	2歳　未勝利		2006-6-13	4	札幌(地)	1	(規定)		4	260	1	4	190	3	1	240	4	1-4	500	2	4=>1	810	2.0	1-4-6	670	3.0	4=>1=>6	2390	4.0			(1,4),6,(2,7),5,3	(1,4),6,(2,5),7,3								
200658061302	ダ	右	1600	晴	良	11:30	D3　ー3組		2006-6-13	4	札幌(地)	1	40万円以下	(規定)	7	130	1	7	100	1	3	210	4	3-7	390	3	7=>3	420	3.0	2-3-7	720	3.0	7=>3=>2	1650	6.0	(2,3,7),1,(5,6)	(2,3,7),1,(5,6)	(2,3,7),(5,6),1	(2,3,7),(5,6),1								
200658061303	ダ	右	1000	晴	良	12:00	3歳　条件		2006-6-13	4	札幌(地)	1	(規定)		10	350	2	10	100	1	3	100	2	3-10	550	3	10=>3	710	4.0	3-8-10	940	3.0	10=>3=>8	3110	10.0			(3,5),(6,7,8,10),2,(4,9),1	3,10,(5,8),7,6,(2,4,9,1)			8.0	230	4.0	3-8	590.0	3.0
200658061304	ダ	右	1000	晴	良	12:35	D3　ー2組		2006-6-13	4	札幌(地)	1	40万円以下	(規定)	5	370	2	5	100	1	7	110	2	5-7	220	1	5=>7	540	2.0	5-6-7	350	2.0	5=>7=>6	1220	3.0			(5,6,7),4,2,8,(1,3)	(5,6,7),4,2,(1,8),3			6.0	150	4.0			
200658061305	ダ	右	1700	晴	良	13:10	D3　ー2組		2006-6-13	4	札幌(地)	1	40万円以下	(規定)	5	520	2	5	200	4	2	120	1	2-5	2420	11	5=>2	6410	25.0	2-3-5	12150	34.0	5=>2=>3	42670	130.0	(2,5),4,(1,3,8),7,6	2,5,4,(3,8),(1,7),6	2,5,(3,4,8),1,7,6	(2,5),(3,4,8),(1,7,6)			3.0	310	6.0			
200658061306	ダ	右	1000	晴	良	13:45	ルーキーチャレンジ競		2006-6-13	4	札幌(地)	1	(規定)		6	2240	6	6	470	7	9	570	8	6-9	4570	28	6=>9	12260	56.0	1-6-9	7770	34.0	6=>9=>1	59140	214.0			(1,5,11,12),6,(9,8),10,7,(2,3)	1,(5,11,12),6,(9,8),10,(7,2),3			1.0	280	4.0	5-7	1010.0	7.0
200658061307	ダ	右	1000	晴	良	14:20	D3　ー1組		2006-6-13	4	札幌(地)	1	40万円以下	(規定)	7	640	2	7	160	3	4	290	5	4-7	3170	10	7=>4	8540	19.0	2-4-7	24340	42.0	7=>4=>2	70210	148.0			(3,5),(1,8),(2,6),4,7	(3,5),(1,8),(2,6),4,7			2.0	540	7.0			
200658061308	ダ	右	1000	晴	良	14:55	D2　ー2組		2006-6-13	4	札幌(地)	1	60万円以下	(規定)	2	2550	7	2	270	5	4	140	3	2-4	2230	7	2=>4	10740	25.0	2-4-5	2670	8.0	2=>4=>5	33040	82.0			6,2,5,(4,8,9),(3,7),1	(2,6),5,(4,8,9),(3,7),1			5.0	110	1.0	2-4	2160.0	8.0
200658061309	ダ	右	1700	晴	良	15:30	藻岩山特別 		2006-6-13	4	札幌(地)	1	80万円以下	(規定)	8	3350	10	8	640	7	3	430	6	3-8	6160	21	8=>3	15550	43.0	3-6-8	7190	27.0	8=>3=>6	82300	271.0	10,3,(1,2,4,5),(8,7),6,9	10,3,5,(1,4,2),7,8,6-9	(10,3),5,(1,2),8,(6,4,7),9	(10,3),(1,8,5,2),6,(4,9),7			6.0	340	4.0	3-7	4890.0	19.0
200658061310	ダ	右	1700	晴	良	16:05	サウスヴィグラス賞 		2006-6-13	4	札幌(地)	1	130万円以下	(規定)	5	720	3	5	170	2	4	1,160	9	4-5	27180	33	5=>4	46960	62.0	1-4-5	22850	49.0	5=>4=>1	195240	310.0	4,8,(5,9,12,3),(2,1,10,11),7,6,13	4,(8,9),(5,1,12),3,(2,10),11,7,6,13	4,(8,9),(5,1,12),(3,10),(2,13),(11,6),7	4,8,(5,1,9,12,3),13,(2,11,6),7,10			1.0	180	3.0	4-4	38570.0	32.0
200658061401	ダ	右	1000	晴	良	11:00	D3　ー3組		2006-6-14	4	札幌(地)	2	40万円以下	(規定)	6	110	1	6	100	1	3	150	2	3-6	200	1	6=>3	260	1.0	3-4-6	400	1.0	6=>3=>4	690	1.0			(3,6),5,2,1,4,7	(3,6),(2,5),4,1,7								
200658061402	ダ	右	1000	晴	良	11:30	D3　ー3組		2006-6-14	4	札幌(地)	2	40万円以下	(規定)	4	510	2	4	270	4	2	150	1	2-4	310	1	4=>2	920	4.0	2-3-4	1570	7.0	4=>2=>3	7040	29.0			7342156	7,3,(4,2),1,6,5								
200658061501	ダ	右	1700	曇	良	11:00	D3　ー1組		2006-6-15	4	札幌(地)	3	40万円以下	牝(規定)	2	190	1	2	210	2	7	260	3	2-7	1720	7	2=>7	2450	12.0	2-3-7	7870	19.0	2=>7=>3	16730	55.0	2,(1,4),6,3,7	2,4,6,(1,3,7)	(2,4),(1,3,6,7)	2,(3,7),(1,4,6)								
200658061502	ダ	右	1700	曇	良	11:30	2歳　未勝利		2006-6-15	4	札幌(地)	3	(規定)		2	1000	3	2	190	4	7	160	2	2-7	2470	10	2=>7	3620	14.0	2-7-8	2520	10.0	2=>7=>8	21500	68.0	(1,2,5,6),8,(4,7),3	1,(2,5),6,(8,4,7),3	1,(2,5,7),(8,6),4-3	(1,2),7,8,5,(4,3),6			8.0	200	5.0			
200658061503	ダ	右	1000	曇	良	12:00	フレッシュチャレンジ		2006-6-15	4	札幌(地)	3	(規定)		8	200	1	8	110	1	3	250	5	3-8	450	1	8=>3	670	3.0	1-3-8	690	4.0	8=>3=>1	2300	4.0			(3,8),6,(2,7),1,4	(3,8),(2,7),6,1-4								
200658061504	ダ	右	1700	曇	良	12:30	D2　ー2組		2006-6-15	4	札幌(地)	3	60万円以下	(規定)	6	340	2	6	140	3	3	130	2	3-6	340	1	6=>3	800	3.0	3-6-8	600	2.0	6=>3=>8	2160	5.0	6,(4,5),(1,2,7),(3,8)	6,(4,5),7,(1,2),8,3	3,6-(4,5),(2,7,8)-1	3,6,(5,8),(2,7),4,1			8.0	200	4.0			
200658061505	ダ	右	1000	曇	良	13:05	フレッシュチャレンジ		2006-6-15	4	札幌(地)	3	牝(規定)		7	270	2	7	150	1	5	170	2	5-7	300	1	7=>5	660	1.0	1-5-7	560	2.0	7=>5=>1	4710	15.0			(2,4,5,7)-8,1,6	(4,5,7),2-8,(1,6)								
200658061506	ダ	右	1000	曇	良	13:40	D1　ー2組		2006-6-15	4	札幌(地)	3	80万円以下	(規定)	1	170	1	1	130	1	5	130	2	1-5	220	1	1=>5	360	1.0	1-5-8	2940	11.0	1=>5=>8	6220	15.0			(3,4,5),9,1,2,(7,8,10),6	(4,5),(3,1,9),(2,8),(7,10),6			8.0	290	6.0	1-5	250.0	1.0
200658061507	ダ	右	1000	曇	良	14:15	薫風特別 		2006-6-15	4	札幌(地)	3	100万円以下	(規定)	2	1920	6	2	200	5	4	190	4	2-4	7860	22	2=>4	23750	50.0	2-4-9	8350	29.0	2=>4=>9	96350	230.0			(1,4),7,9,2,5,(8,6),3	4,1,7,(2,5,9),(3,6),8			9.0	120	1.0	2-4	8030.0	19.0
200658061508	ダ	右	2400	曇	良	14:50	飲もう牛乳!頑張れ道 		2006-6-15	4	札幌(地)	3	100万円以下	(規定)	5	440	3	5	130	2	10	110	1	5-10	520	2	5=>10	1370	5.0	5-6-10	810	3.0	5=>10=>6	4440	14.0	2,4,(5,10),(3,6),1,7,(8,9)	2,4,(5,10),(3,6),1,(8,9),7	(2,4),10,5,6,1,3,(8,9)=7	2,(5,4,10),6,3,(8,9),1=7			6.0	160	4.0	5-8	520.0	3.0
200658061509	ダ	右	1700	雨	良	15:25	モエレ沼公園特別 		2006-6-15	4	札幌(地)	3	150万円以下	(規定)	9	480	3	9	100	1	6	100	2	6-9	470	2	9=>6	1340	7.0	6-8-9	420	1.0	9=>6=>8	3270	10.0	(2,4),8,(3,11),6,(1,5,9,10),7	2,4,8,(3,11),6,(1,5,9),10,7	(2,4,8),11,(9,6),5,3,(1,10),7	(8,6),(4,11),2,9,5,(3,10),(1,7)			8.0	110	3.0	6-7	200.0	1.0
200658061510	ダ	右	1000	雨	稍重	16:05	北海道スプリントカッ	G3	2006-6-15	4	札幌(地)	3	(別定)		9	340	2	9	110	2	11	110	1	9-11	180	1	9=>11	530	2.0	1-9-11	1250	5.0	9=>11=>1	4040	14.0			5,1,9,11,(2,6),3,7,(10,12),8,4	(5,9),(1,11),2,(6,3),(8,7,12),10,4			1.0	330	7.0	7-8	180.0	1.0
200658062001	ダ	右	1000	曇	良	10:30	3歳　条件		2006-6-20	4	札幌(地)	4	(規定)		9	140	1	9	100	1	2	110	2	2-9	160	1	9=>2	190	1.0	2-8-9	310	1.0	9=>2=>8	540	1.0			(2,6,8),4,(1,3,5),10,(7,9)	2,6,8,(4,9),5,3,(1,7,10)			8.0	170	3.0	2-8	210.0	1.0
200658062002	ダ	右	1000	曇	良	11:00	アタックチャレンジ競		2006-6-20	4	札幌(地)	4	(規定)		2	580	3	2	150	3	8	110	1	2-8	520	3	2=>8	990	4.0	2-7-8	2160	11.0	2=>8=>7	9350	31.0			27813645	2,7,8,(1,6),3,4,5			7.0	300	6.0			
200658062003	ダ	右	1600	曇	良	11:30	D3　ー2組		2006-6-20	4	札幌(地)	4	40万円以下	(規定)	5	160	1	5	120	1	1	240	4	1-5	1000	4	5=>1	1240	6.0	1-3-5	4750	17.0	5=>1=>3	15370	48.0	(4,5),(7,8),(1,6,10),3,(2,9)	8,4,5,(7,10),1,6,(2,3),9	(8,4,5),7,(1,10),3,(9,6),2	(8,4,5),(3,1,7),(9,10),6,2			3.0	350	7.0	1-5	880.0	3.0
200658062004	ダ	右	1000	曇	良	12:00	ルーキーチャレンジ競		2006-6-20	4	札幌(地)	4	(規定)		10	290	2	10	110	2	7	560	6	7-10	2360	7	10=>7	3040	10.0	7-8-10	1700	7.0	10=>7=>8	17980	44.0			(2,7),10,8,3,5,(4,6)	(2,7),10,(3,5,8),4,6			8.0	150	3.0	7-8	490.0	3.0
200658062005	ダ	右	1000	曇	良	12:30	D2　ー1組		2006-6-20	4	札幌(地)	4	60万円以下	(規定)	4	320	1	4	100	1	6	130	3	4-6	940	1	4=>6	1990	3.0	4-6-8	1310	1.0	4=>6=>8	6350	1.0			4,5,12,(6,8,11),10,1,(2,7),(3,9)	4,5,6,(8,12,11),10,(1,7),(2,9),3			8.0	110	2.0	4-5	560.0	2.0
200658062006	ダ	右	1000	曇	良	13:00	フレッシュチャレンジ		2006-6-20	4	札幌(地)	4	牝(規定)		6	330	2	6	240	7	3	200	3	3-6	4110	18	6=>3	8450	33.0	3-6-8	4970	20.0	6=>3=>8	30950	113.0			3,(5,8),6,2,(4,7),(9,10),1	3,8,(5,6),2,(4,7),(9,10),1			8.0	150	2.0	3-6	3500.0	13.0
200658062007	ダ	右	1700	曇	良	13:30	D1　ー3組		2006-6-20	4	札幌(地)	4	80万円以下	(規定)	2	250	1	2	130	2	4	280	5	2-4	970	4	2=>4	1360	5.0	2-4-6	1360	4.0	2=>4=>6	5780	15.0	4,(5,9),(1,2,7),(6,8,10),3	4,(1,9),5,2,7,6,8,10,3	4,(1,9),(5,2),7,6,8,(3,10)	4,(1,9),2,5,6,(8,7),(3,10)			6.0	170	3.0	2-4	1150.0	4.0
200658062008	ダ	右	1000	曇	良	14:00	D1　ー3組		2006-6-20	4	札幌(地)	4	80万円以下	(規定)	6	1040	3	6	180	4	2	100	1	2-6	380	2	6=>2	1930	7.0	1-2-6	3260	12.0	6=>2=>1	19260	55.0			6,2,(8,9),(1,11),5,4,(3,10)	6,2,(1,8,9),(5,11),4,3,10			1.0	390	7.0	2-6	350.0	2.0
200658062009	ダ	右	1700	曇	良	14:35	水無月特別 		2006-6-20	4	札幌(地)	4	(別定)		6	130	1	6	110	1	3	240	5	3-6	1510	5	6=>3	1760	6.0	3-5-6	1850	6.0	6=>3=>5	8950	21.0	3,8,6,(1,5,7),2,4	3,8,(1,6),5,7,2,4	3,(8,6),7,(1,5),(2,4)	3,6,1,7,(8,5),4,2			5.0	180	4.0			
200658062010	ダ	右	1700	曇	良	15:10	大樹町長杯大樹歴舟川 		2006-6-20	4	札幌(地)	4	200万円以下	(規定)	1	560	3	1	160	5	7	100	1	1-7	550	2	1=>7	1610	5.0	1-5-7	870	2.0	1=>7=>5	5300	7.0	5,7,(4,6,11),9,(1,8,10),(2,3,13),12	5,7,4,6,(1,11),9,(2,8,10),(3,13,12)	(5,7),4,(1,9),6,(2,8),10,(3,11),(13,12)	(5,7),1,9,(2,4,8),(3,6,10),(13,12),11			5.0	130	2.0	1-5	640.0	2.0
200658062011	ダ	右	1700	曇	良	15:45	ダイタクリーヴァ賞 		2006-6-20	4	札幌(地)	4	400万円以下	(別定)	7	770	5	7	340	5	10	170	2	7-10	1890	8	7=>10	4990	16.0	3-7-10	3510	8.0	7=>10=>3	25790	65.0	1,(4,5),(2,7,9),10,(6,11,8),12,3	1,4,5,(2,7),9,(10,8),6,11,12,3	1,4,7,(5,9,10),(6,8),11,2,3,12	(1,4,7),(6,10),9,5,(11,8),(2,3),12			3.0	190	3.0	6-7	260.0	1.0
200658062101	ダ	右	1600	曇	稍重	10:30	3歳　条件		2006-6-21	4	札幌(地)	5	(規定)		5	150	1	5	100	1	6	910	7	5-6	6570	12	5=>6	6560	18.0	4-5-6	16520	29.0	5=>6=>4	196780	150.0	5,6,(1,2),(3,8),4,7	5,6,(1,2,8),3,4,7	5,(6,8,4),3,1,2,7	5,(6,4),1,8,2,3,7			4.0	470	5.0			
200658062102	ダ	右	1000	曇	良	11:00	2歳　未勝利		2006-6-21	4	札幌(地)	5	(規定)		7	300	2	7	190	2	9	1,210	5	7-9	1750	5	7=>9	3090	11.0	3-7-9	3780	12.0	7=>9=>3	15270	43.0			(6,7),(5,8,9),4,3,2	76985432			3.0	360	3.0	7-8	790.0	5.0
200658062103	ダ	右	1000	曇	良	11:30	2歳　未勝利		2006-6-21	4	札幌(地)	5	(規定)		1	400	2	1	200	6	4	180	3	1-4	1130	6	1=>4	2460	11.0	1-4-9	1300	2.0	1=>4=>9	6750	13.0			(9,1),4,10,8,(5,2),(3,7),6	(9,1),(5,4),10,2,(8,7),3,6			9.0	140	1.0	1-4	1620.0	8.0
200658062104	ダ	右	1700	曇	良	12:00	アタックチャレンジ競		2006-6-21	4	札幌(地)	5	(規定)		5	490	3	5	210	5	6	120	1	5-6	1870	7	5=>6	4370	16.0	5-6-8	1240	3.0	5=>6=>8	8840	23.0	9,(5,11),(2,6),(1,4,7,8),3,10	9,5,11,(2,4,6),8,(1,3,7),10	(9,5,11),6,8,(3,4),2,10,7,1	(9,5),11,(6,8),(3,4),10,7,(2,1)			8.0	130	2.0	5-6	1500.0	6.0
200658062105	ダ	右	1000	曇	良	12:30	D3　ー3組		2006-6-21	4	札幌(地)	5	40万円以下	(規定)	9	110	1	9	100	1	2	160	4	2-9	490	2	9=>2	650	2.0	2-6-9	470	2.0	9=>2=>6	1220	3.0			(2,4,9),6,(1,7,11),12,10,5,3,8	(2,9),4,6,1,7,11,(5,10,12),3,8			6.0	120	2.0	2-7	670.0	3.0
200658062106	ダ	右	1700	雨	良	13:00	ルーキーチャレンジ競		2006-6-21	4	札幌(地)	5	(規定)		7	440	3	7	120	1	1	190	4	1-7	2960	14	7=>1	6580	23.0	1-4-7	14130	38.0	7=>1=>4	90880	207.0	7,(1,6),8,(2,5,3),4	7,(1,6),8,2,3,5,4	7,(1,6,8),3,5,(2,4)	7,(1,8),(6,3),(2,5,4)			4.0	340	7.0			
200658062107	ダ	右	1000	雨	稍重	13:35	フレッシュチャレンジ		2006-6-21	4	札幌(地)	5	(規定)		3	280	2	3	120	1	7	150	2	3-7	500	1	3=>7	640	1.0	3-7-8	1320	4.0	3=>7=>8	4530	12.0			(1,3),(5,8),7,2,4,(9,6),10	(1,3),(5,8),7,2,(9,4,6),10			8.0	230	6.0	3-6	390.0	1.0
200658062108	ダ	右	1600	曇	稍重	14:10	3歳　条件		2006-6-21	4	札幌(地)	5	100万円以下	(規定)	9	300	2	9	120	2	7	110	1	7-9	300	1	9=>7	690	2.0	2-7-9	430	1.0	9=>7=>2	1950	4.0	2,(3,6,10),(1,4,7),8,9	(2,10,7),6,(3,4),1,8,9	2107649381	2,7,(6,10,9),4,(3,8),1			2.0	160	4.0	7-8	200.0	1.0
200658062109	ダ	右	1700	曇	稍重	14:45	D2　ー2組		2006-6-21	4	札幌(地)	5	60万円以下	(規定)	4	2000	4	4	290	3	3	580	8	3-4	12840	25	4=>3	41020	51.0	3-4-7	106450	102.0	4=>3=>7	715010	525.0	(3,7,10,11),(1,4),(6,9),2,8,5	3,(7,10),(1,4,11),(6,9),2,8,5	(3,7,11),(4,10,6),(1,8),2,(5,9)	(3,7,4),11,1,6,(2,8),(5,9),10			7.0	1,800	11.0	3-4	15610.0	24.0
200658062110	ダ	右	1700	曇	稍重	15:20	静内建設協会特別 		2006-6-21	4	札幌(地)	5	80万円以下	(規定)	6	160	1	6	100	1	4	260	6	4-6	940	4	6=>4	1350	5.0	4-6-9	5740	18.0	6=>4=>9	16820	50.0	6,(3,4,5),7,8,(1,2),10,9	6,4,5,(3,8,7),(1,2),10,9	6,(4,5),(8,7),(1,2),3,(10,9)	6,(4,5),(2,7),(8,1),9,10,3			9.0	160	2.0	4-6	1050.0	3.0
200658062111	ダ	右	1000	曇	稍重	15:55	アグネスフライト賞 		2006-6-21	4	札幌(地)	5	(規定)		7	230	1	7	170	2	3	460	9	3-7	2790	12	7=>3	4970	20.0	1-3-7	5510	21.0	7=>3=>1	26270	81.0			3,(2,4),8,10,(5,6,7),9,1	3,(2,4),8,7,(5,10),6,9,1			1.0	290	6.0	3-7	1780.0	8.0
200658062201	ダ	右	1000	曇	稍重	10:30	2歳　未勝利		2006-6-22	4	札幌(地)	6	(規定)		4	400	3	4	240	4	1	190	2	1-4	720	4	4=>1	2070	10.0	1-4-7	1090	4.0	4=>1=>7	6020	19.0			1,(2,6),7,8,(3,5),4	1,(2,6),7,8,(3,5,4)			7.0	210	3.0			
200658062202	ダ	右	1000	晴	稍重	11:00	2歳　未勝利		2006-6-22	4	札幌(地)	6	(規定)		5	160	1	5	100	1	3	100	2	3-5	210	1	5=>3	320	1.0	3-5-9	370	1.0	5=>3=>9	750	1.0			(4,5),3,9,1,(2,6),(7,8)	(4,5),3,9,1,6,2,(7,8)			9.0	130	3.0	3-5	150.0	1.0
200658062203	ダ	右	1700	晴	稍重	11:30	2歳　未勝利		2006-6-22	4	札幌(地)	6	(規定)		8	1660	4	8	140	2	6	170	4	6-8	1700	6	8=>6	5230	17.0	6-8-11	1580	6.0	8=>6=>11	16110	44.0	(1,2,3),5,8,(6,9,11),7,10,4	(1,2,3),(5,11),8,6,7,(10,9),4	(1,2,3,11),8,6,5,10,7-9,4	(3,11,8),(1,6),2,5,10-7,9-4			11.0	140	3.0	6-7	1060.0	6.0
200658062204	ダ	右	1000	曇	良	12:00	3歳　条件		2006-6-22	4	札幌(地)	6	(規定)		10	200	1	10	110	1	9	220	5	9-10	730	4	10=>9	1590	5.0	3-9-10	920	4.0	10=>9=>3	5440	16.0			10,(9,12),(5,11),3,8,4,1,6,2	10,(9,12),(5,3,11,8),4,1,6,2			3.0	120	2.0	7-7	740.0	4.0
200658062205	ダ	右	1600	雨	良	12:30	D3　ー1組		2006-6-22	4	札幌(地)	6	40万円以下	(規定)	4	1790	6	4	230	5	7	240	6	4-7	3720	14	4=>7	9320	30.0	4-7-9	3500	13.0	4=>7=>9	39500	122.0	8,9,(1,2,4,7),5,6,3	8,9,(1,4),7,(2,5),6,3	(8,9,4,7,5),(1,2),6,3	(8,9),(4,7),(1,2,5),6,3			9.0	150	1.0	4-7	4360.0	14.0
200658062206	ダ	右	1600	雨	稍重	13:00	D3　ー1組		2006-6-22	4	札幌(地)	6	40万円以下	(規定)	3	120	1	3	100	1	2	100	2	2-3	240	1	3=>2	400	1.0	2-3-8	280	1.0	3=>2=>8	750	1.0	3,(2,4),6,(1,7,8),9	(3,2,4),(1,6),(7,8),9	3,2,(1,8),(7,4,6),9	3,(2,8),7,9,(1,4,6)			8.0	110	3.0	2-3	310.0	2.0
200658062207	ダ	右	1000	雨	稍重	13:30	アタックチャレンジ競		2006-6-22	4	札幌(地)	6	(規定)		3	660	2	3	120	3	6	100	1	3-6	300	1	3=>6	1650	6.0	3-6-7	640	2.0	3=>6=>7	5060	18.0			3,(4,6),2,7,(8,9),5,1	(3,4,6),7,2,(8,9),5,1			7.0	120	2.0	3-6	340.0	1.0
200658062208	ダ	右	1700	雨	稍重	14:00	フレッシュチャレンジ		2006-6-22	4	札幌(地)	6	(規定)		6	330	2	6	120	1	7	580	8	6-7	5230	19	6=>7	6930	24.0	3-6-7	5660	21.0	6=>7=>3	25750	81.0	(2,3,4),6,(5,7),1=8	(2,3),(4,6),5,(1,7)=8	6,(2,3),4,7=5,1=8	6,3,(2,7),4=5,1=8			3.0	160	4.0			
200658062209	ダ	右	1700	雨	重	14:35	D2　ー1組		2006-6-22	4	札幌(地)	6	60万円以下	(規定)	7	1260	5	7	220	5	4	170	2	4-7	1880	8	7=>4	5060	18.0	4-5-7	1630	7.0	7=>4=>5	19570	56.0	6,(1,4,8),(5,9),7,3,2	6,(4,8),1,(5,9),7,2,3	(6,4,8),(9,7,2),(1,5),3	(4,8),(9,7),(6,2),(1,5),3			5.0	180	4.0	4-7	1940.0	8.0
200658062210	ダ	右	1000	雨	重	15:10	豊富町長杯豊富ミルク 		2006-6-22	4	札幌(地)	6	80万円以下	(規定)	5	570	3	5	150	4	6	220	5	5-6	2780	10	5=>6	4460	16.0	5-6-9	1440	5.0	5=>6=>9	11070	33.0			(2,5),(1,6),(3,8,9),(4,7)	(2,5),6,9,8,(1,3,4,7)			9.0	110	1.0	5-6	2450.0	7.0
200658062211	ダ	右	2400	雨	重	15:50	ステイヤーズカップ〔	G	2006-6-22	4	札幌(地)	6	(別定)		5	1810	4	5	280	5	9	580	8	5-9	13030	20	5=>9	34890	37.0	2-5-9	2730	9.0	5=>9=>2	95200	139.0	(2,3),8,4,1,(6,5),(10,7),9	2,3,8,4,1,6,5,(10,7),9	2,8-4,6,(10,5,9),1,7=3	2,8,5,(6,9),4,10,1-7=3			2.0	100	1.0	5-8	4930.0	11.0
200658062212	ダ	右	1700	雨	重	16:20	道農協軽種馬対策委員 		2006-6-22	4	札幌(地)	6	600万円以下	(別定)	4	420	3	4	140	2	5	140	1	4-5	530	1	4=>5	1440	2.0	4-5-8	1150	2.0	4=>5=>8	5630	9.0	4,(1,6,7,8),2,(3,9),(5,10)	4,(1,6,7),8,(2,10),3,9,5	4,(1,7),8,(3,10,9),(5,6,2)	(4,1),(7,8),(5,9),3,(2,10),6			8.0	160	3.0	4-5	600.0	1.0
200658062701	ダ	右	1000	曇	良	11:00	2歳　未勝利		2006-6-27	5	札幌(地)	1	(規定)		1	330	2	1	110	2	7	100	1	1-7	190	1	1=>7	720	3.0	1-3-7	3100	8.0	1=>7=>3	7100	20.0			(1,2,6),(3,4,7),5	1,2,(6,7),3,4,5								
200658062702	ダ	右	1700	曇	良	11:30	3歳　条件		2006-6-27	5	札幌(地)	1	(規定)		2	140	1	2	100	1	4	290	4	2-4	880	3	2=>4	1100	4.0	1-2-4	3690	11.0	2=>4=>1	9610	27.0	3,(2,4,6),1,(5,7)	3,6,(2,4),(1,5,7)	(2,3,4),6,(1,5,7)	(2,4),(1,3),5,6,7								
200658062703	ダ	右	1700	雨	良	12:00	D3　ー3組		2006-6-27	5	札幌(地)	1	40万円以下	(規定)	1	680	2	1	220	2	4	330	5	1-4	2700	9	1=>4	3720	13.0	1-4-5	3190	15.0	1=>4=>5	22900	78.0	(1,4),(5,6),7,(2,3)	(1,4),(5,6),7,2,3	(1,4),(5,6),7,2,3	1456723								
200658062704	ダ	右	1000	雨	稍重	12:35	ルーキーチャレンジ競		2006-6-27	5	札幌(地)	1	(規定)		2	590	2	2	220	5	7	380	8	2-7	1310	4	2=>7	1460	2.0	2-7-9	1790	3.0	2=>7=>9	9940	24.0			(6,7,10),9,(8,11),2,(1,12),(3,4),5	(6,7),10,(2,9),(8,11),(1,12),3,4,5			9.0	130	1.0	2-6	1180.0	5.0
200658062705	ダ	右	1000	雨	稍重	13:10	フレッシュチャレンジ		2006-6-27	5	札幌(地)	1	(規定)		10	1540	6	10	220	4	9	160	2	9-10	1210	5	10=>9	4100	15.0	1-9-10	2210	6.0	10=>9=>1	13270	43.0			(1,6,10),9,7,5,3,(2,8)-4	10,(1,6),9,7,5,3,(2,8)-4			1.0	190	3.0	8-8	1090.0	6.0
200658062706	ダ	右	1700	雨	稍重	13:45	D3　ー1組		2006-6-27	5	札幌(地)	1	40万円以下	(規定)	1	110	1	1	110	1	4	460	7	1-4	1120	4	1=>4	1070	4.0	1-4-8	2120	8.0	1=>4=>8	4110	16.0	3,5,(1,8),7,4,2	3,1,(4,5,8),7,2	3,1,5,4,8,(7,2)	1,(3,4),(5,8),(7,2)								
200658062707	ダ	右	1000	雨	稍重	14:20	D3　ー3組		2006-6-27	5	札幌(地)	1	40万円以下	(規定)	10	580	2	10	110	1	1	370	7	1-10	3100	12	10=>1	5500	19.0	1-10-11	6790	21.0	10=>1=>11	5800	19.0			10,11,(1,7),(3,6),12,(2,5),(4,9),8	10,(11,7),1,(3,6,12),(2,5,9),4,8			11.0	160	3.0	1-7	1030.0	5.0
