	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201148032108	ダ	右	1600	曇	不良	14:40	知っとこ食べとこ知多		2011-3-21	27	名古屋	1	(定量)		6.0	110.0	1.0	6.0	110.0	1.0	4.0	170	4.0	4-6	800.0	3.0	6=>4	930.0	3.0	1-4-6	3100.0	8.0	6=>4=>1	6030.0	17.0		61047851392.0	61047518329.0	64110753829.0			1.0	240	5.0	4-6	1180.0	4.0	6=>4	1140.0	3.0									
201148032109	ダ	右	1400	曇	不良	15:15	東北地方太平洋沖地震 		2011-3-21	27	名古屋	1	(定量)		7.0	190.0	1.0	7.0	100.0	1.0	1.0	210	5.0	1-7	1860.0	6.0	7=>1	2890.0	8.0	1-4-7	1740.0	6.0	7=>1=>4	6540.0	20.0		17968410235.0	17468910325.0	14768910235.0			4.0	130	2.0	1-7	1340.0	5.0	7=>1	2320.0	8.0									
201148032110	ダ	右	1900	曇	不良	15:55	名古屋大賞典	G3	2011-3-21	27	名古屋	1	(別定)		4.0	110.0	1.0	4.0	100.0	1.0	7.0	100	2.0	4-7	140.0	1.0	4=>7	170.0	1.0	1-4-7	160.0	1.0	4=>7=>1	350.0	1.0		421731211109865	4,7,1,2,12,11,3-9,10-8-6-5	4,7,1,11,12-10,9,3-8,2-6-5			1.0	110	3.0	4-6	160.0	1.0	4=>6	190.0	1.0									
201148032201	ダ	右	1400	曇	不良	10:50	サラ3歳4組		2011-3-22	27	名古屋	2	(定量)		7.0	100.0	1.0	7.0	100.0	1.0	4.0	980	9.0	4-7	6970.0	12.0	7=>4	4310.0	11.0	3-4-7	7280.0	14.0	7=>4=>3	49240.0	63.0		378946125.0	378942615.0	378294615.0			3.0	130	3.0	4-7	8470.0	11.0	7=>4	12900.0	16.0									
201148032202	ダ	右	1400	曇	不良	11:20	サラ3歳3組		2011-3-22	27	名古屋	2	(定量)		6.0	410.0	2.0	6.0	110.0	2.0	9.0	100	1.0	6-9	210.0	1.0	6=>9	370.0	1.0	6-7-9	720.0	3.0	6=>9=>7	2870.0	7.0		6,4,9,8-7,2,3-(1,5)	6,9,8,4-2,7,3-5,1	6,9,8,4,2,7,3-5,1			7.0	250	7.0	6-8	180.0	1.0	6=>8	460.0	2.0									
201148032203	ダ	右	1300	曇	不良	11:50	サラC21組		2011-3-22	27	名古屋	2	(定量)		8.0	690.0	2.0	8.0	130.0	4.0	2.0	120	2.0	2-8	1170.0	6.0	8=>2	1580.0	6.0	2-3-8	1190.0	4.0	8=>2=>3	5370.0	18.0		84367251	84236175	8,4,2,3,6,1-7,5			3.0	130	3.0															
201148032204	ダ	右	1400	曇	不良	12:20	サラC20組		2011-3-22	27	名古屋	2	(定量)		1.0	110.0	1.0	1.0	110.0	1.0	9.0	200	5.0	1-9	520.0	3.0	1=>9	570.0	2.0	1-3-9	850.0	3.0	1=>9=>3	2020.0	7.0		179263845.0	192637845.0	129637845.0			3.0	160	4.0	1-8	460.0	2.0	1=>8	540.0	2.0									
201148032301	ダ	右	1400	晴	重	10:50	サラ3歳6組		2011-3-23	27	名古屋	3	(定量)		1.0	160.0	1.0	1.0	130.0	3.0	2.0	560	7.0	1-2	2530.0	11.0	1=>2	5320.0	21.0	1-2-7	5340.0	18.0	1=>2=>7	19280.0	66.0		123657498.0	123746589.0	123746895.0			7.0	130	2.0	1-2	3490.0	13.0	1=>2	3700.0	12.0									
201148032302	ダ	右	1400	晴	重	11:20	サラ3歳5組		2011-3-23	27	名古屋	3	(定量)		2.0	2380.0	5.0	2.0	240.0	4.0	3.0	150	3.0	2-3	5390.0	13.0	2=>3	11320.0	24.0	2-3-7	75780.0	55.0	2=>3=>7	231570.0	222.0		243987615.0	234796815.0	237468195.0			7.0	650	8.0	2-3	4690.0	12.0	2=>3	15100.0	27.0									
201148032303	ダ	右	800	晴	重	11:50	政子さんありがとう記		2011-3-23	27	名古屋	3	(定量)		2.0	140.0	1.0	2.0	110.0	1.0	9.0	110	2.0	2-9	230.0	1.0	2=>9	300.0	1.0	2-3-9	280.0	1.0	2=>9=>3	680.0	1.0				293674581.0			3.0	140	3.0	2-8	180.0	1.0	2=>8	190.0	1.0									
201148032304	ダ	右	1400	晴	重	12:25	サラC15組		2011-3-23	27	名古屋	3	(定量)		7.0	110.0	1.0	7.0	100.0	1.0	4.0	110	2.0	4-7	240.0	1.0	7=>4	320.0	2.0	3-4-7	660.0	3.0	7=>4=>3	1090.0	4.0		7,8,9,4,3,2,6-1	7,9,8,4,3,2,6-1	7,9,4,8,3,6,2-1			3.0	150	4.0	4-7	300.0	2.0	7=>4	390.0	2.0									
201148032305	ダ	右	1400	晴	重	13:00	サラC14組		2011-3-23	27	名古屋	3	(定量)		1.0	560.0	4.0	1.0	110.0	2.0	9.0	110	1.0	1-9	860.0	6.0	1=>9	1460.0	8.0	1-6-9	380.0	1.0	1=>9=>6	2950.0	14.0		26197108534.0	26917108543.0	26917108543.0			6.0	130	4.0	1-8	720.0	5.0	1=>8	1560.0	11.0									
201148032306	ダ	右	1300	晴	稍重	13:35	ふらんす食堂ここりこ		2011-3-23	27	名古屋	3	(定量)		9.0	270.0	1.0	9.0	140.0	3.0	3.0	130	1.0	3-9	490.0	1.0	9=>3	760.0	1.0	3-6-9	1530.0	5.0	9=>3=>6	5490.0	15.0		23159671048.0	23561971048.0	35691271048.0			6.0	330	6.0	3-8	460.0	1.0	8=>3	760.0	1.0									
201148032307	ダ	右	1400	晴	稍重	14:10	三鬼侑真北里大学医学		2011-3-23	27	名古屋	3	(定量)		8.0	1160.0	6.0	8.0	230.0	5.0	4.0	160	3.0	4-8	3080.0	12.0	8=>4	6170.0	24.0	1-4-8	2800.0	11.0	8=>4=>1	20990.0	75.0		11084927365.0	11084297356.0	18104297356.0			1.0	130	2.0	4-7	3160.0	11.0	7=>4	7010.0	19.0									
201148032308	ダ	右	1600	晴	稍重	14:45	サラB7組		2011-3-23	27	名古屋	3	(定量)		4.0	750.0	4.0	4.0	200.0	4.0	1.0	100	1.0	1-4	590.0	3.0	4=>1	2000.0	6.0	1-3-4	390.0	2.0	4=>1=>3	4370.0	12.0		143756298.0	147356298.0	417359286.0			3.0	110	2.0	1-4	600.0	3.0	4=>1	1850.0	7.0									
201148032309	ダ	右	1400	晴	稍重	15:20	春がすみ賞		2011-3-23	27	名古屋	3	(定量)		5.0	350.0	3.0	5.0	160.0	3.0	6.0	140	2.0	5-6	770.0	4.0	5=>6	1300.0	5.0	5-6-10	4710.0	20.0	5=>6=>10	10700.0	34.0		59627410183.0	59624710183.0	59621074813.0			10.0	370	6.0	5-6	820.0	4.0	5=>6	1090.0	3.0									
201148032401	ダ	右	1400	曇	稍重	10:50	サラ3歳9組		2011-3-24	27	名古屋	4	(定量)		3.0	1200.0	5.0	3.0	110.0	3.0	6.0	100	1.0	3-6	760.0	2.0	3=>6	2120.0	10.0	2-3-6	300.0	1.0	3=>6=>2	4380.0	17.0		3,6,2,7,4,5,8-1	3,6,2,7,5,4,8-1	3,6,2,7,5,4,8-1			2.0	100	2.0															
201148032501	ダ	右	800	晴	良	10:50	サラ3歳11組		2011-3-25	27	名古屋	5	(定量)		7.0	230.0	2.0	7.0	120.0	1.0	6.0	150	3.0	6-7	380.0	2.0	7=>6	590.0	2.0	6-7-8	500.0	3.0	7=>6=>8	1590.0	5.0				7,8,6-5,1,2,3,4			8.0	230	5.0															
201148032502	ダ	右	1400	晴	良	11:20	サラ3歳10組		2011-3-25	27	名古屋	5	(定量)		6.0	150.0	1.0	6.0	100.0	1.0	9.0	120	3.0	6-9	260.0	1.0	6=>9	390.0	1.0	4-6-9	340.0	1.0	6=>9=>4	1020.0	1.0		6,9,8,1,2,7-4,3,5	6,9,8,1,2,7-4,3,5	698127435			4.0	110	2.0	6-8	250.0	1.0	6=>8	350.0	1.0									
201148032503	ダ	右	1300	晴	良	11:50	サラC7組		2011-3-25	27	名古屋	5	(定量)		3.0	210.0	1.0	3.0	100.0	1.0	1.0	240	5.0	1-3	2120.0	8.0	3=>1	2760.0	14.0	1-3-6	2390.0	9.0	3=>1=>6	10740.0	41.0		346129578	3,4,6,9,1,2-5,7,8	361924578			6.0	120	2.0	1-3	2030.0	7.0	3=>1	2880.0	14.0									
201148032504	ダ	右	1400	晴	良	12:20	サラC6組		2011-3-25	27	名古屋	5	(定量)		8.0	110.0	1.0	8.0	100.0	1.0	2.0	130	3.0	2-8	300.0	2.0	8=>2	320.0	2.0	2-8-9	1740.0	4.0	8=>2=>9	2970.0	8.0		3,9,8,2,5,6,4,(1,7)	839256471	832954671			9.0	380	5.0	2-8	300.0	2.0	8=>2	280.0	2.0									
201148032505	ダ	右	1400	晴	良	12:55	サラC5組		2011-3-25	27	名古屋	5	(定量)		6.0	280.0	2.0	6.0	120.0	2.0	5.0	110	1.0	5-6	250.0	1.0	6=>5	660.0	3.0	1-5-6	1030.0	4.0	6=>5=>1	3850.0	16.0		36105124789.0	36105124789.0	63510124789.0			1.0	280	6.0	5-6	280.0	1.0	6=>5	570.0	2.0									
201148032506	ダ	右	1400	晴	良	13:30	サラC4組		2011-3-25	27	名古屋	5	(定量)		3.0	130.0	1.0	3.0	100.0	1.0	6.0	100	2.0	3-6	130.0	1.0	3=>6	170.0	1.0	3-6-10	300.0	1.0	3=>6=>10	570.0	1.0		36101785294.0	36101875294.0	36101857294.0			10.0	200	6.0	3-6	140.0	1.0	3=>6	180.0	1.0									
201148032507	ダ	右	1400	晴	良	14:05	サラC3組		2011-3-25	27	名古屋	5	(定量)		2.0	120.0	1.0	2.0	120.0	1.0	9.0	150	2.0	2-9	220.0	1.0	2=>9	240.0	1.0	2-3-9	2070.0	7.0	2=>9=>3	3630.0	12.0		8261093417.0	8210963471.0	8291034671.0			3.0	550	6.0	2-8	130.0	1.0	2=>8	160.0	1.0									
201148032508	ダ	右	1400	晴	良	14:40	日景賞		2011-3-25	27	名古屋	5	(定量)		9.0	400.0	2.0	9.0	130.0	2.0	7.0	120	1.0	7-9	170.0	1.0	9=>7	490.0	2.0	1-7-9	1000.0	3.0	9=>7=>1	3170.0	11.0		97103481625.0	97381041625.0	97381104256.0			1.0	180	5.0	7-8	160.0	1.0	8=>7	360.0	2.0									
201148032801	ダ	右	1300	晴	良	10:50	サラC24組		2011-3-28	28	名古屋	1	(定量)		7.0	250.0	2.0	7.0	110.0	2.0	5.0	140	3.0	5-7	770.0	3.0	7=>5	1320.0	6.0	5-6-7	300.0	1.0	7=>5=>6	2320.0	7.0		57836142	57863412	(5,7),(6,8),3,4,1,2			6.0	100	1.0															
201148032802	ダ	右	1400	晴	良	11:20	サラC23組		2011-3-28	28	名古屋	1	(定量)		8.0	120.0	1.0	8.0	110.0	1.0	3.0	240	6.0	3-8	830.0	4.0	8=>3	550.0	3.0	3-7-8	490.0	2.0	8=>3=>7	1790.0	6.0		178235496	1,8,3,7,2-5,4,9,6	1,8,3,7,2-5,4,9,6			7.0	200	3.0	3-8	600.0	3.0	8=>3	650.0	3.0									
201148032803	ダ	右	1400	晴	良	11:50	サラC22組		2011-3-28	28	名古屋	1	(定量)		1.0	300.0	2.0	1.0	110.0	2.0	6.0	100	1.0	1-6	210.0	1.0	1=>6	510.0	2.0	1-4-6	1740.0	4.0	1=>6=>4	4610.0	14.0		169753248	1,6,9,5,7,3-2,4-8	1,6,9,7,5,3,4,2-8			4.0	180	4.0	1-6	210.0	1.0	1=>6	540.0	3.0									
201148032804	ダ	右	800	晴	良	12:20	サラC21組		2011-3-28	28	名古屋	1	(定量)		8.0	220.0	2.0	8.0	100.0	1.0	2.0	100	2.0	2-8	240.0	1.0	8=>2	350.0	1.0	2-4-8	320.0	1.0	8=>2=>4	920.0	1.0				2,8-5,4,6,9,3,1,7			4.0	140	4.0	2-8	200.0	1.0	8=>2	430.0	1.0									
201148032805	ダ	右	1400	晴	良	12:50	サラC20組		2011-3-28	28	名古屋	1	(定量)		1.0	500.0	2.0	1.0	120.0	2.0	5.0	120	1.0	1-5	270.0	1.0	1=>5	870.0	3.0	1-5-7	2900.0	8.0	1=>5=>7	11030.0	38.0		2459173610.0	4591273610.0	4591732106.0			7.0	420	7.0	1-5	340.0	2.0	1=>5	970.0	5.0									
201148032806	ダ	右	1400	晴	良	13:20	サラC19組		2011-3-28	28	名古屋	1	(定量)		2.0	150.0	1.0	2.0	100.0	1.0	4.0	160	4.0	2-4	350.0	2.0	2=>4	510.0	2.0	2-4-9	960.0	5.0	2=>4=>9	1820.0	8.0		24179681035	24719681035	2,4,7,1,9-8,10,6,5,3			9.0	100	2.0	2-4	440.0	2.0	2=>4	550.0	2.0									
201148032807	ダ	右	1400	晴	良	13:50	サラC18組		2011-3-28	28	名古屋	1	(定量)		3.0	380.0	2.0	3.0	130.0	3.0	6.0	110	1.0	3-6	300.0	2.0	3=>6	780.0	4.0	3-4-6	850.0	3.0	3=>6=>4	4120.0	16.0		36425107981	3,6,2,4,10,5,9,7,8-1	3,6,2,4,5,10,7,8,9-1			4.0	250	5.0	3-6	270.0	2.0	3=>6	650.0	3.0									
201148032808	ダ	右	1600	晴	良	14:25	海猫特別 		2011-3-28	28	名古屋	1	(定量)		6.0	240.0	2.0	6.0	110.0	2.0	1.0	100	1.0	1-6	140.0	1.0	6=>1	380.0	2.0	1-4-6	380.0	2.0	6=>1=>4	1350.0	3.0		1,3,4,5,6,7,8,10-9,2	1,3,4,5,6,8,7,10-9-2	1,6,4,3,5,10,8,7-9-2			4.0	180	4.0	1-6	170.0	1.0	6=>1	350.0	2.0									
201148032809	ダ	右	1400	晴	良	15:00	東北地方太平洋沖地震		2011-3-28	28	名古屋	1	(定量)		2.0	210.0	1.0	2.0	120.0	1.0	4.0	220	5.0	2-4	1670.0	7.0	2=>4	2160.0	10.0	2-4-8	1500.0	6.0	2=>4=>8	9720.0	39.0		8,9,1,4,2,10-3,5,7,6	8,9,4,1,2,10-3,5,7-6	8,9,4,1,10,2,3,5,7-6			8.0	190	4.0	2-4	1730.0	8.0	2=>4	2900.0	14.0									
201148032810	ダ	右	1600	晴	良	16:10	春風特別 		2011-3-28	28	名古屋	1	(定量)		2.0	300.0	2.0	2.0	160.0	2.0	3.0	270	5.0	2-3	2800.0	12.0	2=>3	5350.0	17.0	1-2-3	23130.0	37.0	2=>3=>1	108440.0	176.0		2510163811479.0	2510168341179.0	2514103879611.0			1.0	2,600	11.0	2-3	2670.0	11.0	2=>3	5170.0	19.0									
201148032811	ダ	右	1800	晴	良	16:45	こじし座特別 		2011-3-28	28	名古屋	1	(定量)		7.0	430.0	3.0	7.0	140.0	3.0	3.0	370	5.0	3-7	4500.0	15.0	7=>3	8060.0	23.0	3-7-9	6150.0	19.0	7=>3=>9	40270.0	97.0		3,4,5,9,6,12,1,11,8,7-2,10	3,4,5,9,12,7,1,6,11,8-2,10	3,4,9,7,5,12,1,8,11,6-2,10			9.0	130	2.0	3-6	2960.0	10.0	6=>3	8390.0	18.0									
201148032901	ダ	右	1300	晴	良	10:50	第一回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		5.0	970.0	4.0	5.0	340.0	4.0	2.0	230	3.0	2-5	570.0	3.0	5=>2	2910.0	7.0	2-4-5	220.0	2.0	5=>2=>4	4890.0	10.0		45621	45261	4,5,2-6,1																				
201148032902	ダ	右	1400	晴	良	11:20	第二回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		2.0	1170.0	5.0	2.0	270.0	4.0	4.0	160	1.0	2-4	910.0	5.0	2=>4	2270.0	9.0	1-2-4	670.0	2.0	2=>4=>1	6830.0	28.0		2471356	2,4,7,1,3,5-6	2,4,1,7,3,5-6																				
201148032903	ダ	右	1400	晴	良	11:50	野田依楓誕生日記念		2011-3-29	28	名古屋	2	(定量)		7.0	110.0	1.0	7.0	100.0	1.0	3.0	100	2.0	3-7	160.0	1.0	7=>3	180.0	1.0	3-7-8	120.0	1.0	7=>3=>8	210.0	1.0		73861542	7,3,8,6,1-5,2,4	7,3,8,6,1-5,2,4			8.0	110	3.0															
201148032904	ダ	右	1400	晴	良	12:20	第三回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		6.0	1520.0	6.0	6.0	300.0	7.0	5.0	110	1.0	5-6	1410.0	6.0	6=>5	3170.0	13.0	5-6-7	1500.0	4.0	6=>5=>7	11690.0	40.0		675483291.0	674583291.0	675483291.0			7.0	130	2.0	5-6	1390.0	6.0	6=>5	3490.0	16.0									
201148032905	ダ	右	800	晴	良	12:50	第四回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		10.0	1260.0	5.0	10.0	240.0	5.0	4.0	110	1.0	4-10	2540.0	7.0	10=>4	5980.0	16.0	3-4-10	1280.0	5.0	10=>4=>3	18950.0	48.0				10,4,3,7,6-5-9,1,8,2			3.0	110	2.0	4-8	1980.0	6.0	8=>4	7000.0	15.0									
201148032906	ダ	右	1400	晴	良	13:20	第五回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		9.0	770.0	3.0	9.0	200.0	3.0	4.0	280	5.0	4-9	3790.0	11.0	9=>4	8990.0	23.0	1-4-9	4120.0	13.0	9=>4=>1	32600.0	85.0		37941012856	3,7,9,4,1,10-2,8,5,6	3,7,9,4,1,10-2,8,5-6			1.0	150	2.0	4-8	3190.0	9.0	8=>4	4310.0	16.0									
201148032907	ダ	右	1400	晴	良	13:50	第六回高須シヅ杯		2011-3-29	28	名古屋	2	(定量)		3.0	120.0	1.0	3.0	100.0	1.0	6.0	110	2.0	3-6	170.0	1.0	3=>6	190.0	1.0	2-3-6	260.0	1.0	3=>6=>2	460.0	2.0		36927510148.0	36927510148.0	36279510148.0			2.0	130	4.0	3-6	190.0	1.0	3=>6	250.0	1.0									
201148032908	ダ	右	1400	晴	良	14:20	サラC12組		2011-3-29	28	名古屋	2	(定量)		3.0	220.0	1.0	3.0	100.0	1.0	1.0	110	2.0	1-3	350.0	1.0	3=>1	550.0	1.0	1-3-10	420.0	1.0	3=>1=>10	1300.0	1.0		39104762158.0	31094612758.0	31094162758.0			10.0	150	3.0	1-3	250.0	1.0	3=>1	660.0	1.0									
201148032909	ダ	右	1600	晴	良	14:50	サラB5組		2011-3-29	28	名古屋	2	(定量)		1.0	370.0	2.0	1.0	120.0	1.0	10.0	200	4.0	1-10	1300.0	6.0	1=>10	1970.0	6.0	1-7-10	3160.0	13.0	1=>10=>7	13820.0	44.0		11038972456.0	11087392546.0	11087392564.0			7.0	160	3.0	1-8	570.0	3.0	1=>8	850.0	3.0									
201148032910	ダ	右	1400	晴	良	15:20	名古屋CCストロベリ 		2011-3-29	28	名古屋	2	(定量)		1.0	410.0	2.0	1.0	150.0	2.0	4.0	190	4.0	1-4	1120.0	5.0	1=>4	2680.0	11.0	1-4-8	2400.0	9.0	1=>4=>8	11430.0	31.0		13456829710.0	13645829710.0	13648210759.0			8.0	230	5.0	1-4	1510.0	8.0	1=>4	2630.0	13.0									
201148033001	ダ	右	1400	晴	良	10:50	サラC11組		2011-3-30	28	名古屋	3	(定量)		5.0	340.0	3.0	5.0	100.0	3.0	9.0	100	1.0	5-9	260.0	1.0	5=>9	600.0	3.0	2-5-9	290.0	1.0	5=>9=>2	1820.0	5.0		928567314.0	925867314.0	925867134.0			2.0	100	2.0	5-8	230.0	1.0	5=>8	550.0	2.0									
201148033002	ダ	右	1400	晴	良	11:20	サラC10組		2011-3-30	28	名古屋	3	(定量)		5.0	180.0	2.0	5.0	100.0	2.0	6.0	100	1.0	5-6	100.0	1.0	5=>6	190.0	1.0	5-6-7	260.0	1.0	5=>6=>7	650.0	2.0		568741239.0	568742139.0	567842139.0			7.0	110	3.0	5-6	100.0	1.0	5=>6	220.0	2.0									
201148033003	ダ	右	1400	晴	良	11:50	サラC9組		2011-3-30	28	名古屋	3	(定量)		5.0	110.0	1.0	5.0	120.0	2.0	9.0	230	3.0	5-9	220.0	1.0	5=>9	240.0	1.0	5-6-9	700.0	4.0	5=>9=>6	1210.0	5.0		56892371.0	56892371.0	58692371.0			6.0	400	5.0	5-8	140.0	1.0	5=>8	130.0	1.0									
201148033004	ダ	右	800	晴	良	12:20	サラ3歳7組		2011-3-30	28	名古屋	3	(定量)		2.0	110.0	1.0	2.0	100.0	1.0	1.0	220	6.0	1-2	960.0	4.0	2=>1	1140.0	5.0	1-2-4	690.0	3.0	2=>1=>4	3290.0	10.0				281945376.0			4.0	130	2.0	1-2	870.0	4.0	2=>1	1510.0	6.0									
201148033005	ダ	右	1300	晴	良	12:50	サラC8組		2011-3-30	28	名古屋	3	(定量)		4.0	700.0	2.0	4.0	120.0	2.0	3.0	100	1.0	3-4	120.0	1.0	4=>3	480.0	2.0	3-4-5	430.0	2.0	4=>3=>5	1580.0	6.0		59103427861	5,4,3-9,10,2,7-6,8,1	4,5,3-10,9,2,7-6-8,1			5.0	130	3.0	3-4	120.0	1.0	4=>3	550.0	2.0									
201148033006	ダ	右	1400	晴	良	13:20	サラ3歳6組		2011-3-30	28	名古屋	3	(定量)		4.0	3080.0	6.0	4.0	400.0	6.0	6.0	210	5.0	4-6	5370.0	15.0	4=>6	10380.0	27.0	2-4-6	4130.0	15.0	4=>6=>2	42420.0	113.0		14102368795.0	14102638795.0	41210683795.0			2.0	130	1.0	4-6	6070.0	18.0	4=>6	13490.0	36.0									
201148033007	ダ	右	1400	晴	良	13:50	サラ3歳5組		2011-3-30	28	名古屋	3	(定量)		9.0	230.0	2.0	9.0	100.0	1.0	10.0	120	2.0	9-10	200.0	1.0	9=>10	430.0	2.0	1-9-10	1810.0	6.0	9=>10=>1	3900.0	13.0		81091543672.0	89101763452.0	98101734652.0			1.0	390	6.0	8-8	210.0	1.0	8=>8	170.0	1.0									
201148033008	ダ	右	1400	晴	良	14:20	文菜・莉理菜・志衣菜		2011-3-30	28	名古屋	3	(定量)		3.0	110.0	1.0	3.0	100.0	2.0	2.0	100	1.0	2-3	150.0	1.0	3=>2	180.0	1.0	1-2-3	310.0	2.0	3=>2=>1	450.0	1.0		23718410965	2,3,7,1,4,8,10-9,5,6	23714810956			1.0	140	4.0	2-3	170.0	1.0	3=>2	200.0	1.0									
201148033009	ダ	右	1600	晴	良	14:50	サラB7組		2011-3-30	28	名古屋	3	(定量)		2.0	320.0	3.0	2.0	130.0	4.0	5.0	130	3.0	2-5	670.0	3.0	2=>5	1820.0	9.0	2-5-6	270.0	1.0	2=>5=>6	2120.0	10.0		256197438	256197348	2,5,6-1,9,7,3,4,8			6.0	110	1.0	2-5	620.0	3.0	2=>5	1340.0	7.0									
201148033010	ダ	右	1400	晴	良	15:20	サラB6組		2011-3-30	28	名古屋	3	(定量)		7.0	210.0	1.0	7.0	130.0	2.0	8.0	260	5.0	7-8	660.0	3.0	7=>8	990.0	5.0	4-7-8	580.0	3.0	7=>8=>4	2200.0	4.0		71048951263.0	71084952163.0	71084592163.0			4.0	160	3.0	7-7	650.0	3.0	7=>7	640.0	4.0									
201148033011	ダ	右	1600	晴	良	15:55	アルメリア特別 		2011-3-30	28	名古屋	3	(定量)		3.0	170.0	1.0	3.0	110.0	1.0	2.0	110	2.0	2-3	590.0	3.0	3=>2	820.0	4.0	2-3-7	820.0	3.0	3=>2=>7	3120.0	9.0		73182465109.0	73821461059.0	37284161059.0			7.0	160	4.0	2-3	770.0	3.0	3=>2	940.0	4.0									
201148033101	ダ	右	800	晴	良	10:50	サラ3歳10組		2011-3-31	28	名古屋	4	(定量)		5.0	530.0	3.0	5.0	160.0	3.0	1.0	170	4.0	1-5	1510.0	6.0	5=>1	2890.0	12.0	1-5-8	770.0	3.0	5=>1=>8	6340.0	22.0				523814976.0			8.0	110	1.0	1-5	1210.0	6.0	5=>1	2910.0	12.0									
201148033102	ダ	右	1400	晴	良	11:20	サラ3歳9組		2011-3-31	28	名古屋	4	(定量)		9.0	600.0	3.0	9.0	200.0	4.0	1.0	180	3.0	1-9	1990.0	5.0	9=>1	5200.0	13.0	1-8-9	3990.0	10.0	9=>1=>8	25670.0	57.0		3918675	9,3,1,8,6,7-5	9,1,3,8,6,7-5			8.0	310	5.0	1-8	1250.0	4.0	8=>1	1970.0	6.0									
201148033103	ダ	右	1400	晴	良	11:50	サラC6組		2011-3-31	28	名古屋	4	(定量)		8.0	1600.0	4.0	8.0	390.0	7.0	2.0	100	1.0	2-8	1660.0	6.0	8=>2	6300.0	16.0	2-7-8	8580.0	20.0	8=>2=>7	140430.0	170.0		124897356	(1,2)-4,8,3,7,5,9,6	218347659			7.0	170	2.0	2-8	1270.0	6.0	8=>2	14470.0	24.0									
201148033104	ダ	右	1300	晴	良	12:20	サラC5組		2011-3-31	28	名古屋	4	(定量)		9.0	300.0	3.0	9.0	220.0	3.0	5.0	120	2.0	5-9	430.0	3.0	9=>5	1290.0	6.0	5-8-9	1500.0	6.0	9=>5=>8	4950.0	17.0		958472163	9,5,4,8,2,7-1,6,3	9,5,4,8,2,7-6,1,3			8.0	410	7.0	5-8	340.0	2.0	8=>5	680.0	4.0									
201148033105	ダ	右	1400	晴	良	12:50	サラ3歳8組		2011-3-31	28	名古屋	4	(定量)		6.0	230.0	1.0	6.0	180.0	4.0	5.0	170	2.0	5-6	560.0	1.0	6=>5	1040.0	2.0	2-5-6	5410.0	20.0	6=>5=>2	15910.0	53.0		69457231018.0	69457231018.0	69574231018.0			2.0	390	8.0	5-6	620.0	1.0	6=>5	1380.0	6.0									
201148033106	ダ	右	1400	晴	良	13:20	サラC4組		2011-3-31	28	名古屋	4	(定量)		4.0	200.0	2.0	4.0	100.0	1.0	10.0	110	2.0	4-10	200.0	1.0	4=>10	430.0	2.0	3-4-10	910.0	3.0	4=>10=>3	2440.0	8.0		11034826795.0	11034826975.0	11034829675.0			3.0	240	5.0	4-8	200.0	1.0	4=>8	340.0	1.0									
201148033107	ダ	右	1400	晴	良	13:50	がんばれ東日本		2011-3-31	28	名古屋	4	(定量)		4.0	120.0	1.0	4.0	100.0	2.0	3.0	100	1.0	3-4	140.0	1.0	4=>3	180.0	1.0	2-3-4	170.0	1.0	4=>3=>2	270.0	1.0		6734121058.0	6432711085.0	6423171085.0			2.0	120	3.0	3-4	140.0	1.0	4=>3	160.0	1.0									
201148033108	ダ	右	1400	晴	良	14:20	がんばれ名古屋競馬		2011-3-31	28	名古屋	4	(定量)		1.0	110.0	1.0	1.0	100.0	1.0	3.0	120	2.0	1-3	160.0	1.0	1=>3	200.0	1.0	1-3-8	1020.0	4.0	1=>3=>8	1410.0	5.0		13824510697	1,3,8,2,5,4,10,6-9-7	1,3,8,5,2,4,10-6-9,7			8.0	200	6.0	1-3	160.0	1.0	1=>3	190.0	1.0									
201148033109	ダ	右	1400	晴	良	14:50	サラB9組		2011-3-31	28	名古屋	4	(定量)		8.0	110.0	1.0	8.0	100.0	1.0	6.0	100	2.0	6-8	130.0	1.0	8=>6	140.0	1.0	6-7-8	300.0	2.0	8=>6=>7	440.0	2.0		3,8,6,7,5,2,9-1,4	3,8,6,7,2,5-9,4,1	3,8,6,7,2,5-9,4,1			7.0	180	4.0	6-8	120.0	1.0	8=>6	160.0	1.0									
