	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201154021203	ダ	右	1300	晴	重	16:30	C3　ー4		2011-2-12	17	高知	3	(見込)		5.0	160.0	1.0	5.0	100.0	1.0	7.0	100	2.0	5-7	100.0	1.0	5-7	100	1.0	4-5	190	4.0	4-7	110	2.0	5=>7	140.0	1.0	4-5-7	230.0	1.0	5=>7=>4	270.0	1.0	3,(1,5),(2,7),4,6,8	3,1,5,(2,7),4,6,8	3,5,7,(1,4),2,6,8	57342168			4.0	150.0	4.0			
201154022001	ダ	右	1300	曇	重	15:30	3歳　ー2		2011-2-20	17	高知	6	(見込)		9.0	810.0	3.0	9.0	250.0	5.0	8.0	160	2.0	8-9	410.0	2.0	8-9	180	2.0	6-9	460	6.0	6-8	390	5.0	9=>8	800.0	4.0	6-8-9	600.0	2.0	9=>8=>6	3360.0	10.0	8,9,3,4,(1,6,7),2,5	8,9,(3,4),(1,6,7),2,5	(8,9),(3,4),(6,7),1,2,5	(8,9),3,(6,4),7,2,1,5			6.0	220.0	3.0			
201154022601	ダ	右	1300	晴	稍重	15:30	横浪県立自然公園特別		2011-2-26	18	高知	2	(見込)		2.0	380.0	2.0	2.0	100.0	2.0	8.0	100	1.0	2-8	180.0	1.0	2-8	120	1.0	2-7	220	3.0	7-8	160	2.0	2=>8	540.0	2.0	2-7-8	210.0	1.0	2=>8=>7	890.0	2.0	(5,7),6,1,8,(2,4),3	5,7,(1,6),(2,8),4,3	(5,7),(2,8),1,6,(3,4)	82735164			7.0	130.0	3.0			
201154022602	ダ	右	1300	晴	稍重	16:00	TosaーBingo		2011-2-26	18	高知	2	(見込)		7.0	1680.0	6.0	7.0	210.0	5.0	9.0	180	2.0	7-9	1190.0	5.0	7-9	820	8.0	3-7	1,900	16.0	3-9	950	11.0	7=>9	3530.0	16.0	3-7-9	5810.0	19.0	7=>9=>3	28590.0	90.0	1,2,(7,9),10,(3,8),4,6,5	1,2,9,7,(3,10),8,6,4,5	(2,9),(1,6),7,10,3,8,4,5	92763108145			3.0	270.0	6.0			
201154022603	ダ	右	1300	晴	稍重	16:30	TosaーBingo		2011-2-26	18	高知	2	(見込)		6.0	130.0	1.0	6.0	100.0	2.0	5.0	110	3.0	5-6	400.0	2.0	5-6	130	2.0	6-8	130	1.0	5-8	320	6.0	6=>5	860.0	3.0	5-6-8	230.0	1.0	6=>5=>8	900.0	2.0	7,5,(1,6),3,9,2,(4,8)	7,5,1,3,6,(2,9),4,8	(7,5),6,(1,3),(2,9),8,4	5,6,8,(7,3),9,1,2,4			8.0	100.0	1.0			
201154022604	ダ	右	1300	晴	稍重	17:10	鞆の浦シリーズ第二戦		2011-2-26	18	高知	2	(見込)		6.0	890.0	2.0	6.0	100.0	1.0	11.0	100	2.0	6-11	280.0	1.0	6-11	130	1.0	6-8	320	4.0	8-11	150	2.0	6=>11	1830.0	7.0	6-8-11	560.0	1.0	6=>11=>8	4260.0	11.0	4,8,(1,12),9,6,11,7,2,(3,10),5	481129611273105	(4,8),1,12,9,11,6,7,2,10,3,5	118146791221053			8.0	130.0	3.0			
201154022605	ダ	右	1300	晴	稍重	17:50	駿君初めての高知特別		2011-2-26	18	高知	2	(見込)		5.0	520.0	2.0	5.0	190.0	3.0	2.0	120	2.0	2-5	910.0	4.0	2-5	110	3.0	5-6	100	2.0	2-6	100	1.0	5=>2	2270.0	6.0	2-5-6	120.0	1.0	5=>2=>6	3020.0	9.0	2,1,5,(3,6),4	251634	251643	526413								
201154022606	ダ	右	1300	晴	稍重	18:20	雅之・波美祝結婚特別		2011-2-26	18	高知	2	(見込)		2.0	120.0	1.0	2.0	100.0	1.0	1.0	170	3.0	1-2	530.0	2.0	1-2	200	5.0	2-4	120	1.0	1-4	160	2.0	2=>1	560.0	2.0	1-2-4	210.0	1.0	2=>1=>4	760.0	3.0	1627453	1,6,2,(4,7),5,3	1624753	1246573								
201154022607	ダ	右	1300	晴	稍重	18:50	祝・健仁晶子結婚特別		2011-2-26	18	高知	2	(見込)		3.0	580.0	4.0	3.0	100.0	2.0	7.0	100	3.0	3-7	680.0	4.0	3-7	210	4.0	2-3	150	2.0	2-7	160	3.0	3=>7	2280.0	12.0	2-3-7	310.0	2.0	3=>7=>2	3980.0	20.0	(2,7),5,(3,4),8,1,6	2,7,5,(3,4),1,8,6	2,7,3,4,5,(1,8),6	(2,7),3,4,6,1,5,8			2.0	100.0	1.0			
201154022608	ダ	右	1400	晴	稍重	19:20	土佐はちきん地鶏特別 		2011-2-26	18	高知	2	(見込)		3.0	110.0	1.0	3.0	100.0	1.0	2.0	110	2.0	2-3	330.0	2.0	2-3	170	2.0	3-4	340	5.0	2-4	270	4.0	3=>2	470.0	2.0	2-3-4	680.0	4.0	3=>2=>4	1670.0	7.0	3,(5,6),4,(8,7),1,2	36541872	3,6,4,5,1,(8,7),2	31476285			4.0	190.0	4.0			
201154030601	ダ	右	1400	雨	重	15:30	土佐の雛まつり特別		2011-3-6	18	高知	4	(見込)		5.0	1350.0	4.0	5.0	490.0	7.0	11.0	1,270	9.0	5-11	31760.0	40.0	5-11	3,180	27.0	2-5	970	9.0	2-11	3,180	27.0	5=>11	49970.0	60.0	2-5-11	44380.0	63.0	5=>11=>2	551300.0	420.0	11,6,(5,9),3,7,4,10,2,8,1	1165937410281	11,6,(5,9),3,7,(8,10),4,2,1	11,5,6,(8,3),(7,10,2),(4,9),1			2.0	220.0	3.0			
201154030602	ダ	右	1400	雨	重	16:00	土佐珍味どろめ特別		2011-3-6	18	高知	4	(見込)		3.0	280.0	1.0	3.0	190.0	4.0	8.0	440	6.0	3-8	5750.0	18.0	3-8	1,760	21.0	2-3	190	1.0	2-8	690	11.0	3=>8	8650.0	29.0	2-3-8	9060.0	21.0	3=>8=>2	42570.0	116.0	3,8,(5,6),2,4,1,7	3,8,(5,6),2,4,1,7	3,8,(2,5,6),(4,1),7	3,8,2,(5,1),6,4,7			2.0	120.0	1.0			
201154030603	ダ	右	1300	雨	重	16:30	子川・松浦家結婚特別		2011-3-6	18	高知	4	(見込)		2.0	110.0	1.0	2.0	100.0	1.0	3.0	100	2.0	2-3	110.0	1.0	2-3	100	1.0	2-4	130	3.0	3-4	120	2.0	2=>3	130.0	1.0	2-3-4	120.0	1.0	2=>3=>4	190.0	1.0	356124	3,5,(1,6),2,4	3,5,2,(1,6),4	(3,2),(5,4),1,6								
201154030604	ダ	右	1300	雨	重	17:10	C1ロ		2011-3-6	18	高知	4	(見込)		4.0	180.0	1.0	4.0	130.0	2.0	1.0	130	3.0	1-4	280.0	2.0	1-4	130	1.0	4-6	280	4.0	1-6	600	5.0	4=>1	510.0	3.0	1-4-6	2010.0	7.0	4=>1=>6	4970.0	12.0	4,(3,5),2,7,1,6	4532176	4532176	4,(6,3),1,5,2,7								
201154030605	ダ	右	1300	雨	重	17:50	3歳　ー2		2011-3-6	18	高知	4	(見込)		4.0	180.0	1.0	4.0	110.0	1.0	7.0	150	3.0	4-7	280.0	1.0	4-7	140	1.0	2-4	1,180	15.0	2-7	1,020	13.0	4=>7	450.0	1.0	2-4-7	3990.0	11.0	4=>7=>2	20820.0	49.0	74982563110	74982653110	7,4,9,(2,8),6,3,5,1,10	4,7,2,9,(5,3),1,8,6,10			2.0	850.0	8.0			
201154031401	ダ	右	1300			13:50	頑張れ高知けいば特別		2011-3-14	18	高知	6	(見込)																																											
201154031402	ダ	右	1300			14:20	高知県馬事協議会特別		2011-3-14	18	高知	6	(見込)																																											
201154031403	ダ	右	1400			14:50	岩滝山特別		2011-3-14	18	高知	6	(見込)																																											
201154031404	ダ	右	1300			15:20	高知けいば応援特別		2011-3-14	18	高知	6	(見込)																																											
201154031405	ダ	右	1400			15:55	はりまや盃[JRA指 		2011-3-14	18	高知	6	(定量)																																											
201154031406	ダ	右	1400			16:30	黒船賞[指定交流]	G3	2011-3-14	18	高知	6	(別定)																																											
201154031407	ダ	右	1300			17:20	週刊ギャロップ特別		2011-3-14	18	高知	6	(見込)																																											
201154031408	ダ	右	1300			17:50	阿波尾鶏特別		2011-3-14	18	高知	6	(見込)																																											
201154031409	ダ	右	1300			18:20	香川県馬事協議会特別		2011-3-14	18	高知	6	(見込)																																											
201154031410	ダ	右	1400			18:55	愛媛県畜産協会特別 		2011-3-14	18	高知	6	(見込)																																											
201154031901	ダ	右	1300	晴	良	13:40	3歳ロ		2011-3-19	19	高知	1	(見込)		2.0	120.0	1.0	2.0	100.0	1.0	3.0	110	2.0	2-3	150.0	1.0	2-3	120	1.0	2-4	120	2.0	3-4	240	4.0	2=>3	220.0	1.0	2-3-4	200.0	1.0	2=>3=>4	440.0	1.0	2473516	2473516	2,4,(3,7),1,5,6	2437165								
201154032601	ダ	右	1300	晴	稍重	13:55	3歳　ー1		2011-3-26	19	高知	3	(見込)		1.0	100.0	1.0	1.0	100.0	1.0	4.0	110	2.0	1-4	200.0	1.0	1-4	130	2.0	1-5	110	1.0	4-5	140	4.0	1=>4	290.0	1.0	1-4-5	200.0	1.0	1=>4=>5	540.0	1.0	153246	1,5,3,4,(2,6)	154362	145632								
201154032602	ダ	右	1300	晴	稍重	14:25	ありがとう特別		2011-3-26	19	高知	3	(見込)		7.0	120.0	1.0	7.0	100.0	1.0	8.0	170	5.0	7-8	1270.0	4.0	7-8	210	3.0	6-7	140	1.0	6-8	970	12.0	7=>8	1260.0	5.0	6-7-8	740.0	4.0	7=>8=>6	4210.0	15.0	6,7,(2,8),3,(1,4,5)	6,(2,7),8,3,1,4,5	6,7,(2,8),(1,3,4),5	6,7,(1,8),2,3,4,5			6.0	120.0	2.0			
201154032603	ダ	右	1300	晴	稍重	14:55	佐古ちゃん誕生日特別		2011-3-26	19	高知	3	(見込)		1.0	150.0	1.0	1.0	100.0	1.0	3.0	100	3.0	1-3	190.0	1.0	1-3	110	1.0	1-6	160	2.0	3-6	280	6.0	1=>3	280.0	1.0	1-3-6	360.0	2.0	1=>3=>6	840.0	2.0	13678524	13675824	1,3,(6,5),7,8,(2,4)	13657842			6.0	100.0	2.0			
201154040201	ダ	右	1300	晴	良	15:30	C3ロ		2011-4-2	1	高知	2	(見込)		4.0	100.0	1.0	4.0	100.0	1.0	7.0	260	5.0	4-7	820.0	4.0	4-7	420	6.0	1-4	130	1.0	1-7	610	7.0	4=>7	1180.0	4.0	1-4-7	970.0	4.0	4=>7=>1	2320.0	9.0	7,3,4,6,9,(5,8),(2,1)	7,(3,4),6,5,8,9,1,2	7,4,(3,6),8,1,(5,9),2	741836592			1.0	130.0	2.0			
201154040202	ダ	右	1300	晴	良	16:00	C3イ		2011-4-2	1	高知	2	(見込)		3.0	290.0	2.0	3.0	100.0	3.0	8.0	100	1.0	3-8	200.0	1.0	3-8	110	1.0	3-6	140	3.0	6-8	110	2.0	3=>8	350.0	1.0	3-6-8	120.0	1.0	3=>8=>6	670.0	3.0	3,8,7,6,4,1,(2,5)	3,8,(7,6),4,1,5,2	3,8,6,7,4,1,(2,5)	36874152			6.0	100.0	2.0			
201154040203	ダ	右	1300	晴	良	16:30	C2　ー6		2011-4-2	1	高知	2	(見込)		7.0	290.0	2.0	7.0	190.0	2.0	2.0	220	3.0	2-7	560.0	3.0	2-7	380	3.0	3-7	3,150	12.0	2-3	3,490	13.0	7=>2	1220.0	5.0	2-3-7	7790.0	12.0	7=>2=>3	23410.0	37.0	7,2,4,(3,6),(1,5)	7,2,3,4,6,(1,5)	7,2,(3,4),6,1,5	7,(3,2),4,1,6,5								
201154040204	ダ	右	1300	晴	良	17:00	C2　ー5		2011-4-2	1	高知	2	(見込)		7.0	130.0	1.0	7.0	130.0	1.0	6.0	210	3.0	6-7	1090.0	2.0	6-7	320	4.0	3-7	560	5.0	3-6	2,810	13.0	7=>6	1850.0	3.0	3-6-7	7900.0	11.0	7=>6=>3	10830.0	19.0	1726345	1726345	(1,7),2,(6,3),5,4	7,1,(6,3),2,4,5								
201154040901	ダ	右	1300	晴	不良	15:20	C1ロ		2011-4-9	1	高知	3	(見込)		2.0	3430.0	5.0	2.0	780.0	6.0	6.0	100	1.0	2-6	2890.0	6.0	2-6	470	6.0	2-5	880	9.0	5-6	120	1.0	2=>6	11420.0	15.0	2-5-6	1800.0	4.0	2=>6=>5	49270.0	50.0	2,5,(3,6),4,1	253641	2,(3,5,6),4,1	2,6,3,(1,5),4								
201154040902	ダ	右	1900	晴	不良	15:50	二十四万石賞	G	2011-4-9	1	高知	3	(定量)		6.0	1500.0	5.0	6.0	910.0	8.0	7.0	260	3.0	6-7	3340.0	8.0	6-7	1,310	14.0	6-10	800	8.0	7-10	470	4.0	6=>7	5650.0	13.0	6-7-10	4740.0	12.0	6=>7=>10	42090.0	94.0	26181057439	26181057439	2,6,10,8,(1,5),7,4,3,9	61072518349			10.0	190.0	2.0			
201154040903	ダ	右	1300	晴	不良	16:35	雪森りんご誕生日特別		2011-4-9	1	高知	3	(見込)		2.0	170.0	1.0	2.0	100.0	1.0	3.0	220	5.0	2-3	700.0	3.0	2-3	280	4.0	2-8	150	1.0	3-8	1,010	13.0	2=>3	990.0	4.0	2-3-8	650.0	3.0	2=>3=>8	2800.0	9.0	2,(7,10),8,(3,11),4,6,9,1	271083411691	2,(4,7),10,8,3,6,11,9,1	2,(3,4,8),6,7,10,9,11-1			8.0	110.0	2.0			
201154041601	ダ	右	1300	晴	良	15:30	C3　ー6		2011-4-16	1	高知	5	(見込)		2.0	110.0	1.0	2.0	100.0	1.0	1.0	100	2.0	1-2	100.0	1.0	1-2	100	1.0	2-4	120	3.0	1-4	110	2.0	2=>1	120.0	1.0	1-2-4	130.0	1.0	2=>1=>4	230.0	1.0	45213	45213	(4,2),5,(3,1)	24153								
201154041602	ダ	右	1300	晴	良	16:00	C3　ー5		2011-4-16	1	高知	5	(見込)		1.0	280.0	2.0	1.0	100.0	2.0	3.0	100	3.0	1-3	220.0	1.0	1-3	130	1.0	1-6	130	1.0	3-6	190	3.0	1=>3	340.0	1.0	1-3-6	260.0	1.0	1=>3=>6	850.0	1.0	1,5,6,4,(3,8),2,7	1,5,6,4,3,(2,8),7	1,(5,6),4,3,(2,7,8)	16347528			6.0	100.0	1.0			
201154041603	ダ	右	1300	晴	良	16:30	C3　ー4		2011-4-16	1	高知	5	(見込)		4.0	210.0	2.0	4.0	100.0	2.0	1.0	100	1.0	1-4	150.0	1.0	1-4	100	2.0	4-5	100	3.0	1-5	100	1.0	4=>1	280.0	2.0	1-4-5	110.0	1.0	4=>1=>5	450.0	2.0	14527683	14527638	14527638	1,4,5,2,(6,7),3,8			5.0	100.0	3.0			
201154041604	ダ	右	1400	晴	良	17:05	ニートの一万円は特別		2011-4-16	1	高知	5	(見込)		3.0	190.0	1.0	3.0	210.0	3.0	6.0	120	1.0	3-6	230.0	1.0	3-6	130	2.0	3-5	120	1.0	5-6	150	3.0	3=>6	510.0	3.0	3-5-6	180.0	1.0	3=>6=>5	880.0	2.0	5364172	5316247	5,3,(1,6),(2,4),7	3561247								
201154041605	ダ	右	1400	晴	良	17:40	C3　ー2		2011-4-16	1	高知	5	(見込)		2.0	140.0	1.0	2.0	100.0	1.0	5.0	100	2.0	2-5	300.0	2.0	2-5	130	2.0	1-2	120	1.0	1-5	220	4.0	2=>5	420.0	2.0	1-2-5	250.0	1.0	2=>5=>1	600.0	2.0	58243716	58243761	52843716	25138476			1.0	110.0	3.0			
201154041606	ダ	右	1400	晴	良	18:15	紙のこいのぼり特別 		2011-4-16	1	高知	5	(見込)		6.0	210.0	2.0	6.0	110.0	2.0	4.0	110	1.0	4-6	230.0	1.0	4-6	150	1.0	6-7	240	3.0	4-7	430	7.0	6=>4	490.0	2.0	4-6-7	570.0	3.0	6=>4=>7	1590.0	3.0	6,7,(2,5),4,1,8,3	67521438	67542138	67543218			7.0	120.0	3.0			
201154041607	ダ	右	1300	晴	良	18:45	C2　ー4		2011-4-16	1	高知	5	(見込)		5.0	230.0	1.0	5.0	150.0	3.0	4.0	140	2.0	4-5	240.0	1.0	4-5	160	1.0	5-7	360	6.0	4-7	670	9.0	5=>4	470.0	2.0	4-5-7	850.0	3.0	5=>4=>7	2210.0	6.0	159247863	159247386	1,5,9,(2,4),7,3,6,8	154927368			7.0	320.0	5.0			
201154041608	ダ	右	1400	晴	良	19:15	C2　ー3		2011-4-16	1	高知	5	(見込)		1.0	120.0	1.0	1.0	110.0	1.0	3.0	300	4.0	1-3	670.0	3.0	1-3	170	2.0	1-6	120	1.0	3-6	260	5.0	1=>3	740.0	3.0	1-3-6	370.0	2.0	1=>3=>6	1460.0	4.0	(3,4,7),6,1,5,2	7346152	7,3,(1,6),4,5,2	1367542								
201154041609	ダ	右	1400	晴	良	19:50	C2　ー2		2011-4-16	1	高知	5	(見込)		3.0	250.0	1.0	3.0	110.0	1.0	4.0	160	4.0	3-4	960.0	5.0	3-4	490	5.0	3-8	4,450	22.0	4-8	10,060	27.0	3=>4	1970.0	8.0	3-4-8	26000.0	38.0	3=>4=>8	44790.0	103.0	3,4,8,1,2,(6,5),7	34816257	3,4,8,(6,1,2),5,7	38214765			8.0	1,450	8.0			
201154041610	ダ	右	1400	晴	良	20:25	新緑萌ゆる土佐路特別 		2011-4-16	1	高知	5	(見込)		6.0	120.0	1.0	6.0	100.0	1.0	8.0	140	3.0	6-8	330.0	2.0	6-8	170	2.0	4-6	570	7.0	4-8	1,020	10.0	6=>8	440.0	2.0	4-6-8	2000.0	5.0	6=>8=>4	3290.0	9.0	34675821	34657281	34675821	64387512			4.0	400	5.0			
201154042201	ダ	右	1300	曇	稍重	15:20	3歳　ー2		2011-4-22	2	高知	1	(見込)		2.0	300.0	2.0	2.0	100.0	1.0	4.0	100	2.0	2-4	310.0	2.0	2-4	200	3.0	2-6	780	8.0	4-6	440	4.0	2=>4	870.0	4.0	2-4-6	1030.0	3.0	2=>4=>6	5630.0	14.0	34526198710	34526189710	34526189710	4,3,(6,2),8,5,1,9,7,10			6.0	120	3.0			
201154042202	ダ	右	1400	曇	稍重	15:50	スピカ特別 		2011-4-22	2	高知	1	(別定)		5.0	710.0	3.0	5.0	210.0	2.0	7.0	850	7.0	5-7	8460.0	17.0	5-7	2,150	20.0	3-5	740	10.0	3-7	4,230	26.0	5=>7	18230.0	36.0	3-5-7	17390.0	38.0	5=>7=>3	126700.0	195.0	57826314	57862314	57863214	5,7,(6,8),3,4,1,2			3.0	250	3.0			
201154042203	ダ	右	1300	曇	稍重	16:30	C3ホ		2011-4-22	2	高知	1	(見込)		10.0	170.0	1.0	10.0	100.0	1.0	4.0	110	2.0	4-10	120.0	1.0	4-10	130	1.0	9-10	490	8.0	4-9	450	5.0	10=>4	180.0	1.0	4-9-10	570.0	2.0	10=>4=>9	980.0	3.0	7,3,10,5,9,(4,6),8,1,2	73105491682	7,10,(3,5),4,(8,9),(1,6),2	10,4,7,(3,9,5),6,1,8,2			9.0	120	3.0			
201154042204	ダ	右	1300	曇	稍重	17:00	3歳　ー1		2011-4-22	2	高知	1	(見込)		6.0	160.0	1.0	6.0	100.0	1.0	3.0	100	2.0	3-6	180.0	1.0	3-6	110	1.0	5-6	190	5.0	3-5	190	4.0	6=>3	190.0	1.0	3-5-6	180.0	1.0	6=>3=>5	400.0	1.0	3,6,5,2,4,(1,8),7	36524187	36542817	(3,6),5,4,2,1,8,7			5.0	110	3.0			
201154042301	ダ	右	1300	晴	不良	15:20	C3　ー12		2011-4-23	2	高知	2	(見込)		3.0	110.0	1.0	3.0	120.0	2.0	5.0	120	1.0	3-5	190.0	1.0	3-5	110	1.0	3-6	110	2.0	5-6	190	4.0	3=>5	340.0	1.0	3-5-6	220.0	1.0	3=>5=>6	580.0	1.0	6,(1,3),5,(2,4),7	6135247	6,3,1,5,7,(2,4)	5631274								
201154042302	ダ	右	1600	晴	不良	15:50	大蛇藤まつり特別		2011-4-23	2	高知	2	(見込)		5.0	280.0	2.0	5.0	100.0	1.0	1.0	190	4.0	1-5	1050.0	5.0	1-5	210	2.0	5-9	250	3.0	1-9	420	5.0	5=>1	1420.0	5.0	1-5-9	850.0	3.0	5=>1=>9	3130.0	8.0	6,8,11,(5,7),3,9,(4,10),(2,1)	6811573294110	(6,8,11),(5,7),9,1,3,2,(4,10)	5111982673104			9.0	140	3.0			
201154043001	ダ	右	1300	曇	重	15:30	C3　ー2		2011-4-30	2	高知	3	(見込)		4.0	290.0	2.0	4.0	100.0	1.0	3.0	110	2.0	3-4	100.0	1.0	3-4	100	1.0	4-6	100	2.0	3-6	110	3.0	4=>3	310.0	2.0	3-4-6	100.0	1.0	4=>3=>6	370.0	2.0	354621	345261	(3,4),6,2,5,1	436215								
201154043002	ダ	右	1300	曇	重	16:00	C3　ー4		2011-4-30	2	高知	3	(見込)		7.0	590.0	3.0	7.0	100.0	1.0	2.0	150	4.0	2-7	1400.0	6.0	2-7	490	8.0	3-7	140	1.0	2-3	240	3.0	7=>2	1470.0	3.0	2-3-7	770.0	2.0	7=>2=>3	3190.0	2.0	3,5,(2,7),(1,4,8),6	3,(2,5),7,1,8,4,6	3,(2,5,7),(1,8),4,6	(2,3),7,5,1,(4,6),8			3.0	130	2.0			
201154043003	ダ	右	1300	曇	重	16:30	C3　ー3		2011-4-30	2	高知	3	(見込)		8.0	160.0	1.0	8.0	100.0	1.0	7.0	110	2.0	7-8	150.0	1.0	7-8	110	1.0	6-8	420	6.0	6-7	920	12.0	8=>7	200.0	1.0	6-7-8	1830.0	6.0	8=>7=>6	4570.0	16.0	158927436	158279346	1,(5,8),(2,7,4),3,6,9	8,(5,1,7),4,3,6,2,9			6.0	240	5.0			
