	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201048031706	ダ	右	1800	晴	稍重	13:55	ブラッドストーンオー 		2010-3-17	26	名古屋	3	(別定)		1	420	2	1	130	2	6	110	1							1-6	130	1				1=>6	420	2.0	1-2-6	260	2.0	1=>6=>2	1170	5.0		62143.0	62143.0	61243.0		
201048031707	ダ	右	1400	晴	稍重	14:30	サラB6組		2010-3-17	26	名古屋	3	(定量)		3	450	2	3	110	2	1	100	1	2.0	190	5.0				1-3	250	1				3=>1	1100	3.0	1-2-3	740	2.0	3=>1=>2	5830	17.0		31428576.0	31452876.0	31425876.0		
201048031708	ダ	右	1600	晴	稍重	15:05	JA愛知西農産物安全		2010-3-17	26	名古屋	3	(定量)		1	660	3	1	150	3	3	120	2	5.0	240	5.0				1-3	830	5				1=>3	2850	13.0	1-3-5	920	4.0	1=>3=>5	5960	25.0		14538762.0	14538762.0	14537682.0		
201048031709	ダ	右	1400	晴	稍重	15:40	サラC16組		2010-3-17	26	名古屋	3	(定量)		8	740	4	8	170	4	3	100	1	1.0	110	2.0	3-7	740.0	3.0	3-8	860	5	7=>3	2640.0	13.0	8=>3	2000	10.0	1-3-8	590	2.0	8=>3=>1	5120	13.0		89736104152.0	89371064152.0	83971461052.0		
201048031710	ダ	右	1900	晴	稍重	16:25	名古屋大賞典	G3	2010-3-17	26	名古屋	3	(別定)		1	490	4	1	110	2	7	100	1	6.0	110	3.0	1-6	420.0	2.0	1-7	440	2	1=>6	1420.0	5.0	1=>7	1280	5.0	1-6-7	330	1.0	1=>7=>6	3000	10.0		561117210123849.0	165711210312489.0	167251110348129.0		
201048031901	ダ	右	1400	晴	良	11:00	美容師!高橋一晃!大		2010-3-19	26	名古屋	5	(定量)		10	130	1	10	110	1	5	480	7	2.0	300	5.0	5-8	4350.0	9.0	5-10	5140	11	8=>5	2930.0	10.0	10=>5	2670	8.0	2-5-10	13440	23.0	10=>5=>2	81240	110.0		10493275681.0	10492375861.0	10492735816.0		
201048031902	ダ	右	1400	晴	良	11:30	頑張れ!来海えりか賞		2010-3-19	26	名古屋	5	(定量)		5	100	1	5	120	1	10	210	3	2.0	260	4.0	5-8	580.0	2.0	5-10	650	2	5=>8	530.0	2.0	5=>10	460	2.0	2-5-10	1710	6.0	5=>10=>2	3340	10.0		51082617934.0	51012867934.0	51012786934.0		
201048031903	ダ	右	1400	晴	良	12:00	加藤&角田&松田いつ		2010-3-19	26	名古屋	5	(定量)		3	260	2	3	100	1	6	100	2	10.0	290	6.0	3-6	140.0	1.0	3-6	140	1	3=>6	440.0	2.0	3=>6	520	2.0	3-6-10	1290	4.0	3=>6=>10	5410	16.0		38697101542	36897101524	(3,6),9,7,10,8,1,5,2,4		
201048031904	ダ	右	800	晴	良	12:30	省ちゃん勝ちゃん祝!		2010-3-19	26	名古屋	5	(定量)		6	110	1	6	100	1	2	100	2	1.0	310	7.0	2-6	210.0	1.0	2-6	220	1	6=>2	220.0	1.0	6=>2	310	1.0	1-2-6	1260	5.0	6=>2=>1	1860	6.0				61941028573.0		
201048031905	ダ	右	1400	晴	良	13:05	☆高橋一晃☆名古屋初		2010-3-19	26	名古屋	5	(定量)		5	160	1	5	100	1	9	100	2	10.0	120	3.0	5-8	130.0	1.0	5-9	150	1	5=>8	210.0	1.0	5=>9	330	1.0	5-9-10	160	1.0	5=>9=>10	610	2.0		10956813742.0	10956813742.0	10956831472.0		
201048032201	ダ	右	800	晴	良	11:00	サラ3歳11組		2010-3-22	26	名古屋	6	(定量)		3	190	2	3	100	1	6	140	3	9.0	200	4.0	3-6	610.0	3.0	3-6	820	4	3=>6	1230.0	5.0	3=>6	1040	5.0	3-6-9	1490	6.0	3=>6=>9	4290	16.0				36109785214.0		
201048032202	ダ	右	1400	晴	良	11:30	サラC6組		2010-3-22	26	名古屋	6	(定量)		5	110	1	5	100	1	8	150	3	2.0	190	4.0	5-8	450.0	2.0	5-8	350	2	5=>8	540.0	2.0	5=>8	460	2.0	2-5-8	2280	6.0	5=>8=>2	3050	10.0		583192764.0	583921746.0	583921764.0		
201048032203	ダ	右	1400	晴	良	12:00	佐藤太一☆肥田さや夏		2010-3-22	26	名古屋	6	(定量)		8	2310	3	8	120	3	7	100	2	4.0	100	1.0	7-8	1260.0	3.0	7-8	1590	4	8=>7	6390.0	16.0	8=>7	9090	17.0	4-7-8	330	1.0	8=>7=>4	10930	27.0		178465932.0	178465932.0	178465392.0		
201048032204	ダ	右	1300	晴	良	12:30	笠野励杯!!		2010-3-22	26	名古屋	6	(定量)		4	220	2	4	110	1	9	160	3	8.0	180	4.0	4-8	420.0	3.0	4-9	900	3	4=>8	750.0	4.0	4=>9	1590	5.0	4-8-9	1180	5.0	4=>9=>8	4510	17.0		984521736.0	982451736.0	984215736.0		
201048032205	ダ	右	1400	晴	良	13:05	會森美和。笠野家に嫁		2010-3-22	26	名古屋	6	(定量)		7	100	1	7	100	1	8	180	4	6.0	280	5.0				7-8	270	1				7=>8	270	1.0	6-7-8	880	4.0	7=>8=>6	1280	7.0		84657132.0	84576132.0	87461523.0		
201048032206	ダ	右	1400	晴	良	13:40	永島はるか祝☆東大進		2010-3-22	26	名古屋	6	(定量)		7	180	1	7	100	2	2	100	1	1.0	110	3.0				2-7	180	1				7=>2	330	1.0	1-2-7	140	1.0	7=>2=>1	460	1.0		17824563.0	17824536.0	17248563.0		
201048032207	ダ	右	1600	晴	良	14:15	がんばれ!ゆうま・A		2010-3-22	26	名古屋	6	(定量)		1	150	1	1	100	1	5	270	6	2.0	110	2.0	1-5	1170.0	2.0	1-5	1390	3	1=>5	1370.0	4.0	1=>5	1150	3.0	1-2-5	490	2.0	1=>5=>2	3030	10.0		126534789.0	126534789.0	125634798.0		
201048032208	ダ	右	1400	晴	良	14:50	川戸ファイナル記念		2010-3-22	26	名古屋	6	(定量)		3	740	4	3	130	4	7	100	1	2.0	120	3.0	3-7	480.0	3.0	3-7	510	3	3=>7	1760.0	6.0	3=>7	1310	6.0	2-3-7	560	3.0	3=>7=>2	4560	16.0		492735168.0	497253618.0	475239618.0		
201048032209	ダ	右	1600	晴	良	15:25	サラB12組		2010-3-22	26	名古屋	6	(定量)		8	470	2	8	100	2	3	100	1	1.0	140	3.0	3-7	210.0	1.0	3-8	220	1	7=>3	500.0	2.0	8=>3	510	2.0	1-3-8	420	1.0	8=>3=>1	1870	5.0		13895461027	13895461027	1,3,8,9,(4,5,6,10),7,2		
201048032301	ダ	右	800	曇	稍重	11:00	サラC27組		2010-3-23	27	名古屋	1	(定量)		1	120	1	1	100	1	8	100	2	10.0	110	3.0	1-7	220.0	2.0	1-8	160	1	1=>7	110.0	1.0	1=>8	150	1.0	1-8-10	160	1.0	1=>8=>10	310	1.0				1103892547.0		
201048032302	ダ	右	1400	曇	稍重	11:35	サラC26組		2010-3-23	27	名古屋	1	(定量)		7	1810	6	7	170	4	4	110	2	9.0	110	1.0	4-7	600.0	3.0	4-7	1750	7	7=>4	1190.0	6.0	7=>4	4050	15.0	4-7-9	910	2.0	7=>4=>9	8860	28.0		29103418765	29410381765	9,2,4,10,8,7,3,(1,6),5		
201048032401	ダ	右	800	雨	不良	11:00	サラC20組		2010-3-24	27	名古屋	2	(定量)		7	110	1	7	120	1	10	420	7	9.0	190	3.0	7-8	300.0	2.0	7-10	1210	4	7=>8	410.0	2.0	7=>10	860	4.0	7-9-10	1260	6.0	7=>10=>9	5590	17.0				7,(2,9),10,1,6,4,3,8,5		
201048032402	ダ	右	1400	雨	不良	11:35	サラC19組		2010-3-24	27	名古屋	2	(定量)		1	550	3	1	140	3	6	100	1	2.0	290	5.0	1-6	660.0	3.0	1-6	520	2	1=>6	1490.0	7.0	1=>6	1540	6.0	1-2-6	2980	7.0	1=>6=>2	18550	41.0		611028947.0	611024987.0	612410987.0		
201048032403	ダ	右	1400	雨	不良	12:10	サラC18組		2010-3-24	27	名古屋	2	(定量)		8	210	1	8	100	1	1	150	4	7.0	140	3.0	1-8	410.0	2.0	1-8	380	2	8=>1	540.0	1.0	8=>1	570	1.0	1-7-8	860	2.0	8=>1=>7	2550	6.0		516897342.0	516897432.0	851697432.0		
201048032404	ダ	右	1300	雨	不良	12:45	サラC17組		2010-3-24	27	名古屋	2	(定量)		5	200	1	5	100	1	8	130	4	7.0	130	3.0				5-8	290	1				5=>8	500	1.0	5-7-8	280	1.0	5=>8=>7	870	1.0		8,5,4,3,1,7,(2,6)	85714362	8,5,(1,7),4,3,6,2		
201048032501	ダ	右	1400	雨	不良	11:00	サラ3歳3組		2010-3-25	27	名古屋	3	(定量)		3	490	3	3	190	4	8	160	2	6.0	540	6.0				3-8	1090	6				3=>8	1460	6.0	3-6-8	2500	11.0	3=>8=>6	13310	56.0		36718254	36718425	3,6,(1,7),8,2,4,5		
201048032502	ダ	右	800	雨	不良	11:35	サラC15組		2010-3-25	27	名古屋	3	(定量)		6	180	1	6	100	1	4	100	2	7.0	110	3.0	4-6	180.0	1.0	4-6	220	1	6=>4	410.0	2.0	6=>4	360	2.0	4-6-7	140	1.0	6=>4=>7	540	2.0				46710925831.0		
201048032504	ダ	右	1300	曇	不良	12:45	サラC13組		2010-3-25	27	名古屋	3	(定量)		5	290	2	5	100	2	7	100	1	8.0	110	3.0				5-7	140	1				5=>7	410	2.0	5-7-8	170	1.0	5=>7=>8	800	3.0		7,5,8,1,4,(2,3),6	75843126	75843216		
201048032505	ダ	右	1600	雨	不良	13:20	サラB8組		2010-3-25	27	名古屋	3	(定量)		4	110	1	4	100	1	8	150	4	3.0	120	2.0				4-8	660	3				4=>8	960	3.0	3-4-8	930	4.0	4=>8=>3	2080	8.0		34718256	34781265	(3,4),7,8,1,2,6,5		
201048032506	ダ	右	1400	雨	不良	13:55	やよい賞		2010-3-25	27	名古屋	3	(定量)		8	170	1	8	100	1	7	600	8	1.0	120	2.0	7-8	2140.0	9.0	7-8	2360	8	8=>7	2290.0	9.0	8=>7	2050	7.0	1-7-8	3740	14.0	8=>7=>1	13830	38.0		847152396.0	874152693.0	871456293.0		
201048032507	ダ	右	1400	雨	不良	14:55	名古屋チャレンジカッ 		2010-3-25	27	名古屋	3	(定量)		7	7400	7	7	670	7	3	130	1	8.0	1,040	9.0	3-7	4500.0	11.0	3-7	7290	14	7=>3	18370.0	30.0	7=>3	32790	41.0	3-7-8	50440	57.0	7=>3=>8	1034750	475.0		85397241106	89537241106	8,(3,7,9),2,4,5,1,6,10		
201048032508	ダ	右	1400	雨	不良	15:25	日景賞		2010-3-25	27	名古屋	3	(定量)		6	240	1	6	100	1	7	190	6	8.0	150	3.0	6-7	1100.0	5.0	6-7	1370	7	6=>7	1950.0	9.0	6=>7	1620	8.0	6-7-8	1270	6.0	6=>7=>8	4150	15.0		647589231.0	647589231.0	678542931.0		
201048032509	ダ	右	1900	曇	不良	15:55	名古屋チャレンジカッ 		2010-3-25	27	名古屋	3	(定量)		7	590	3	7	180	5	2	110	1	3.0	120	2.0	2-7	810.0	2.0	2-7	830	2	7=>2	1980.0	8.0	7=>2	2200	11.0	2-3-7	1300	5.0	7=>2=>3	9210	50.0		45273189	4,5,2,7,(3,8),1,9	(4,2),7,5,3,8,1,9		
201048032510	ダ	右	1600	曇	不良	16:25	アセビ賞		2010-3-25	27	名古屋	3	(定量)		8	150	1	8	100	1	9	130	2	2.0	190	6.0	8-8	570.0	2.0	8-9	570	3	8=>8	590.0	3.0	8=>9	640	3.0	2-8-9	3140	9.0	8=>9=>2	6290	18.0		267938145.0	267938145.0	279683145.0		
201048032601	ダ	右	1400	晴	不良	11:00	サラ3歳7組		2010-3-26	27	名古屋	4	(定量)		8	570	2	8	130	2	9	110	1	1.0	140	3.0	8-8	310.0	1.0	8-9	310	1	8=>8	360.0	1.0	8=>9	1080	5.0	1-8-9	750	4.0	8=>9=>1	5470	17.0		981472365.0	984712365.0	981472365.0		
201048032602	ダ	右	1400	晴	不良	11:30	サラ3歳6組		2010-3-26	27	名古屋	4	(定量)		5	130	1	5	110	1	9	120	2	2.0	520	8.0	5-8	200.0	1.0	5-9	170	1	5=>8	240.0	1.0	5=>9	240	1.0	2-5-9	1810	6.0	5=>9=>2	5010	15.0		569173284.0	569138724.0	591638724.0		
201048032603	ダ	右	800	晴	不良	12:00	サラ3歳5組		2010-3-26	27	名古屋	4	(定量)		7	150	1	7	120	1	2	400	6	1.0	250	4.0				2-7	980	3				7=>2	1570	5.0	1-2-7	5500	13.0	7=>2=>1	13660	38.0				72618354.0		
201048032604	ダ	右	1400	晴	不良	12:30	サラ3歳4組		2010-3-26	27	名古屋	4	(定量)		8	320	3	8	130	1	4	200	3							4-8	440	1				8=>4	1040	4.0	2-4-8	670	2.0	8=>4=>2	3210	8.0		2873641.0	2837641.0	2836471.0		
201048032605	ダ	右	1300	晴	不良	13:00	サラC11組		2010-3-26	27	名古屋	4	(定量)		6	240	2	6	100	2	7	100	1	5.0	360	7.0	6-7	140.0	1.0	6-7	120	1	6=>7	200.0	1.0	6=>7	400	2.0	5-6-7	1020	4.0	6=>7=>5	3310	10.0		78965342110.0	78965413102.0	76859411032.0		
201048032606	ダ	右	1400	晴	不良	13:30	サラC10組		2010-3-26	27	名古屋	4	(定量)		5	130	1	5	100	1	6	100	2	8.0	210	5.0	5-6	100.0	1.0	5-6	130	1	5=>6	140.0	1.0	5=>6	170	1.0	5-6-8	510	2.0	5=>6=>8	930	4.0		5618237104	5618327104	5,6,1,8,3,2,7,(10,4)		
201048032607	ダ	右	1400	晴	不良	14:05	サラB11組		2010-3-26	27	名古屋	4	(定量)		4	170	1	4	110	2	1	140	4	3.0	130	3.0	1-4	630.0	3.0	1-4	680	3	4=>1	820.0	4.0	4=>1	960	4.0	1-3-4	510	3.0	4=>1=>3	1770	5.0		453127896	453172896	4,(5,3),1,7,8,2,9,6		
201048032608	ダ	右	1400	晴	不良	14:40	祝!田端敏幸還暦記念		2010-3-26	27	名古屋	4	(定量)		5	770	4	5	110	3	2	100	2	3.0	100	1.0	2-5	380.0	2.0	2-5	400	2	5=>2	1240.0	6.0	5=>2	1210	5.0	2-3-5	340	1.0	5=>2=>3	2350	8.0		23107518946	23105791846	2,3,5,10,9,7,1,8,(4,6)		
201048032609	ダ	右	1600	晴	不良	15:15	ユキヤナギ賞		2010-3-26	27	名古屋	4	(定量)		10	140	1	10	110	2	3	110	1	8.0	210	5.0	3-8	200.0	1.0	3-10	190	1	8=>3	300.0	1.0	10=>3	250	1.0	3-8-10	630	3.0	10=>3=>8	1220	4.0		13102485769.0	11032485769.0	11032845769.0		
201048032610	ダ	右	1600	晴	不良	15:50	春暖特別 		2010-3-26	27	名古屋	4	(定量)		3	170	1	3	130	1	12	160	4	5.0	220	5.0	3-8	660.0	3.0	3-12	1130	4	3=>8	690.0	3.0	3=>12	1360	5.0	3-5-12	3350	13.0	3=>12=>5	9850	30.0		511121843106972.0	511128314109726.0	512831111074926.0		
201048041301	ダ	右	1400	晴	不良	10:50	サラC20組		2010-4-13	1	名古屋	1	(定量)		1	110	1	1	100	3	6	100	1	3.0	100	2.0	1-6	440.0	2.0	1-6	290	2	1=>6	750.0	2.0	1=>6	400	2.0	1-3-6	260	1.0	1=>6=>3	860	2.0		419536827.0	413965827.0	143695872.0		
201048041302	ダ	右	800	晴	不良	11:20	サラC19組		2010-4-13	1	名古屋	1	(定量)		2	1270	4	2	140	4	8	100	1	3.0	120	2.0	2-8	450.0	2.0	2-8	670	3	2=>8	2320.0	10.0	2=>8	2210	9.0	2-3-8	530	1.0	2=>8=>3	4530	14.0				278341596.0		
201048041303	ダ	右	1400	晴	不良	11:50	サラC18組		2010-4-13	1	名古屋	1	(定量)		4	100	1	4	100	1	1	100	3	6.0	100	2.0	1-4	120.0	1.0	1-4	170	1	4=>1	250.0	1.0	4=>1	220	1.0	1-4-6	260	1.0	4=>1=>6	470	1.0		471692583.0	476192583.0	416792583.0		
201048041304	ダ	右	1300	晴	不良	12:20	サラC17組		2010-4-13	1	名古屋	1	牝(定量)		9	110	1	9	100	1	8	200	4	2.0	310	6.0	8-8	680.0	4.0	8-9	570	3	8=>8	1060.0	4.0	9=>8	630	3.0	2-8-9	1870	8.0	9=>8=>2	5140	19.0		967381524.0	968371524.0	986237514.0		
201048041305	ダ	右	1400	晴	不良	12:50	サラC16組		2010-4-13	1	名古屋	1	(定量)		8	200	1	8	100	1	4	220	5	9.0	130	3.0	4-8	1050.0	4.0	4-8	1600	5	8=>4	1120.0	4.0	8=>4	1390	7.0	4-8-9	1690	7.0	8=>4=>9	6170	19.0		481965732.0	481963752.0	841967352.0		
201048041306	ダ	右	1400	晴	不良	13:20	サラC15組		2010-4-13	1	名古屋	1	(定量)		6	270	2	6	240	5	4	630	7	10.0	510	6.0	4-6	10440.0	13.0	4-6	12410	19	6=>4	13370.0	23.0	6=>4	15670	35.0	4-6-10	28720	41.0	6=>4=>10	334240	235.0		67841032159.0	67841032519.0	67104829351.0		
201048041307	ダ	右	1600	晴	不良	13:50	サラB4組		2010-4-13	1	名古屋	1	(定量)		7	310	2	7	110	3	2	100	2	4.0	100	1.0	2-7	160.0	1.0	2-7	170	1	7=>2	280.0	1.0	7=>2	500	2.0	2-4-7	200	1.0	7=>2=>4	640	1.0		47293851106.0	47928315610.0	47823196510.0		
201048041308	ダ	右	1400	曇	不良	14:50	サラB3組		2010-4-13	1	名古屋	1	(定量)		6	180	1	6	100	2	4	100	1	3.0	150	4.0	4-6	280.0	1.0	4-6	260	1	6=>4	410.0	1.0	6=>4	390	2.0	3-4-6	530	2.0	6=>4=>3	1740	3.0		36415827109.0	36415108729.0	34658110729.0		
201048041309	ダ	右	1400	曇	不良	15:20	うぐいす特別 		2010-4-13	1	名古屋	1	(定量)		9	2830	7	9	300	5	4	320	6	3.0	170	3.0	4-8	8390.0	15.0	4-9	12390	19	8=>4	12060.0	22.0	9=>4	28180	35.0	3-4-9	21520	38.0	9=>4=>3	92060	142.0		147689235.0	147689352.0	418539762.0		
201048041310	ダ	右	1600	曇	不良	15:50	サラB2組		2010-4-13	1	名古屋	1	(定量)		2	1330	5	2	290	6	5	120	1	10.0	180	4.0	2-5	510.0	4.0	2-5	730	4	2=>5	3910.0	16.0	2=>5	2460	8.0	2-5-10	3300	14.0	2=>5=>10	25130	72.0		2105143867.0	2101534687.0	2510163847.0		
201048041401	ダ	右	800	晴	重	10:50	サラ3歳4組		2010-4-14	1	名古屋	2	(定量)		5	130	1	5	100	1	4	240	5	1.0	110	2.0	4-5	840.0	4.0	4-5	1420	5	5=>4	1000.0	4.0	5=>4	2580	9.0	1-4-5	1390	4.0	5=>4=>1	6000	18.0				548173926.0		
201048041402	ダ	右	1400	晴	重	11:20	サラ3歳3組		2010-4-14	1	名古屋	2	(定量)		9	2790	6	9	330	5	1	100	1	6.0	400	6.0	1-8	1830.0	5.0	1-9	1860	6	8=>1	8530.0	16.0	9=>1	5770	12.0	1-6-9	8410	16.0	9=>1=>6	127130	155.0		649153728.0	691453728.0	961573428.0		
201048041403	ダ	右	1400	晴	重	11:50	サラC14組		2010-4-14	1	名古屋	2	(定量)		3	510	4	3	130	2	4	150	4	5.0	120	1.0				3-4	750	4				3=>4	2220	10.0	3-4-5	580	1.0	3=>4=>5	3340	8.0		54623718	5,4,6,(3,7),1,(2,8)	54631728		
201048041404	ダ	右	1300	晴	重	12:20	サラC13組		2010-4-14	1	名古屋	2	(定量)		4	150	1	4	110	1	9	120	3	2.0	730	6.0	4-8	120.0	1.0	4-9	140	1	4=>8	160.0	1.0	4=>9	190	1.0	2-4-9	2440	8.0	4=>9=>2	3970	10.0		149856327.0	149638527.0	146938527.0		
201048041405	ダ	右	1400	晴	重	12:50	サラC12組		2010-4-14	1	名古屋	2	(定量)		6	160	1	6	110	1	2	110	2	9.0	140	4.0	2-6	450.0	2.0	2-6	570	3	6=>2	940.0	4.0	6=>2	790	2.0	2-6-9	1090	6.0	6=>2=>9	3100	12.0		726593418	7,2,6,5,9,3,4-1,8	7,6,2,5,9,3,4,1-8		
201048041406	ダ	右	1400	晴	重	13:20	サラC11組		2010-4-14	1	名古屋	2	牝(定量)		8	320	2	8	100	2	7	100	1	2.0	200	4.0	7-7	220.0	2.0	7-8	230	1	7=>7	280.0	2.0	8=>7	700	3.0	2-7-8	1140	3.0	8=>7=>2	3010	9.0		8,7,(2,5),6,4,1,9,10,3	8,7,(2,5),6,(1,4),9,10,3	87256419103		
201048041407	ダ	右	1600	晴	重	13:55	三鬼友理亜立教大学卒		2010-4-14	1	名古屋	2	(定量)		6	1110	5	6	230	5	4	190	4	9.0	120	1.0	4-6	2450.0	9.0	4-6	2430	9	6=>4	3090.0	14.0	6=>4	5030	20.0	4-6-9	1060	5.0	6=>4=>9	11720	45.0		69510843721.0	69105843721.0	69105842731.0		
201048041408	ダ	右	1400	晴	重	14:30	名古屋CCチェリー賞 		2010-4-14	1	名古屋	2	(定量)		9	330	2	9	210	3	3	410	6	5.0	420	7.0	3-8	1000.0	5.0	3-9	2080	9	8=>3	1170.0	5.0	9=>3	3370	16.0	3-5-9	7760	27.0	9=>3=>5	37190	111.0		36101972548.0	36109127584.0	36109752418.0		
201048041409	ダ	右	1400	晴	重	15:05	サラB5組		2010-4-14	1	名古屋	2	(定量)		7	120	1	7	100	1	1	170	3	4.0	220	6.0	1-7	410.0	2.0	1-7	430	1	7=>1	550.0	3.0	7=>1	520	1.0	1-4-7	1560	5.0	7=>1=>4	3240	8.0		1,5,7,10,2,9,8,4,3-6	1,5,7,10,2,9,4,8,3-6	1,5,7,10,4,2,9,3,8-6		
201048041410	ダ	右	1400	晴	重	15:40	名古屋CCジュピター 		2010-4-14	1	名古屋	2	(定量)		3	1830	6	3	280	5	7	140	2	4.0	750	7.0	3-7	2120.0	7.0	3-7	1270	4	3=>7	7280.0	17.0	3=>7	3590	13.0	3-4-7	4100	14.0	3=>7=>4	43970	102.0		5,7,8,9,6,3,10,4,2-1	5,7,8,3,6,9,4,10,2-1	5,7,8,3,6,4,9,2,10-1		
201048041411	ダ	右	1600	晴	重	16:40	クレマチス特別 		2010-4-14	1	名古屋	2	(定量)		5	120	1	5	110	1	1	130	2	4.0	380	6.0	1-5	230.0	1.0	1-5	310	1	5=>1	400.0	2.0	5=>1	330	1.0	1-4-5	2370	8.0	5=>1=>4	4030	13.0		121256117483109.0	121251164731089.0	121112564738109.0		
201048041501	ダ	右	800	曇	稍重	10:50	サラC10組		2010-4-15	1	名古屋	3	(定量)		3	280	2	3	100	1	8	110	3	6.0	100	2.0	3-8	290.0	1.0	3-8	250	1	3=>8	440.0	2.0	3=>8	430	1.0	3-6-8	210	1.0	3=>8=>6	1080	2.0				386495217.0		
201048041601	ダ	右	1300	曇	良	10:50	サラC5組		2010-4-16	1	名古屋	4	(定量)		2	540	3	2	150	4	7	130	3	6.0	110	1.0	2-7	860.0	5.0	2-7	1240	5	2=>7	1140.0	4.0	2=>7	2500	9.0	2-6-7	410	2.0	2=>7=>6	3940	14.0		287654193.0	287654193.0	278654139.0		
201048041602	ダ	右	1400	曇	良	11:20	サラC4組		2010-4-16	1	名古屋	4	(定量)		1	420	3	1	120	3	9	110	1	4.0	110	2.0	1-8	340.0	2.0	1-9	420	2	1=>8	1370.0	7.0	1=>9	1060	4.0	1-4-9	320	1.0	1=>9=>4	2690	12.0		451789362.0	457189632.0	415978362.0		
201048041603	ダ	右	800	曇	良	11:50	サラ3歳9組		2010-4-16	1	名古屋	4	(定量)		3	540	3	3	200	5	1	120	1	5.0	150	3.0	1-3	620.0	2.0	1-3	650	3	3=>1	2550.0	10.0	3=>1	2440	10.0	1-3-5	750	3.0	3=>1=>5	5500	17.0				185374629.0		
201048041604	ダ	右	1400	小雨	良	12:20	サラ3歳8組		2010-4-16	1	名古屋	4	(定量)		6	350	2	6	160	3	7	300	6	9.0	240	5.0	6-7	2980.0	10.0	6-7	1730	10	6=>7	4320.0	15.0	6=>7	3890	20.0	6-7-9	4560	16.0	6=>7=>9	25280	81.0		689537412.0	689537412.0	689537412.0		
201048041605	ダ	右	1400	小雨	良	12:50	サラ3歳7組		2010-4-16	1	名古屋	4	(定量)		4	300	2	4	150	2	9	1,500	10	1.0	210	3.0	4-8	1860.0	6.0	4-9	9910	20	4=>8	2670.0	10.0	4=>9	18600	32.0	1-4-9	26150	41.0	4=>9=>1	164500	208.0		47911023856.0	94711082356.0	49171028365.0		
201048041606	ダ	右	1400	小雨	良	13:20	サラC3組		2010-4-16	1	名古屋	4	(定量)		5	110	1	5	100	1	2	100	2	8.0	130	3.0	2-5	120.0	1.0	2-5	130	1	5=>2	150.0	1.0	5=>2	140	1.0	2-5-8	130	1.0	5=>2=>8	250	1.0		58297101364.0	58291067341.0	58294763101.0		
201048041607	ダ	右	1600	雨	稍重	13:50	祝☆第2の人生!伊藤		2010-4-16	1	名古屋	4	(定量)		4	220	2	4	110	1	7	130	3	1.0	120	2.0	4-7	1210.0	4.0	4-7	1910	5	4=>7	1870.0	7.0	4=>7	1640	7.0	1-4-7	590	2.0	4=>7=>1	5320	16.0		17104695382.0	17643105928.0	17463591028.0		
201048041608	ダ	右	1400	雨	稍重	14:20	芝桜賞		2010-4-16	1	名古屋	4	(定量)		3	120	1	3	100	1	6	120	2	7.0	190	4.0	3-6	250.0	1.0	3-6	260	1	3=>6	240.0	1.0	3=>6	300	1.0	3-6-7	1670	5.0	3=>6=>7	2770	6.0		3671425108911.0	3671410259811.0	3671542981011.0		
201048041609	ダ	右	1400	雨	重	14:50	サラC2組		2010-4-16	1	名古屋	4	(定量)		3	100	1	3	100	1	4	140	3	1.0	120	2.0	3-4	270.0	2.0	3-4	180	1	3=>4	160.0	1.0	3=>4	200	1.0	1-3-4	480	1.0	3=>4=>1	860	2.0		34712598106.0	34172859106.0	34179852106.0		
201048041610	ダ	右	1400	雨	重	15:25	サラB10組		2010-4-16	1	名古屋	4	(定量)		7	420	3	7	110	2	6	100	1	10.0	120	4.0	6-7	460.0	3.0	6-7	460	2	7=>6	1190.0	7.0	7=>6	1420	6.0	6-7-10	1960	5.0	7=>6=>10	8480	23.0		76210198453	76102198435	7,6,10,9,2,4,1,8,3=5		
201048041611	ダ	右	1600	雨	重	16:00	たんぽぽ特別 		2010-4-16	1	名古屋	4	(定量)		2	720	3	2	110	3	11	100	1	5.0	110	2.0	2-8	450.0	2.0	2-11	430	2	2=>8	1090.0	5.0	2=>11	1310	5.0	2-5-11	570	3.0	2=>11=>5	3470	12.0		121156341097812.0	121156410938712.0	121156310491287.0		
201048042101	ダ	右	800	晴	不良	10:50	サラC11組		2010-4-21	2	名古屋	2	(定量)		5	150	1	5	100	1	4	120	2	1.0	130	4.0	4-5	200.0	1.0	4-5	200	1	5=>4	290.0	1.0	5=>4	270	1.0	1-4-5	270	1.0	5=>4=>1	600	1.0				541237689.0		
201048042102	ダ	右	1400	晴	不良	11:20	サラC10組		2010-4-21	2	名古屋	2	(定量)		4	480	4	4	110	2	3	110	3	5.0	120	4.0	3-4	430.0	2.0	3-4	420	2	4=>3	1000.0	5.0	4=>3	970	4.0	3-4-5	600	3.0	4=>3=>5	3260	14.0		135469278.0	134526978.0	134562978.0		
